Record_ID,Date,Regulatory_Fine_Frequency,Data_Privacy_Breach_Incidents,Compliance_Audit_Pass_Rate,Customer_Data_Consent_Rate,Spectrum_Licensing_Compliance,Emergency_Service_Response_Time_Minutes,Regulatory_Reporting_Accuracy,Fair_Usage_Policy_Violation_Rate
e3606c6a-9cb4-4576-ac0a-23c7b084dc6c,2025-12-08,0,2,95.13,85.71,95.31,1,97.39,4.39
3ba8e60b-b324-415d-a002-4f1cd0a7d762,2026-03-26,1,0,96.08,90.86,98.63,9.3,90.41,1.05
5f8da6d5-d0b9-4039-87cd-791ba7f01113,2025-10-01,1,2,93.37,80.91,98.15,6.9,94.69,1.67
9798d7a9-df66-46ee-8bec-2d023e410525,2025-10-22,3,1,93.28,82.08,95.93,8.9,90.15,0.4
79a89705-fac9-4bfc-8b39-e52e3d8b47b6,2026-06-05,1,1,98.19,95.56,97.28,1.2,90.82,3.21
94dd88d9-8099-4f91-9850-9d0f2992607d,2026-06-19,2,0,96.64,88.35,98.67,1.9,91.03,1.14
550f512b-e388-45bd-adf9-6cb4f5986736,2026-01-30,2,1,91.34,98.34,99.9,8.8,99.06,4.29
53e571bb-ff53-4746-9bfb-d42486ed5f80,2025-09-02,1,1,96.08,94.55,99.06,6.2,98.86,0.62
f3f1667f-3ce7-494a-aec9-82770c5c9c08,2025-12-23,1,2,91.97,93.24,95.46,9,97.1,1.41
ac05f441-be94-4e43-aa9f-cd78f7182558,2025-11-07,2,0,90.99,91.19,99.89,2.7,98.36,2.31
b0c7d260-dc99-45f0-b3be-9b1767c3edfc,2025-08-03,0,1,94.14,88.29,97.6,4.9,93.91,2.97
71598356-1d48-4f7c-9deb-22b7a5572f81,2026-01-09,1,1,98.02,87.39,99.49,2.8,97.54,2.29
d1e3d23b-5c9b-43ad-83bb-4955d0b6ef02,2026-05-01,0,2,91.67,94.23,95.45,8.2,93.98,1.75
a6cf833b-59b4-46fa-a54f-391845eb7850,2026-06-25,3,1,98.74,82.4,95.24,2.7,93.73,0.4
a8da1fb2-0678-472d-9f6e-40f855fc7e35,2026-03-31,2,2,90.18,94.15,95.33,8.5,99.51,3.11
2f884c4c-1f7f-4b1d-8077-d7c9d8ec677d,2025-10-05,2,2,98.21,98.62,96.68,10,98.5,1.67
4016ef0a-e726-41c5-83cd-fc6fdfe596b8,2026-03-12,3,0,99.79,87.23,95.61,9.8,99.63,1.02
29969687-2de6-439b-a284-4dcd230ed483,2025-08-05,2,1,96.06,87.57,97.95,7.7,96.66,4.35
0ff25858-6dd9-44d3-ac62-55df0ebeaf0b,2025-09-07,2,0,97.52,85.97,99.07,3,94.51,4.2
5eb319ad-4e5f-4ac1-a61a-703fb675de3d,2026-01-15,0,1,96.26,90.25,98.53,4.5,90.3,4.22
1dc4af15-4797-4141-ae4b-0e1bf4d8fdf6,2025-09-04,3,1,93.83,89.49,98.37,2,96.65,0.52
07acb6bf-4e39-443e-a0c9-cbaea8cae56c,2026-06-06,1,2,95.71,88.83,97.63,7.6,91.21,4.6
3ec709f0-d6b1-4803-a272-7eb6b98c3ea1,2026-03-27,1,0,92.54,92.43,98.03,2.4,94.31,4.45
825308e6-206e-4b2a-89ed-bac2b4d1f5a3,2025-12-22,2,2,95.76,89.16,99.83,6.4,97,1.72
fd690a93-51e7-4d1d-8eb3-8631e42dffdb,2026-04-26,2,1,95.2,88.62,96.89,8.5,98.03,4.88
d16e9c46-1460-490b-94a5-7836607fe797,2025-10-28,1,1,90.25,91.64,95.36,6.9,98.64,4.8
502551d2-859b-41c3-b67f-8402c42b2e44,2026-02-28,2,0,98.62,93.5,95.08,7.3,94.21,4.57
a4233814-db39-4b28-8aef-0e86713bff15,2025-11-25,3,1,97.33,92.15,97.41,8.2,93.75,2.66
b138787a-4332-4649-87b2-da9676a9327f,2025-09-12,1,2,90.51,81.8,99.85,8.2,97.33,1.85
c872d827-7043-4c1a-b6e1-6554b1342e00,2026-04-22,1,1,90.89,91.97,96.89,3.6,98.3,4.02
da55a507-59ef-4761-9a06-fe85a1c13546,2025-11-05,0,2,91.36,81.84,99.27,9.5,91.62,4.69
df6cfb00-b19a-41ae-bc24-cff53591aeb9,2026-02-22,1,1,91.88,90.91,96.9,9.7,94.84,4.64
8d20eb6c-66ce-4d46-85dd-c603c707bbdd,2025-12-08,2,1,91.56,91.63,96.41,3.3,99.49,4.86
fa172c19-1bdf-4603-9ad1-ae40c9ef8d94,2026-05-01,2,1,91.12,89.56,97.06,4.8,94.54,3.1
9aa2cb51-f0ee-4a79-b5fb-d928da6d1277,2026-02-10,2,1,97.82,95.99,98.29,7.4,92.18,4.92
6d587daa-17ba-4aa1-8e81-5979c8d8a6fa,2026-02-28,1,1,90.1,84.42,95.62,3.6,98,4.03
2905a9d3-4643-4869-a49a-a8e40e2539bf,2025-10-13,3,0,99.7,90.71,99.01,3.1,98.44,4.99
d7c391d4-b163-46a3-9d8c-43690aac0cb5,2026-04-19,2,1,91.57,88.4,99.73,3.7,92.09,1.31
2a8814fb-f8d0-4cd6-9c7b-7f50e4b18a63,2025-09-07,2,0,92.65,81.24,97.08,9.3,92.66,0.34
75aae3d4-1c12-475c-aa39-93e4c94e0741,2026-01-25,3,1,95.46,86.97,97.85,1.8,92.9,0.71
0d64c038-c555-4223-a55c-1530b199af16,2026-02-04,1,1,91.87,84.12,99.94,5.8,97.87,0.29
12cad83c-eb01-42fc-a2ce-d4ea0ebcec1a,2026-06-28,1,2,93.35,83.43,99.07,2.4,93.26,1.11
85899085-9c2c-4858-a9fa-cf6412433ca1,2026-06-11,3,1,92.88,98.39,99.99,7.2,90.98,0.22
3250512e-7cf4-40bd-94d2-6452c5cbc8dc,2026-04-02,2,1,94.95,90.87,96.38,5.8,91.15,3.16
a1de9c91-7e58-40fc-88e0-da189ba6bdae,2026-02-06,1,0,99.53,93.06,97,4.4,96.37,3.8
e4e98621-409b-42ed-83f0-0c0d7a45894f,2025-08-13,3,1,93.29,97.32,98.42,9.3,93.12,1.15
5620f10d-a6b7-4f82-812d-646cb23d5926,2026-03-11,0,2,93.28,97.29,95.02,2.2,98.04,2.3
e18c1d36-3a14-4914-87fc-beafdccbe078,2026-04-09,2,1,98.83,90.01,96.8,5.1,99.57,1.35
dfd7bca4-b246-418d-b291-127de25e5bfc,2026-02-18,1,1,91.05,98.51,95.57,2.2,98.72,1.15
08bae138-e7b4-4277-ac20-d89dd90da6a4,2026-07-08,0,1,90.61,89.7,99.3,3.3,96.86,3.19
b16bad0b-20d3-4b45-a7f2-732508ad1052,2026-03-31,3,0,93.18,81.24,98.25,2,99.01,3.56
1f4d04cf-aa26-4cba-819c-8cf32fd92c83,2026-03-30,2,2,96.46,83.46,95.28,2.2,91,4.97
1f5aa0df-97f8-4abe-be52-1cd53e7c0fbd,2026-01-01,3,1,98.02,89.2,96.19,3.9,95.87,2.93
3d1cb682-ac48-43cd-a19a-8d68c17e7662,2026-04-15,1,1,98.16,97.26,97.01,4,91.29,1.8
82f42373-3a89-4414-983e-6996990a4811,2025-07-26,2,2,98.68,93.95,98.04,4.7,90.68,0.73
d38d9d9c-2647-447a-ad8f-76ca80dc47ec,2025-11-02,0,1,90.91,88,99.6,6.7,95.53,0.33
b62b3a3d-a5e6-489b-9fe9-2fa2c4c4be16,2026-02-16,2,1,96.91,98.09,99.55,8.2,91.78,1
0175f264-2147-4e3f-9112-3b84ec4c1b65,2026-02-23,1,0,98.93,84.45,97.74,8,94.72,0.74
a552a8a4-c91e-4971-939e-57f412b5933a,2025-08-07,1,1,98.33,93.73,98.63,2.5,95.62,2.03
6bcedddc-2fac-4f31-9430-d8c3aa8e53d2,2026-02-24,1,2,97.75,92.74,98.23,9.2,93.07,1.68
212a1dc4-fb9b-4973-90e9-7ded57583388,2025-12-24,2,0,98.9,95.97,96.49,4.2,93.36,0.78
f8b595b3-8100-42b7-ba24-9b1bf3297023,2026-05-04,0,1,97.59,91.3,97.38,7.9,93.23,0.46
ec7fbfc8-67a0-436a-a52e-41c418f21904,2026-04-20,3,1,99.88,81.19,97.43,8.3,91.73,2.58
0e0b9cfe-5df2-4df6-bf06-148a3efb5138,2026-05-10,2,2,95.82,98.12,98.37,3.6,94.1,2.42
393c6830-7406-4aec-bef8-e47e4e671acd,2026-01-26,2,0,96.53,90.93,95.7,3.3,91.53,3.68
a2379f0e-e4b6-4c46-a062-43e6251588ab,2025-09-09,0,2,94.43,95.94,96.61,8.8,95.33,3.06
600be0ac-5eac-4a2a-acde-485502b6f1f7,2026-04-26,0,2,95.97,91.48,95.3,2.9,97.41,3.91
82ac25a0-6670-4985-bd27-d1ccc5d1ba2a,2026-07-05,2,1,99.82,92.03,97.91,5.1,92.44,3.46
748d2173-8fde-4fce-8cb0-bd5eacf8fb9d,2025-07-27,1,1,94.78,98.26,99.54,2.2,96.22,2.83
81d1bdaf-be6c-4a20-b6db-26f6310ff89c,2026-01-04,0,1,90.28,89.58,96.58,9.1,97.8,2.92
da568693-8a06-4f54-949d-fb36bf28bb5b,2026-05-17,2,1,97.84,97.55,99.4,4.9,97.17,0.91
e2f0d221-e0f4-420d-93ea-53620ab73960,2026-03-22,1,2,93.06,94.62,95.69,8.8,93.49,3.69
b636b1ff-21d9-43ab-b68b-8bf12fe21965,2026-04-19,2,0,99.55,89.15,95.61,3.7,93.89,0.48
26dc853c-4ee6-4c1b-8574-fde8964848c0,2026-02-22,2,1,96.24,96.59,98.02,8.6,90.02,2.77
3413632d-a04c-4ae1-ae4f-274612060f18,2025-09-22,2,1,92.59,92.57,96.56,3.8,92.23,0.96
1bfd2f40-acf7-440c-9ff8-a77bd7fd57d5,2025-12-09,2,2,93.11,95.8,98.37,2.2,91.63,1.83
632f12c4-ea54-46f6-8bf6-0608c1c7e619,2025-09-10,1,2,97.58,82.45,97.55,8.1,92.11,3.24
e6f3f4d5-aefe-48ab-bebb-b1dd547ec5d7,2026-03-29,1,2,99.84,86.91,98.42,2.5,91.83,4.22
e3e75ebd-3553-41e0-9174-eb3a57577fb6,2025-12-02,0,2,91.39,81.56,97.72,3.6,92.6,1.58
45c2e38b-4dc1-4cd8-9813-7e988ef1bbb2,2026-07-16,2,1,92.38,98.83,95.45,6.7,99.21,2.2
d9ec815b-b61c-4a8c-bae0-17ac2f26da62,2025-09-07,0,1,92.7,87.99,96.1,4.4,91.99,3.59
51569544-5be9-499b-864d-acfa2d2c6b70,2026-06-08,1,2,97.85,94.28,99.74,3.4,92.04,0.23
fabb100b-58da-41a5-b6ec-bf838a14fe33,2025-10-12,0,1,92.25,96.84,97.29,5.5,94.02,3.86
a6bb561b-e605-4427-9e55-4fceb6c877d3,2025-12-01,0,1,92.02,86.11,98.22,7.5,97.73,2.26
6ee69999-b189-44b9-a94a-f3fbeee5a74a,2025-10-20,2,1,91.38,93.51,95.81,7.3,98.81,0.73
c41234e4-83da-4928-9f4f-2daf43c6b045,2026-06-23,2,1,93.61,82.96,95.94,8.8,96.57,1.77
4eb6a609-a1d7-4b77-8e5f-3f1c8016a0c4,2025-11-12,1,1,99.36,93.13,99.63,1.1,93.86,1.92
c902077e-a4cb-4cc8-8ef9-754e09d6c63b,2026-05-16,1,1,98.22,97.61,97.01,3.3,98.7,4.33
2395a99b-c4b4-491a-851d-e808b6bbb795,2025-10-03,1,2,96.43,86.3,97.35,9.4,93.39,2.59
b5487cb0-1142-41d1-a998-c26d4bb36702,2026-01-22,1,2,96.86,82.93,98.2,8.2,97.72,0.42
eb5c44c9-68a9-472f-8046-e3bbc4b972a2,2026-02-20,0,0,90.5,95.07,96.61,6.1,92.43,3.66
0ed85833-17b3-40ce-99bd-76cc2121a9d5,2026-06-21,2,0,99.78,84.61,98.22,10,96.8,3.59
d639e489-7570-4525-8a37-df7c1ea7a22a,2025-09-20,1,2,97.24,93.67,96.06,4.8,96.63,2.5
74fd4c75-3d9b-4b69-ac58-9f6650078db1,2026-01-13,3,1,91.03,89,95.42,8.1,90.1,4.24
cce9e6b7-d86d-4076-9097-e38eb7b4bf9e,2025-12-12,0,2,92.73,87.48,98.96,9.7,95.88,3.55
a2414d7d-591b-44d1-820f-b08b8107a266,2025-09-22,2,1,98.21,83.09,97.88,5.1,97.87,3.43
fd96227d-e52b-4520-9617-bd4cd0107674,2026-03-20,2,1,92.78,88.81,99.03,9.9,95.86,2.25
b3173bc3-aeb3-4929-84c5-9154032d2f4d,2026-03-02,3,2,92.74,80.94,95.76,1.6,96.05,4.42
f3d6b8fc-eb86-4477-abff-7b5fcd1f5d08,2025-07-31,2,1,94.6,82.85,97.49,8,97.2,2.76
c162c8fc-81e0-4e56-9ef3-2df1a4759423,2026-07-22,3,1,96.02,93.33,95.6,6.3,97.57,2.97
a1868fc0-50f8-4350-add8-ddcc7aa110be,2025-08-22,1,1,92.89,96.32,95.89,5.7,91.98,2.28
f2aa69af-bbfe-4f5b-bdfd-68d74ae007aa,2025-10-09,3,2,93.99,90.56,99,3.5,90.69,0.28
59d34e03-fdbf-442e-b0de-9c94e396ca47,2026-07-17,1,1,97.53,81.7,97.59,9.3,94.15,2.87
d2a031e1-b63c-4044-8d33-2beb56b5c069,2025-09-04,2,1,99.77,90.44,97.01,7.2,91.79,0.67
8499b870-d059-4d8e-9478-b5c2ad3c2562,2026-06-14,2,0,91.23,83.87,96.81,8.5,93.85,4.01
dc0a60e7-a56c-4e93-99b4-91efdc40c260,2026-02-13,1,0,95.14,94.78,98.5,4.7,97.45,2.91
6d311998-605e-4451-9ca3-b49b80efa5c8,2026-06-04,2,1,90.74,87.34,98.42,7.5,94.24,0.24
eff33cb2-cb78-489a-90ef-fa8ffc33b927,2026-06-04,2,1,90.78,87.19,97.73,6.9,96.14,4.55
589fbd33-ffb8-412a-a298-d8484693b977,2025-12-09,2,1,92.76,95.82,99.51,3.7,99.64,2.66
ef699379-8dd6-4c7c-b965-34d203c8b5d0,2026-03-24,1,2,94.98,84.91,98.07,1.2,90.59,4.26
1bc1292e-cc4f-4e8d-8965-1626084db4cb,2025-11-22,1,2,92.24,84.74,95.42,9.4,96.1,3.7
928805ba-7994-4094-b651-f2e194137e3f,2026-05-28,2,1,92.05,87.35,97.77,9.1,98.08,4.02
6b5acbf0-3b81-4def-85f3-edae1476d696,2026-05-14,1,1,92.01,97.46,99.61,8.9,92.39,0.91
899230cd-da42-4d43-a24f-cd3daf153401,2025-10-14,2,1,95.57,86.52,97.87,9.8,93.77,2.49
53c86911-b6b6-4cc5-9f45-7e60444ac7c0,2025-12-18,2,1,95.44,96.1,97.68,8,97.59,0.79
8846e72b-8f03-4afd-b06d-6f461c6155c2,2025-09-12,0,1,97.55,81.28,96.38,7.5,94.58,0.91
9e5e85d0-2d90-43d3-be05-c3c17ef229cc,2026-04-01,2,1,98.55,94.26,96.36,5.8,91.43,3.56
ab673034-d43a-4a8a-b29e-f43cc1f613eb,2026-01-15,2,0,96.25,83.28,96.02,8.7,92,0.51
e144312e-52d9-4051-9443-a12d15114fe8,2026-02-08,0,1,96.94,94.46,98.42,2.9,94.88,0.73
96df7d1f-d045-4762-886c-44029e9d1d1f,2026-06-11,1,1,97.22,84.35,98.06,7.5,94.26,2.46
10faa0bd-fe8e-4530-9c42-c66e64ce1a99,2026-01-10,1,1,98.78,92.43,97.04,2.1,90.99,3.25
37687d25-4218-4d69-bfc7-1a8fa0b3d9bd,2025-09-13,1,2,90.99,89.65,95.42,9.1,94.62,0.23
7ebdac1e-212d-49cb-8951-847d55129d23,2025-09-29,3,1,96.49,94.77,96.91,1.2,97.33,0.22
9a482e1a-1170-4e62-8ea0-7d00e555b2c3,2026-05-27,1,2,94.82,95.24,99.88,8.9,91.06,3.25
39256d5a-6b3f-456f-9683-938784a015d4,2026-03-05,1,1,99.53,93.51,97.22,2.9,91.25,0.27
41126439-a6c8-45a3-9bf7-6f3f92577fb7,2026-02-21,1,2,94.27,93.08,96.96,1.5,94.38,2.72
515b3432-eab2-4f3c-974d-24d02ed50f4e,2026-01-17,0,0,91,83.86,99.2,4,96.88,2.58
fbbfc1a6-7a6d-4c4a-bc43-e39efeae6f7e,2026-07-25,1,1,98.69,90.04,99.12,1.9,93.53,4.79
b245bc4d-cc7d-44fd-b849-9c5c3555406f,2026-05-03,2,0,91.14,81.36,97.97,9.8,95.88,4.17
ed937c54-5188-4bd7-8ea2-4b9e55a5b2db,2025-09-30,0,1,94.93,87.52,97.48,9.3,90.91,0.91
83316c78-ffc3-486e-be65-c70fd41b63d2,2026-04-16,3,1,98.91,84.49,96.43,4.5,91.29,4.63
fd084e20-cfd3-4283-9b42-9811f1ce0ce6,2026-06-26,1,1,90.24,91.34,96.67,6.7,98.24,1.92
f4bfb3bf-3b0a-4096-816e-4b4f27a64993,2025-09-20,1,1,91.37,91.92,97.58,6.5,95.61,1.95
c7d1340c-d465-49a1-9ec0-8d17a544edcb,2025-12-13,1,1,96.78,98.14,96.6,2.5,95.89,4.85
40c56d63-4e63-4069-93e5-c3878170372c,2025-10-16,2,0,98.22,83.52,97.68,1.4,91.58,4.5
fe167f51-f1f5-434a-9212-bd66637cef3a,2025-08-23,2,1,99.96,81.73,98.9,3.6,94.49,2.74
fc425f0e-e33b-4767-b769-958f625d6912,2025-11-04,1,1,94.62,82.78,95.28,6.3,90.24,3.55
ee2a1146-07c8-45a8-bd13-c6cc626a12f4,2025-10-18,3,1,95.6,95.47,98.38,9.8,91.99,0.66
51cffa28-c129-4656-87ac-bbd6d29426a1,2026-05-02,1,1,94.12,86.36,97.9,9.2,99.45,3.19
6044cfcb-1b05-493c-ba84-5dc7065ab823,2026-03-30,1,1,92.02,84.08,96.65,4.6,91.33,3.09
ec6e6a96-aadf-4d05-93fd-549f5bc70b8f,2026-03-11,2,2,91.31,96.62,97.42,3.8,94.46,4.88
df25b121-739f-40b8-96de-f87d280ca9cb,2025-08-14,3,0,96.67,96.27,95.85,1.1,97.02,1.47
85a260c4-8b67-4b75-a8c9-6edf2ff4b1a9,2025-08-19,2,0,91.54,96.66,96.04,4.8,97.47,4.06
188d05e1-30f7-41f2-a9cb-0bcfe76d5b39,2025-11-22,2,1,99.68,94.85,95.2,1.4,91.52,1.26
f0d89973-30a1-49b2-bb18-d9ae50afcf8e,2025-11-15,3,1,90.35,95.25,99.96,1.4,93.41,3.39
d051ef64-b866-4dcf-aada-b8948c0035e9,2025-08-09,2,2,97.15,80.14,98.29,4.5,96.03,2.96
7431c5e3-b4bf-45de-bd5e-76edb80c6624,2026-07-18,2,1,97.14,91.65,99.75,8.9,99.85,2.35
6d1d9d2e-1261-419d-b0de-c28897d2d248,2025-10-17,2,2,94.25,89.85,95.47,7.5,99.68,2.95
7061aa7f-50ce-489e-bb7e-8fafa24d7755,2026-03-06,2,2,97.4,96.36,99,2.1,94.25,3.07
e85c55bb-2434-4e9e-9bb5-690d4834d608,2026-07-24,2,0,92.46,81.74,95.55,7,95.73,2.41
7fa7733c-2a4e-4cdc-bf5f-43a96025c45c,2026-06-10,2,1,99.32,84.19,95.73,5.3,95.14,4.97
4c77312c-ac79-4ef0-a51a-940eab0c7eff,2026-05-18,1,1,91.36,83.14,97.83,5.7,99.03,4.99
cf09def8-5bbf-42c8-9e26-48aa0b30ff36,2026-04-01,3,1,90.45,97.15,96.96,4.6,90.03,3.35
0957da44-ba2a-432f-9621-d609f0d8a597,2026-03-21,3,2,90.58,86.81,99.26,3.8,94.44,1.44
1beb9bf9-35fc-481b-a238-ff6194b80e88,2025-12-12,1,1,98.47,88.1,95.68,3.9,92.45,0.21
6df9c56f-bdf4-419b-9e2a-6fc99bd2cbe1,2026-03-14,0,0,91.56,94,97.06,4.3,94.83,1.08
2ed7f404-35f6-4a14-8165-e24e2822850a,2025-07-25,2,1,97.58,84.01,96.87,3.5,95,0.25
096d6ecd-0a46-470b-9746-c265f651daed,2025-10-07,1,2,96.74,85.81,97.68,4.3,95.22,2.38
b096ff65-5e8e-42e7-862b-61604df6f5e2,2025-08-10,2,2,95.62,95.6,99.34,8.6,94.57,1.42
43edf92b-fa23-4949-8711-8219b1e46d26,2025-07-30,1,1,94.06,94.79,96.66,2.4,96.22,4.06
a7a71800-474e-4354-ab5e-e7aa86f134e8,2026-06-21,2,1,90.62,93.03,97.05,8.8,94.27,4.7
5d93b088-e16e-4353-bbeb-51a659a387d6,2025-08-06,2,1,94.73,80.67,95.49,7.3,91.95,2.07
7e4421ad-1e32-423e-9c4b-6ca9bd45680a,2025-11-11,1,2,92.02,91.5,95.65,8.7,96.48,1.61
4c6177f5-be33-452c-8f14-c426b69095f9,2025-10-05,1,2,92.63,97.14,98.66,1.2,99.98,2.75
fe94d534-c346-4c53-a4af-8ef57f95c8ba,2025-10-30,3,1,91.11,90.08,99.23,2.9,98.82,2.25
79c92daf-e7eb-450c-a9cb-15ac11d5e7c6,2026-06-04,1,2,97.33,80.98,96.09,8.6,98.53,3.47
97df9c1a-7e0b-42df-81d3-58b01c17d21b,2026-02-07,3,0,94.19,95.55,99.61,6.8,91.85,2.15
c7bfa770-0b1e-4ad6-a6f6-a5909c4f871b,2025-10-03,2,1,99.46,80.85,99.32,4.6,99.27,0.5
202ddf7a-fbb8-4d4e-9aa0-58a2249c0cb0,2025-08-22,2,1,91.27,94.29,97.73,1.4,94.6,2.6
45dba963-efc9-491e-970c-dc7fb6a16547,2025-09-07,2,2,96.83,96.22,95.39,4.8,96.27,3.35
9a430f26-b1bd-44ad-892e-e6b1dfc0cd91,2026-04-01,0,0,96.64,80.03,95.26,9.9,92.77,3.03
639b16f7-1b66-4c8d-928c-8e569ebcade2,2025-10-13,3,1,93.75,95.33,97.01,1.4,97.48,3.83
329c4106-61e6-4d3c-8f8d-0cb2642e493c,2026-02-25,2,0,94.54,90.85,95.92,3,95.24,2.22
59165e35-3633-46b8-902a-d9d723a6b6ad,2026-04-10,1,1,96.59,84.15,96.65,2.2,91.88,2.1
50883bf9-a575-4869-801b-dc8fe0d13ed9,2026-07-23,2,1,92.45,98.43,97.44,7.2,97.81,0.53
cf66406f-97db-455e-a9c9-77b8fc0bd579,2025-10-09,3,1,93.28,90.23,98.94,2.8,96.36,4.39
374006b8-5b3b-4218-b414-cd24ed711f7b,2025-08-20,1,0,91.96,91.95,98.4,8.4,95.93,3.27
ef354b3c-ebb3-474f-9dde-144a4d80d58a,2025-07-25,2,1,98.73,94.42,96.44,8.1,92.27,0.9
22e5f139-f36c-4212-8e9a-ff77b8d14483,2025-11-04,2,0,95.39,83.15,96.42,8,97.12,4.07
b240c3e8-ca83-4c2f-99e9-5b01232b1e55,2025-11-18,0,1,99.2,98.22,98.08,4.1,97.44,4.04
3e3fdb77-07df-435c-a69d-909b0e1020d2,2026-03-07,1,2,98.91,96.42,97.44,2.6,93.17,3.21
3c1c4fe6-545a-4103-8dbc-9eb0a84c193d,2026-02-12,1,1,93.92,80.02,97.83,8.6,94.94,2.61
0c65e914-2f20-4e20-b381-7fd2312d89d6,2025-10-26,1,2,95.17,97.47,96.83,7.4,90.63,2.24
be4c37c6-e2ff-4733-88af-9f32ebe748b2,2026-07-10,2,2,93.79,91,97.57,4.4,98.57,2.94
88a1795f-f54e-4e9a-ade5-d4a5efd5d093,2025-12-17,2,2,92.22,83.55,98.18,4.1,98.85,0.43
dceed4ad-e2b5-4574-8798-aef80be5bc1e,2026-06-11,2,1,90.64,85.5,96.91,7.3,93.66,0.5
f93d890f-72b4-4fd5-9c68-5bf38af2401c,2025-11-22,2,2,99.05,92.51,99.9,4,98.3,2.22
50a2fce5-c76e-41f5-8410-e7843c53a930,2026-06-29,2,1,90.55,91.68,97.67,5.8,90.85,3.94
3d08a7c4-f994-4166-88e7-3798c0aa7051,2026-02-19,1,0,97.8,97.54,99.22,2.8,94.33,4.91
e4293e5b-0a7e-4703-9718-6d68009e0ae7,2025-10-31,2,0,91.56,81.65,95.44,5.7,98.57,3.23
c19692f9-df71-4121-a643-e58fb4fab8e6,2026-05-31,2,1,95.04,95.27,97.52,5.8,93.95,1.89
a90ca676-a119-4510-8d4d-f9db9b169dc9,2026-06-12,2,1,94.47,97.37,95.79,2.4,90.65,4.79
7991da7d-ab46-436f-8489-e4e18c67cc94,2026-02-18,3,2,90.26,92.18,98.59,4.1,99.73,4.4
f0032a83-8eb1-4c7c-b32d-cff657f18cdd,2025-11-18,1,2,97.27,92.76,99.76,3,94.39,0.85
83020838-43c2-444c-92dd-c90a998788ba,2026-05-26,2,0,97.86,89.67,98.88,7.3,95.79,2.53
42cbb9cb-a095-4634-828a-7e4fa3b051ba,2025-10-25,1,1,92.2,85.34,95.95,2.5,93.54,1.03
7e983c4e-24c4-4454-a769-4fbe5dbf7609,2026-05-13,1,0,99.93,96.76,95.89,7.4,90.15,3.86
bbfcb10f-dcac-49ed-9ac4-cdf9b8ab731a,2025-08-08,1,0,95.88,95.99,99.48,3.1,93.04,2.62
4277f594-775e-4273-b502-1bc13f52814c,2026-06-10,2,0,98.29,98.52,99.43,6.9,98.33,0.5
34d9c613-a6e8-4197-8be6-feeb7e94e39e,2025-11-09,1,2,90.1,91.43,95.04,4.7,95.66,2.18
572d6b63-9ba4-4b5a-930d-685e85d85d08,2025-09-09,1,2,93.5,90.38,98.87,8,96.06,0.67
134e603a-adb1-4a1b-8936-abfe527559bc,2026-04-07,1,2,96.58,93.16,99.17,8.9,96.31,1.29
309c5baf-7328-481b-9ad8-0fdbb39f1858,2026-06-10,1,2,98.89,94.65,97.61,4.6,98.48,3.76
7206a4b7-4a61-47e8-b841-80055f554197,2026-04-05,0,1,94.21,84.04,99.01,9.7,95.36,3.68
819bbc81-b224-4b36-a94d-e94bdc143fb3,2025-10-06,2,2,94.59,89.23,96.5,1.4,97.4,1.85
233eb938-4409-4b59-ba9d-5a24e85226fe,2025-12-05,3,1,96.11,85.4,96.56,1.6,97.25,3.09
aacd6fcb-ab0c-4722-b282-14277f2f2a72,2026-02-20,3,1,97.98,93.67,97.05,2.8,95.21,4.12
6d50792d-3dab-4a6e-a468-86e71270e655,2026-04-29,1,1,94.6,90.59,96.36,3.6,91.54,0.83
727c0cff-d338-4b38-8662-eb5ca4950a98,2025-12-07,1,2,98.04,81.13,97.6,8.5,96.94,3.51
47b06006-2783-4553-a89f-1a684ca8e0fb,2026-01-24,3,1,96.58,94.55,99.86,1.9,99.26,2.38
ea2efe19-7ae0-4e00-8b9a-b51ac657dff9,2025-09-08,2,2,93.69,93.27,98.33,1.6,95.07,1.96
f12fb649-0849-4382-b169-aff309cb1269,2025-11-15,1,2,96.69,82.21,96.98,7.6,93.06,0.45
2b7aee5c-e166-4f3c-a1e0-8ebc311da257,2026-03-10,3,1,93.25,88.88,98.8,6.4,91.44,3.42
eddcc9e8-3c92-4168-8b99-a967d73a34a4,2026-04-06,1,2,95.75,83.97,99.3,9.4,96.53,3.56
b85aebe8-abee-4ff7-a95f-7984187afcae,2025-10-13,0,1,99.88,94.57,98.11,8.7,94.69,3.16
09dcfbb1-863a-426b-bec5-73038907499b,2026-05-10,1,2,92.72,98.93,96,3,90.97,1.5
3c862e57-5858-4707-9c91-dd9e2ea48753,2026-03-24,0,1,95.45,80.63,95.17,2.8,97.91,2.14
01ff07cc-1214-46cb-af57-0abaa63b3914,2026-04-08,3,2,92.66,95.28,95.87,3.2,90.72,1
aa20c584-54b4-4bc1-beb4-fb9c41cf83f6,2026-02-07,1,2,98.6,82.34,97.05,4.6,98.61,3.81
9044eb8f-f7f9-493d-a20d-69975c0acfea,2025-11-18,1,0,97.96,83,97.45,5.4,90.43,2.56
a86e4636-00b5-493a-bf5f-cd2d96e5a622,2026-02-23,3,2,99.54,94.03,96.99,8.6,95.29,4.11
1ea5fc2b-7f26-4d8f-a277-3b678b6777e5,2025-09-04,0,2,94.3,86.09,97.23,6.7,94.69,2.96
