Record_ID,Date,Customer_ID,Age,Gender,Occupation,Location,Subscription_Start_Date,Customer_Segment,Device_Type,Device_Brand,Device_Model,SIM_Card_Type,Multiple_Lines_Associated,Income_Bracket,Education_Level,Household_Size,Preferred_Communication_Language,Device_Ownership_Status,Customer_Referral_Source,Demographic_Diversity_Index,Urban_vs_Rural_Classification,Family_Plan_Participation,Device_Upgrade_Frequency_Months
de74541a-a15a-465b-a203-16d66d64a12d,2025-07-26,CUST-380432,22,Female,Retired,Rural South,2018-04-09,Postpaid,IoT Device,Huawei,Model A,Physical,No,High,Bachelors,3,Spanish,Leased,Friend Referral,0.46,Urban,No,13
65a2e912-66b7-45d3-b0bf-f82ef8d6a764,2026-04-18,CUST-484619,70,Other,Engineer,New York,2023-09-29,Enterprise,Tablet,Apple,Model B,eSIM,No,Low,Masters,5,Mandarin,Owned,Online Ad,0.36,Urban,Yes,25
685e1782-69fc-4d16-869f-2cd9db5f9f83,2026-03-12,CUST-382310,51,Male,Teacher,Rural East,2019-11-03,Prepaid,Smartphone,Xiaomi,Model C,eSIM,Yes,Low,Masters,6,Mandarin,Leased,Social Media,0.93,Rural,No,25
956dafcf-b60d-4aa8-9f74-b90209b495ba,2026-05-19,CUST-175923,54,Male,Doctor,Houston,2024-12-20,Enterprise,Smartphone,Google,Model B,Physical,Yes,Low,Bachelors,5,English,Owned,Social Media,0.55,Urban,Yes,27
96bb8e83-3262-4860-bf17-0f78d2ee3682,2026-02-04,CUST-284205,69,Other,Engineer,New York,2022-04-08,Postpaid,IoT Device,Samsung,Model B,eSIM,No,Low,Masters,1,Mandarin,Owned,Retail Store,0.89,Rural,Yes,13
c4e3971a-64c0-4534-a20c-60b3078439c4,2026-02-12,CUST-301592,33,Male,Student,Rural South,2021-02-24,Prepaid,IoT Device,Samsung,Model B,eSIM,No,Medium,Masters,3,Spanish,Owned,Retail Store,0.96,Urban,No,35
d145f22f-3a2a-4df1-bb96-2d1396bd9ec0,2025-12-28,CUST-978377,52,Female,Other,Phoenix,2018-05-07,Postpaid,Feature Phone,Google,Model B,eSIM,No,High,High School,3,French,Owned,Social Media,0.88,Rural,Yes,12
719e8bdf-912b-45ef-8dbf-b2130e475dfb,2025-09-11,CUST-605839,39,Male,Doctor,Los Angeles,2024-05-06,Prepaid,IoT Device,Xiaomi,Model A,eSIM,No,High,Bachelors,1,English,Owned,Online Ad,0.35,Urban,No,32
8b435cf4-7432-4f99-87e7-f348410e1840,2025-09-30,CUST-411768,38,Other,Artist,Rural North,2024-04-23,Prepaid,Feature Phone,OnePlus,Model C,eSIM,No,Low,High School,1,German,Owned,Social Media,0.45,Rural,No,34
bd04e148-a233-44e8-9613-ef3452feb98b,2025-12-24,CUST-575226,53,Male,Business Owner,Rural East,2019-12-03,Enterprise,Smartphone,Google,Model B,Physical,No,High,PhD,4,German,Owned,Retail Store,0.91,Rural,No,23
9b83582e-1ab6-43ae-bee3-8d9378fc767f,2026-01-23,CUST-236763,73,Female,Doctor,New York,2024-05-03,Prepaid,Feature Phone,OnePlus,Model C,Physical,No,Low,PhD,2,German,Owned,Social Media,0.73,Urban,No,34
efef0c1a-fce9-4a2e-9e34-227ed92798ed,2026-03-26,CUST-750905,42,Female,Retired,Chicago,2021-05-17,Enterprise,Smartphone,OnePlus,Model A,eSIM,No,Low,PhD,6,French,Owned,Social Media,0.41,Urban,No,18
87d212af-d539-48e9-bf2c-e1800816763f,2025-08-09,CUST-531623,53,Female,Teacher,Rural West,2019-10-28,Prepaid,Tablet,Xiaomi,Model A,eSIM,No,High,Bachelors,6,Spanish,Owned,TV Commercial,0.9,Rural,Yes,34
941477a9-e155-441c-b490-263dcf2b66d3,2025-10-06,CUST-658933,25,Female,Other,Rural West,2019-12-19,Prepaid,Tablet,Xiaomi,Model A,eSIM,No,Low,High School,2,English,Owned,Social Media,0.46,Urban,Yes,35
1a2a12e8-e9f4-40ab-9407-5a60df03e74a,2026-07-14,CUST-483225,21,Other,Retired,Chicago,2024-10-31,Postpaid,Smartphone,OnePlus,Model C,Physical,No,Medium,Masters,6,German,Owned,Friend Referral,0.8,Rural,No,25
c6bbe348-e3c2-49c2-909f-c7e970853350,2026-03-12,CUST-983987,58,Other,Doctor,Chicago,2022-10-06,Enterprise,IoT Device,OnePlus,Model B,Physical,Yes,Low,PhD,1,Spanish,Owned,Social Media,0.35,Urban,No,19
fc6a7f38-cb57-41ca-b4b2-fed048f381d8,2025-10-08,CUST-299119,26,Male,Doctor,Rural South,2023-07-14,Enterprise,Tablet,Huawei,Model C,Physical,No,Low,High School,4,German,Leased,Social Media,0.24,Urban,No,14
789e7fc4-fafb-4f64-8ca9-c72db7377525,2026-05-13,CUST-997648,49,Male,Teacher,Houston,2018-12-15,Prepaid,IoT Device,OnePlus,Model C,Physical,Yes,High,High School,4,Mandarin,Leased,Retail Store,0.34,Urban,Yes,20
2a4f40d5-9cfc-46f3-a749-79e97fe8e299,2025-08-31,CUST-636434,64,Male,Doctor,Los Angeles,2018-01-08,Prepaid,Smartphone,Apple,Model B,Physical,No,Low,High School,3,French,Owned,Social Media,0.8,Urban,No,24
153de37a-c61e-4090-8b1d-6bd78f6f0ff3,2025-08-11,CUST-441189,77,Other,Other,New York,2019-11-04,Postpaid,Feature Phone,Huawei,Model A,Physical,Yes,Medium,Masters,5,English,Leased,Social Media,0.62,Rural,No,11
6308c1ac-8eb4-479e-84a2-7297f6c1018c,2025-12-21,CUST-589905,76,Male,Engineer,Houston,2020-01-11,Postpaid,Smartphone,Google,Model A,Physical,No,Medium,Masters,3,French,Owned,Friend Referral,0.55,Urban,No,15
6086e29c-73c5-455f-9fe3-3b28254772f7,2026-05-02,CUST-559665,50,Female,Doctor,Chicago,2022-01-28,Enterprise,Feature Phone,Google,Model C,Physical,Yes,Low,High School,1,Mandarin,Owned,Social Media,0.5,Rural,No,27
d2713024-1315-4f5e-860c-0baa163d5952,2026-06-05,CUST-312407,76,Other,Student,Rural South,2019-03-28,Enterprise,Smartphone,Xiaomi,Model B,Physical,No,Low,PhD,4,Mandarin,Leased,Social Media,0.6,Urban,Yes,23
97664365-308c-484c-a3ef-2296f1c8b702,2026-05-23,CUST-619368,69,Other,Teacher,Los Angeles,2019-11-06,Prepaid,Smartphone,Google,Model B,eSIM,Yes,High,High School,2,Mandarin,Owned,Online Ad,0.42,Rural,No,25
bb7b218a-9a66-48a8-921f-514ca188c4c9,2026-01-09,CUST-809028,35,Male,Artist,New York,2020-09-08,Prepaid,Feature Phone,Samsung,Model A,eSIM,No,High,High School,4,German,Owned,Social Media,0.37,Rural,Yes,14
c790cfda-b778-4be2-9f30-0863a04f573d,2026-02-20,CUST-313191,64,Other,Engineer,Chicago,2024-06-11,Postpaid,IoT Device,Huawei,Model A,Physical,No,Low,Bachelors,2,Spanish,Owned,Social Media,0.39,Urban,No,30
b68cf33c-5221-4846-81ce-1fafe06bcf3b,2025-08-02,CUST-147819,76,Female,Other,New York,2018-12-29,Prepaid,IoT Device,Huawei,Model B,eSIM,No,High,High School,2,English,Owned,Online Ad,0.14,Rural,No,17
a8fef909-118c-4059-9723-a744988a4ab1,2026-03-29,CUST-753104,28,Male,Teacher,Chicago,2023-05-12,Enterprise,IoT Device,Samsung,Model A,eSIM,No,Medium,Bachelors,5,Mandarin,Owned,Friend Referral,0.21,Urban,No,11
c40e5662-785c-4c66-b026-43c97a433ded,2025-11-18,CUST-130329,20,Male,Business Owner,Los Angeles,2022-09-15,Prepaid,IoT Device,Huawei,Model A,eSIM,Yes,Medium,PhD,2,Mandarin,Owned,Friend Referral,0.88,Rural,No,27
3033014f-6817-496d-b776-b7711e170edb,2025-08-05,CUST-501797,68,Male,Doctor,Los Angeles,2023-12-31,Postpaid,Tablet,Samsung,Model B,Physical,No,Medium,Bachelors,2,Mandarin,Owned,Social Media,0.55,Rural,No,24
4ebf4147-5a38-4504-8567-045ef3c1488a,2026-07-19,CUST-499663,24,Other,Business Owner,Phoenix,2020-06-21,Postpaid,IoT Device,Huawei,Model B,eSIM,No,Low,High School,3,Spanish,Owned,Social Media,0.75,Rural,No,23
dee61652-c9e8-476e-9012-5f2481c70bfb,2026-01-12,CUST-576263,75,Other,Teacher,Rural East,2019-03-11,Prepaid,IoT Device,Apple,Model A,eSIM,No,Medium,High School,5,English,Owned,TV Commercial,0.73,Rural,No,32
b3579e46-7985-4637-8503-f8c2f053cfe9,2026-05-03,CUST-303342,77,Female,Student,Rural North,2022-06-13,Postpaid,IoT Device,Xiaomi,Model B,eSIM,Yes,High,Bachelors,4,English,Owned,Online Ad,0.6,Urban,No,18
0da99ed1-d0a3-4297-a814-327d6a1f004b,2026-06-30,CUST-114501,30,Male,Other,Rural North,2022-05-13,Enterprise,Feature Phone,Apple,Model A,Physical,Yes,High,Bachelors,2,Spanish,Owned,Online Ad,0.52,Rural,Yes,32
60a5a4cf-d072-4ef6-8ac8-57f745dd2caf,2025-11-04,CUST-351362,24,Male,Teacher,Los Angeles,2022-05-24,Postpaid,Feature Phone,OnePlus,Model B,Physical,No,Medium,PhD,2,English,Owned,Social Media,0.41,Urban,No,29
d47c36e9-4779-4434-91b5-1754d1a977cd,2026-02-02,CUST-567987,29,Male,Teacher,Rural North,2020-09-23,Prepaid,IoT Device,OnePlus,Model B,Physical,No,Medium,PhD,3,French,Owned,TV Commercial,0.99,Urban,Yes,8
2d40ea38-7057-46f5-bddb-3900456eb9b6,2025-09-22,CUST-629103,70,Other,Doctor,Chicago,2021-02-06,Enterprise,Smartphone,Xiaomi,Model B,eSIM,No,High,High School,3,Spanish,Leased,TV Commercial,0.32,Urban,No,26
f8ec8c59-2d21-409e-9016-66997ceae778,2026-03-12,CUST-107359,58,Other,Business Owner,Houston,2018-01-05,Postpaid,Tablet,Huawei,Model C,Physical,No,Medium,High School,4,French,Owned,Social Media,0.37,Rural,No,7
4f181fff-56be-4b84-a370-75d0279865d4,2026-03-02,CUST-559593,28,Other,Engineer,Rural West,2019-06-06,Enterprise,Feature Phone,Huawei,Model A,Physical,No,Low,Masters,6,Spanish,Leased,Retail Store,0.81,Urban,Yes,27
3797e1a9-fb20-42fc-a79c-773bd96a0a68,2025-09-26,CUST-204294,59,Other,Doctor,New York,2021-02-25,Enterprise,Smartphone,Apple,Model B,Physical,No,Medium,PhD,5,Spanish,Owned,Retail Store,0.19,Urban,Yes,16
5c01eb25-3fe6-4066-8210-0631c42932ae,2025-12-21,CUST-476470,56,Other,Student,Chicago,2018-10-29,Enterprise,Tablet,Xiaomi,Model A,Physical,No,High,PhD,6,Spanish,Owned,Retail Store,0.4,Urban,No,30
e49780e2-cb42-41f8-be3a-049017a3e2cc,2025-08-11,CUST-545090,41,Female,Engineer,Chicago,2020-06-04,Postpaid,Tablet,Huawei,Model A,eSIM,No,High,High School,6,English,Leased,Online Ad,0.94,Rural,No,6
175a297f-f4a0-4f38-8f02-d42e40b86f99,2026-01-11,CUST-365723,28,Female,Retired,New York,2023-01-24,Enterprise,Feature Phone,Google,Model C,Physical,Yes,High,PhD,5,German,Owned,Friend Referral,0.93,Urban,No,16
e3a713a4-2691-40a5-a6f6-49efe584a28e,2025-10-30,CUST-853612,43,Other,Business Owner,New York,2023-05-24,Enterprise,Feature Phone,Xiaomi,Model B,eSIM,No,Medium,PhD,4,German,Leased,Social Media,0.61,Rural,No,24
71121a51-8f57-4eae-a7f4-47342da98354,2026-05-07,CUST-658245,79,Female,Business Owner,Rural East,2019-07-10,Enterprise,Smartphone,OnePlus,Model C,Physical,No,High,PhD,5,Spanish,Leased,Retail Store,0.36,Rural,No,9
f1768647-ebf7-4619-81e3-54c3e34291d4,2025-08-12,CUST-772455,74,Female,Artist,Rural East,2019-11-14,Postpaid,Feature Phone,Google,Model B,eSIM,No,Low,High School,5,English,Owned,Retail Store,0.86,Rural,No,9
12a955b1-0a9c-417a-babb-a3829cf8e7c5,2026-03-31,CUST-146814,33,Other,Business Owner,Houston,2018-03-06,Postpaid,Feature Phone,Apple,Model B,eSIM,No,Medium,Bachelors,2,Spanish,Leased,Retail Store,0.81,Rural,No,32
a2b042de-145c-4928-85c2-20b6d2c6961b,2025-09-19,CUST-419004,53,Female,Doctor,New York,2021-09-30,Postpaid,Tablet,Xiaomi,Model B,eSIM,No,Medium,Bachelors,2,English,Owned,Online Ad,0.32,Urban,No,18
440b0e2a-9fa8-43e4-9eca-4cd2a8ad6280,2026-05-02,CUST-231497,23,Other,Teacher,New York,2019-04-09,Enterprise,Tablet,Google,Model A,Physical,No,Medium,High School,4,Spanish,Owned,Social Media,0.8,Urban,Yes,14
a4c2b85f-1d64-4d70-b29f-8d54cc46e818,2026-05-14,CUST-713991,72,Other,Business Owner,Rural South,2020-02-19,Prepaid,Feature Phone,Xiaomi,Model C,Physical,No,High,High School,4,Spanish,Leased,Social Media,0.82,Urban,Yes,27
cfa9e0bb-a216-4b55-97d3-021ea26fefef,2026-06-12,CUST-543431,44,Female,Engineer,Rural North,2022-08-10,Enterprise,IoT Device,Huawei,Model C,eSIM,No,High,High School,3,French,Owned,Online Ad,0.62,Rural,No,8
3b098df0-38e9-4815-8dcb-864fe3ccc85c,2025-11-13,CUST-509513,55,Male,Other,Rural West,2023-04-14,Prepaid,Tablet,OnePlus,Model A,eSIM,Yes,Medium,PhD,5,Mandarin,Owned,Social Media,0.16,Rural,No,9
d31c6087-8275-41bd-a2e0-e4804b890449,2025-09-23,CUST-914546,29,Male,Student,Rural South,2024-07-01,Postpaid,IoT Device,Google,Model A,Physical,Yes,Medium,Bachelors,3,French,Owned,Social Media,0.17,Urban,No,9
c9113232-7cd0-462a-a289-23481eeb8f96,2026-07-13,CUST-202180,32,Other,Engineer,Rural North,2018-08-02,Prepaid,Feature Phone,Apple,Model A,eSIM,No,Medium,Bachelors,3,English,Owned,Retail Store,0.96,Urban,No,32
b19c7fed-d3ff-435d-adfd-439d397ae843,2026-05-03,CUST-280391,34,Male,Teacher,Houston,2018-07-29,Postpaid,Tablet,Google,Model B,eSIM,Yes,High,High School,5,French,Owned,Social Media,0.69,Urban,No,30
f6b4e2ca-4f6b-4627-887c-d1d8c86c0b39,2026-05-25,CUST-954059,62,Female,Retired,Los Angeles,2021-08-16,Postpaid,IoT Device,Xiaomi,Model A,eSIM,No,High,PhD,4,Spanish,Owned,Online Ad,0.59,Urban,No,27
48a0a2a2-0745-444d-9f6a-f9994edd4a5d,2026-01-12,CUST-910224,69,Other,Engineer,Rural North,2023-10-18,Prepaid,Tablet,Samsung,Model A,Physical,Yes,High,Bachelors,2,English,Owned,TV Commercial,0.51,Rural,No,35
f6beafe7-affd-45e0-9d15-bdd096791147,2026-05-12,CUST-183877,22,Male,Business Owner,Phoenix,2023-08-15,Postpaid,Smartphone,Apple,Model C,eSIM,No,Medium,Masters,5,French,Owned,Friend Referral,0.11,Urban,No,26
571fe3f0-6705-400a-a628-3afe459149d6,2026-06-27,CUST-260983,66,Female,Business Owner,Rural West,2024-01-12,Prepaid,Feature Phone,Huawei,Model C,Physical,No,Low,Masters,4,Mandarin,Owned,TV Commercial,0.62,Urban,No,34
90e7fd3d-d068-4128-8b6d-3beee6af380f,2026-07-21,CUST-667005,43,Female,Student,New York,2022-11-08,Postpaid,Tablet,OnePlus,Model A,Physical,No,Medium,PhD,5,Spanish,Owned,Friend Referral,0.79,Rural,No,23
31779dcf-dba7-45df-9abd-a09cde094d82,2025-09-22,CUST-146422,51,Other,Retired,Rural East,2019-12-14,Postpaid,Smartphone,OnePlus,Model A,Physical,No,High,Masters,1,French,Owned,Social Media,0.72,Rural,Yes,22
0ec6fd68-1af0-4e98-b258-134c00df747a,2026-05-19,CUST-165094,52,Other,Artist,Rural South,2023-07-03,Prepaid,Feature Phone,Xiaomi,Model C,eSIM,No,Medium,PhD,2,Mandarin,Owned,Online Ad,0.88,Urban,No,36
ed3b00ee-d1fa-45e8-b3ed-11df1f9fedee,2026-05-20,CUST-932832,60,Other,Other,Phoenix,2022-08-22,Enterprise,Smartphone,Huawei,Model C,Physical,No,Medium,Bachelors,2,English,Owned,Friend Referral,0.26,Rural,No,16
8ad9b1b5-7dd4-4cab-9419-3fad28186b38,2026-05-20,CUST-138206,23,Other,Teacher,Los Angeles,2020-05-27,Postpaid,Feature Phone,Google,Model B,Physical,No,Low,PhD,4,Mandarin,Owned,Friend Referral,0.73,Rural,No,9
3214a06a-582a-4834-b1e0-c78853815f32,2025-09-06,CUST-445150,56,Female,Student,Rural East,2022-03-28,Postpaid,Tablet,Samsung,Model C,eSIM,Yes,Medium,Masters,3,German,Owned,Retail Store,0.26,Urban,No,22
c86b345f-1f0b-445e-af49-7d1e107dc28d,2025-11-25,CUST-926591,55,Other,Artist,Rural South,2021-10-29,Postpaid,IoT Device,Apple,Model B,Physical,Yes,Low,High School,3,Mandarin,Owned,Retail Store,0.44,Urban,Yes,24
5461cd01-1883-4a91-a58f-e6ef113fddb7,2025-08-15,CUST-316970,60,Female,Teacher,Rural East,2022-08-28,Postpaid,IoT Device,Huawei,Model B,Physical,No,Low,Masters,4,English,Owned,TV Commercial,0.73,Rural,No,33
e678ccea-e72a-42fe-94a9-982f564b68ed,2025-11-05,CUST-179318,46,Other,Student,Phoenix,2021-04-29,Enterprise,IoT Device,Huawei,Model B,Physical,No,High,Bachelors,2,German,Owned,Social Media,0.84,Urban,No,29
18943cdc-1bb7-440d-972b-7613aa595de2,2026-04-08,CUST-374683,53,Male,Student,Rural South,2020-12-11,Enterprise,Smartphone,Samsung,Model B,eSIM,No,High,PhD,5,English,Leased,TV Commercial,0.68,Rural,Yes,24
79cb40f9-e7c2-447a-9f8f-f1e71df1909d,2026-07-20,CUST-896226,75,Other,Retired,Rural East,2019-06-22,Enterprise,IoT Device,Google,Model C,eSIM,No,High,Bachelors,4,Spanish,Leased,Retail Store,0.24,Rural,No,8
928a0564-c985-458f-b4e4-212c1aee0642,2026-07-06,CUST-224135,43,Female,Doctor,Rural West,2018-07-16,Postpaid,Tablet,Xiaomi,Model A,eSIM,Yes,High,PhD,6,German,Leased,Social Media,0.37,Rural,No,21
008c0bf2-8a81-4bf2-8dcf-7a16f2a1433d,2025-08-04,CUST-906367,27,Female,Doctor,Houston,2024-07-11,Prepaid,Tablet,Huawei,Model C,eSIM,No,Medium,High School,6,Spanish,Owned,Social Media,0.85,Urban,No,23
9d10f5e9-5787-4af3-9951-17df30595d02,2025-11-14,CUST-402515,79,Female,Student,Houston,2019-10-29,Prepaid,Tablet,Huawei,Model A,eSIM,Yes,High,PhD,2,Spanish,Owned,Online Ad,0.6,Urban,Yes,21
9b8969e7-11e1-4c35-8eec-db8295197807,2026-05-17,CUST-432069,20,Other,Other,Houston,2021-08-19,Prepaid,Smartphone,Xiaomi,Model B,Physical,No,Medium,Masters,5,French,Leased,Friend Referral,0.81,Rural,No,15
1722a4f8-b945-4679-9500-738445c3690f,2026-03-20,CUST-279376,55,Other,Engineer,Rural South,2020-11-22,Postpaid,Tablet,Xiaomi,Model C,eSIM,No,Medium,Masters,3,French,Owned,TV Commercial,0.89,Rural,No,6
c5a1a273-590a-4224-84f9-a3b0e1e0c31f,2025-11-08,CUST-351536,50,Other,Student,Phoenix,2024-09-02,Prepaid,Tablet,Samsung,Model A,eSIM,No,High,PhD,3,German,Owned,Retail Store,0.62,Urban,Yes,18
4587d35c-6e56-4d5f-9370-804021ba40bf,2026-03-28,CUST-560355,35,Other,Business Owner,Phoenix,2020-06-09,Postpaid,Feature Phone,Huawei,Model A,Physical,Yes,High,Bachelors,5,Spanish,Owned,Retail Store,0.91,Urban,No,13
329a9fe2-a690-46f9-b4f2-b3a487c792a8,2026-07-04,CUST-182790,44,Female,Engineer,Rural North,2024-04-10,Prepaid,Tablet,OnePlus,Model B,eSIM,No,Low,Bachelors,3,French,Owned,Retail Store,0.45,Rural,Yes,22
930d0f7f-2296-4ec1-9bd7-f7ee8f2be30a,2026-01-27,CUST-449089,74,Other,Engineer,Rural West,2020-01-17,Prepaid,IoT Device,OnePlus,Model C,Physical,Yes,High,High School,2,French,Owned,Retail Store,0.6,Urban,No,31
e3d1ba30-d933-4f39-a14d-31d47d9877e0,2026-06-25,CUST-721707,53,Male,Other,Phoenix,2024-02-13,Prepaid,Tablet,Xiaomi,Model A,Physical,No,Low,PhD,2,Mandarin,Owned,Social Media,0.63,Urban,Yes,30
c36969f2-7d19-41c4-a148-841d4240f409,2026-03-18,CUST-547153,36,Other,Student,Rural West,2018-08-02,Postpaid,Smartphone,Google,Model B,eSIM,No,Low,High School,3,French,Owned,Online Ad,0.16,Urban,No,15
2999dd8e-ee85-4db5-891c-4edc74f2d838,2026-04-20,CUST-769214,68,Female,Retired,New York,2019-12-12,Enterprise,Feature Phone,Samsung,Model C,eSIM,No,Medium,High School,5,Mandarin,Owned,Retail Store,0.73,Urban,No,27
8044fbd3-8a19-4a92-9a84-eda809a67e8e,2026-02-04,CUST-895738,50,Male,Artist,Los Angeles,2022-11-23,Prepaid,Smartphone,Google,Model B,Physical,No,Low,Bachelors,1,Spanish,Owned,Social Media,0.29,Rural,No,19
fb01474e-a8d1-4061-8dac-997e5667d2c1,2025-09-15,CUST-673734,79,Male,Engineer,Houston,2023-11-18,Postpaid,Tablet,Apple,Model C,eSIM,No,Medium,PhD,1,German,Owned,Friend Referral,0.89,Urban,No,14
2f416e1b-148e-49b7-8994-dfc884665800,2025-08-26,CUST-187841,70,Female,Student,Los Angeles,2018-05-23,Prepaid,Feature Phone,Samsung,Model B,eSIM,No,Medium,Bachelors,5,German,Owned,Social Media,0.56,Urban,No,21
af79658c-7b49-4c65-8a54-ed3f2a9c9f3f,2025-08-09,CUST-101383,76,Other,Other,Rural East,2021-08-13,Prepaid,IoT Device,Google,Model C,eSIM,No,Medium,Masters,5,German,Owned,Friend Referral,0.52,Rural,Yes,13
00d91c8d-df91-4d3b-8173-283a9670e6b6,2026-03-01,CUST-491240,54,Male,Student,Rural South,2021-12-31,Prepaid,Feature Phone,OnePlus,Model C,eSIM,Yes,High,Bachelors,4,English,Owned,Online Ad,0.71,Rural,No,29
b8660616-0503-4f97-9f54-b99171c77bb4,2026-05-27,CUST-935110,72,Female,Teacher,Los Angeles,2022-06-10,Enterprise,Feature Phone,Huawei,Model A,Physical,No,High,PhD,2,German,Owned,Online Ad,0.38,Rural,No,21
bf7dd3e5-8e47-432f-9e33-955b7f0796ad,2025-11-21,CUST-230426,61,Female,Retired,Los Angeles,2021-11-25,Enterprise,IoT Device,OnePlus,Model C,eSIM,No,Medium,PhD,2,French,Owned,Retail Store,0.94,Rural,No,26
46fb2648-408e-4a23-adf1-ec067af3afca,2025-12-05,CUST-622098,28,Female,Student,Rural West,2021-10-13,Enterprise,Tablet,Google,Model A,Physical,Yes,Medium,High School,1,French,Owned,Social Media,0.4,Urban,No,27
ad7d45be-8242-4c13-9a04-8f7a1ff29ebc,2026-04-10,CUST-274180,74,Other,Retired,New York,2020-07-28,Prepaid,IoT Device,OnePlus,Model C,eSIM,No,High,Bachelors,4,Mandarin,Owned,Online Ad,0.45,Urban,No,14
199e630d-5d51-444c-9ce4-1c9af460496e,2025-10-02,CUST-687075,74,Female,Doctor,Rural South,2021-12-31,Enterprise,Tablet,Xiaomi,Model C,eSIM,Yes,Low,Masters,6,German,Leased,Social Media,0.66,Rural,No,31
8953a3e6-f4ba-47c2-8f95-0af37468bdb2,2025-08-03,CUST-151492,39,Male,Retired,Rural South,2023-05-27,Enterprise,Smartphone,OnePlus,Model B,eSIM,Yes,Low,PhD,1,English,Owned,Friend Referral,0.86,Rural,No,33
20698f2d-ec0e-4eea-b20f-b29484fe3e79,2026-02-16,CUST-239754,49,Other,Doctor,Houston,2023-10-15,Postpaid,Smartphone,Apple,Model B,Physical,Yes,Low,High School,2,French,Leased,Social Media,0.93,Rural,No,32
97fcb736-9bbe-4c73-8505-e291bda753b3,2026-05-19,CUST-263045,72,Female,Retired,New York,2018-08-04,Enterprise,Feature Phone,Huawei,Model B,Physical,No,High,Masters,2,English,Owned,TV Commercial,0.87,Urban,No,25
ec18b5c3-a358-437b-868e-0186d65ff422,2026-01-05,CUST-385350,80,Male,Teacher,Rural West,2023-06-02,Postpaid,Tablet,Xiaomi,Model C,eSIM,Yes,Low,Masters,4,Spanish,Owned,Social Media,0.25,Rural,No,34
13b50211-1648-4abe-8e36-0cdc44873e3a,2025-11-16,CUST-748926,54,Other,Engineer,Chicago,2018-11-26,Postpaid,Smartphone,Apple,Model A,Physical,No,High,Bachelors,6,Mandarin,Owned,Retail Store,0.6,Urban,No,8
25e9bd25-8e9c-45d5-878b-9af2749d9fbd,2026-03-16,CUST-949225,29,Other,Student,New York,2018-09-14,Postpaid,Tablet,Huawei,Model B,eSIM,Yes,Low,High School,4,Mandarin,Owned,Retail Store,0.44,Urban,Yes,31
caadf7e3-1d3c-45c7-8883-ea6b40e2d737,2025-08-10,CUST-427836,37,Female,Student,New York,2019-10-09,Prepaid,IoT Device,Xiaomi,Model A,Physical,No,Low,PhD,5,French,Leased,TV Commercial,0.17,Rural,No,31
e1aa3364-f555-4dd6-b3fa-98636f8c5e5c,2026-04-21,CUST-662246,28,Female,Business Owner,Los Angeles,2018-12-12,Postpaid,IoT Device,Huawei,Model B,Physical,Yes,Medium,PhD,3,English,Leased,Friend Referral,0.49,Rural,No,16
2b921928-af7f-49c2-a648-ccca744b554e,2025-10-28,CUST-940011,34,Male,Business Owner,Rural South,2021-12-12,Postpaid,Feature Phone,Samsung,Model A,Physical,No,Low,High School,1,English,Owned,Retail Store,0.99,Rural,No,16
a018fa41-6e89-4e92-bf1a-b112008cb72d,2026-06-16,CUST-163849,61,Male,Engineer,Chicago,2018-01-07,Enterprise,IoT Device,Huawei,Model A,eSIM,Yes,Medium,Bachelors,4,German,Owned,Social Media,0.31,Rural,No,19
6ec41170-3042-4945-b1e3-b96cb8ab4523,2025-09-08,CUST-964219,67,Other,Engineer,New York,2022-02-25,Enterprise,Tablet,Xiaomi,Model B,Physical,No,Medium,High School,3,German,Owned,TV Commercial,0.86,Rural,No,21
57485621-b0a6-43ba-aad1-501ecab03679,2026-03-08,CUST-721692,53,Other,Teacher,Phoenix,2020-11-15,Postpaid,IoT Device,Huawei,Model C,Physical,No,Medium,Masters,1,German,Owned,Friend Referral,0.86,Rural,No,21
dd63ab7e-88a1-41f4-8657-49ffaf1cf6e1,2025-09-11,CUST-606854,79,Other,Business Owner,Los Angeles,2019-10-28,Postpaid,Tablet,OnePlus,Model A,eSIM,Yes,Medium,Bachelors,3,German,Owned,Online Ad,0.81,Rural,Yes,29
3d4cba30-995c-4562-8e70-7fd84aa20414,2026-07-09,CUST-541638,59,Male,Retired,Los Angeles,2019-09-17,Enterprise,Tablet,OnePlus,Model C,eSIM,No,Low,Masters,1,English,Owned,TV Commercial,0.79,Rural,No,35
19167636-ec23-4984-8ccd-dbcaeca0f136,2026-04-24,CUST-436644,33,Female,Student,Phoenix,2022-01-06,Postpaid,Feature Phone,Huawei,Model B,Physical,Yes,Low,Masters,5,English,Owned,Retail Store,0.92,Urban,No,10
0cd52e67-a052-4f30-ab90-ae3818e95c7d,2026-03-27,CUST-113670,32,Female,Business Owner,Rural North,2019-03-11,Prepaid,IoT Device,OnePlus,Model A,eSIM,No,Medium,Bachelors,4,Spanish,Owned,Friend Referral,0.68,Urban,No,20
8eef2d0f-6ba0-4a55-b453-b4a3e0e36484,2026-04-25,CUST-213898,74,Male,Student,Rural West,2021-03-02,Enterprise,IoT Device,Samsung,Model B,Physical,Yes,High,High School,5,German,Owned,Retail Store,0.66,Rural,No,13
f8943710-3d46-4fb9-9710-efbd326eb980,2025-09-09,CUST-555011,20,Female,Other,Chicago,2022-05-14,Postpaid,IoT Device,Xiaomi,Model C,eSIM,Yes,High,Masters,3,German,Owned,Social Media,0.37,Urban,Yes,20
