Record_ID,Date,Customer_ID,Call_Duration_Minutes,Number_of_Calls_Inbound_Outbound,SMS_Sent_Received,Data_Usage_GB,Data_Session_Count,Peak_Hour_Usage_Time,Streaming_Services_Accessed,International_Usage_Voice_Data,Wi_Fi_Offloading_Ratio,Hotspot_Usage_Yes_No,Hotspot_Usage_MBs_shared,Voice_over_IP_VoIP_Usage_Minutes,Data_Usage_by_App_Category,Peak_vs_Off_Peak_Usage_Ratio,Average_Call_Hold_Time_Seconds,SMS_Delivery_Success_Rate,Data_Throttling_Instances,Cloud_Service_Usage,Gaming_Data_Consumption_GB,Multi_Device_Usage_Patterns,Roaming_Data_Usage_by_Country
5ff93fc7-f18d-47ee-9f57-859a9a0a4fde,2025-12-03,CUST-824751,140,17,101,7.36,33,12:00-14:00,Spotify,29.34,0.89,No,0,9,Gaming,1.93,52,97.16,1,No,3.65,Multiple,N/A
869ccce0-f211-41ee-9172-08c5c98d42b4,2025-11-12,CUST-667196,63,16,116,47.21,47,12:00-14:00,YouTube,87.01,0.69,No,8941,50,Productivity,1.45,39,98.4,0,No,4.56,Multiple,N/A
47827d4c-ff56-4087-84a6-ceaa1085694b,2026-04-09,CUST-145075,116,48,4,31.59,42,18:00-20:00,YouTube,51.63,0.18,No,0,56,Social,0.85,28,96.97,0,No,8.26,Single,N/A
433646f0-8cc6-4c32-878a-bf2ca60d7a6c,2025-08-18,CUST-800230,75,44,9,37.23,38,12:00-14:00,Netflix,81.1,0.66,No,0,2,News,1.2,49,95.25,3,No,4.44,Multiple,N/A
c9b7cbaa-4bd1-47bc-b19d-044f8550821e,2026-06-05,CUST-913073,33,17,91,43.46,47,18:00-20:00,YouTube,60.36,0.84,Yes,0,43,Gaming,1.9,20,99.39,4,Yes,1.31,Single,N/A
2fce27af-5146-42f4-80d6-807c3afc2c0b,2026-01-27,CUST-884413,187,38,66,39.1,16,08:00-10:00,None,28.01,0.87,No,0,39,Streaming,0.5,16,95.3,3,Yes,7.13,Single,N/A
82f59bf9-c19d-4ded-861f-f31429c5eb0c,2026-04-25,CUST-168569,94,2,14,4.88,8,12:00-14:00,YouTube,93.19,0.75,No,0,48,Gaming,1.56,27,95.71,2,No,7.19,Single,N/A
0cff03fd-24ce-4950-ace9-52b53e789f14,2026-02-20,CUST-967327,276,32,3,22.71,15,08:00-10:00,None,88.5,0.51,Yes,0,19,Streaming,0.82,15,96.25,1,No,8.39,Single,N/A
273d8d34-bfec-418b-8072-b3c27a57cb84,2025-09-18,CUST-927950,31,35,166,19.88,26,12:00-14:00,Spotify,54.77,0.85,Yes,0,28,Streaming,1.98,45,98.31,1,No,0.88,Single,N/A
5d20a5a0-9c91-4b22-acea-9bcdcd24fba6,2026-07-13,CUST-606887,32,2,127,11.19,25,08:00-10:00,None,9.75,0.46,No,0,22,Productivity,0.68,11,96.08,3,Yes,4.81,Multiple,N/A
fb5f768e-cbd3-451d-995c-9448e4b94ef6,2026-06-17,CUST-929350,174,34,136,14.6,16,18:00-20:00,Spotify,30.01,0.8,No,0,29,Gaming,0.53,55,96.91,0,No,4.09,Single,N/A
03c129b9-d1b8-45d1-8445-37d2b06ab226,2025-12-25,CUST-963060,299,11,3,34.63,28,12:00-14:00,Spotify,97.32,0.46,No,0,30,Social,1.62,59,95.41,2,Yes,0.99,Single,N/A
2c22fb59-7464-41db-b954-ef3b24c8ac13,2025-07-29,CUST-203917,167,31,188,44.13,44,12:00-14:00,YouTube,49.73,0.42,No,0,2,Streaming,0.51,29,97.45,1,Yes,7.48,Multiple,N/A
5720d351-5373-489e-8fea-d321c62a077d,2025-11-11,CUST-254806,126,15,53,34.55,49,08:00-10:00,None,29.02,0.42,No,0,21,Streaming,1.16,14,98.11,1,No,0.11,Single,N/A
678e787e-aeb2-4007-b63a-c320b1968b68,2025-08-21,CUST-818799,294,36,67,49.43,47,18:00-20:00,Spotify,5.89,0.22,No,9174,13,Streaming,1.8,28,95.52,0,No,8.26,Single,N/A
ad2b789c-9c8e-4e02-85e2-5c66733d1efd,2026-06-29,CUST-215684,35,37,66,31.15,15,20:00-22:00,Spotify,6.98,0.64,No,0,0,Gaming,0.73,55,96.55,2,No,0.96,Single,N/A
abb09c6e-3c15-47be-bab3-738eda4fd390,2025-12-19,CUST-867455,105,49,33,20.96,8,18:00-20:00,YouTube,96.06,0.55,No,0,55,News,0.61,14,96.92,3,No,5,Single,N/A
873eccce-d7e4-4f20-b8db-59d7ab362609,2025-10-19,CUST-920179,51,4,76,1.49,46,20:00-22:00,Netflix,62.35,0.33,No,0,25,Productivity,0.75,39,97.9,2,No,7.44,Single,N/A
f28a8a24-d826-45ff-9465-8b52de443ae1,2026-05-11,CUST-920671,136,39,64,36.03,42,08:00-10:00,YouTube,36.12,0.58,No,0,29,Maps,1.3,28,99.66,2,No,1.66,Single,N/A
25395b6d-e817-4c11-8860-e3373d8fee5e,2026-06-12,CUST-618157,246,2,161,7.4,9,20:00-22:00,Spotify,45.99,0.34,No,0,17,Maps,0.54,48,97.15,4,Yes,0.34,Single,N/A
c655481f-a89a-45f7-b7dc-0ffb4bc9e363,2026-07-06,CUST-599375,82,37,49,20.55,19,12:00-14:00,Spotify,31.11,0.51,No,0,27,Productivity,0.91,44,98.25,5,No,1.57,Single,N/A
874fe65e-3b2d-4613-b6fa-60a7cef92a31,2026-01-19,CUST-509321,16,35,100,4.97,22,12:00-14:00,Spotify,78.27,0.36,No,0,29,Social,1.3,14,98.22,2,No,1.41,Single,N/A
0f313795-10db-4504-97b5-6e85864d008e,2026-01-04,CUST-896052,69,28,175,32.54,13,20:00-22:00,Spotify,35,0.8,No,0,45,Maps,1,24,95.71,5,Yes,6.1,Single,N/A
4fea6d42-b692-4636-b9c5-ea9c42f525d2,2025-08-20,CUST-650726,208,39,38,17.8,22,12:00-14:00,Netflix,30.86,0.18,No,0,57,Gaming,1.85,40,99.35,3,Yes,3.71,Multiple,N/A
61c2498d-0e35-4cc1-86ab-243d3cc68d9b,2025-08-30,CUST-121628,243,47,73,21.83,6,12:00-14:00,None,80.87,0.59,No,0,35,Social,1.62,32,96.98,2,No,7.19,Multiple,N/A
3060dec2-5bc6-4494-a6e3-2ff9ad3ac81b,2025-08-16,CUST-579278,32,8,22,2.07,23,12:00-14:00,Netflix,64.55,0.4,No,0,44,Social,1.36,51,98.88,5,Yes,1.78,Multiple,N/A
c1649650-9ca0-4d8c-8d87-1eaeb7b35d8d,2026-02-04,CUST-176679,124,36,1,26.65,28,18:00-20:00,None,16.14,0.81,No,0,1,Maps,1.05,38,98.97,2,Yes,9.12,Multiple,USA
bd2b27fa-3045-4a90-bcdf-7b573a9bcc9d,2026-04-18,CUST-951215,162,45,175,35.82,36,12:00-14:00,Spotify,97.71,0.84,No,0,35,Productivity,1.77,57,95.76,0,No,8.76,Multiple,N/A
9a10d20f-a186-4e38-8167-d8db333674d0,2025-11-27,CUST-691605,186,48,169,26.48,9,12:00-14:00,None,23.14,0.24,No,0,57,Streaming,0.63,43,95.34,0,No,6.07,Multiple,N/A
0ec2621b-d24b-47b9-9c29-96e5da19f387,2026-07-24,CUST-423688,249,8,187,19.51,24,08:00-10:00,None,16.91,0.63,No,0,25,Streaming,0.69,29,98.91,1,Yes,2.78,Multiple,Canada
31546a71-ac58-4b79-8aee-437686969b09,2026-07-04,CUST-264363,11,3,8,40.76,38,18:00-20:00,Netflix,51.54,0.4,No,0,33,Streaming,1.7,25,95.08,1,Yes,1.22,Single,N/A
8dadf669-a93d-4870-a24f-a3d5e7b1375c,2026-02-28,CUST-533243,56,3,135,2.28,13,18:00-20:00,None,78.43,0.76,No,0,52,Gaming,0.98,28,96.27,3,No,0.86,Single,N/A
9df601f5-5e92-49e1-aeec-bfa5011ec356,2025-11-16,CUST-144108,88,2,4,10.85,19,12:00-14:00,YouTube,83.21,0.52,No,0,29,Social,1.15,43,96.78,5,Yes,0.1,Single,N/A
d86cf05d-9a81-424e-9a65-02287982ab9e,2025-10-17,CUST-678782,64,45,154,7.43,13,08:00-10:00,Spotify,31.94,0.61,No,6437,10,Streaming,1.37,14,95.66,1,No,0.87,Single,N/A
02982ae9-62e1-4aba-834c-e4cb552f06f1,2025-10-24,CUST-234274,43,35,33,42.39,30,20:00-22:00,Spotify,15.81,0.62,No,0,42,Maps,1.36,14,96.95,3,No,8.85,Single,N/A
4d1dafef-ba73-4f50-8aef-9c11e669f31e,2026-03-08,CUST-571020,80,22,87,24.11,27,12:00-14:00,YouTube,3.94,0.13,No,0,1,News,1.9,53,96.35,3,No,1.48,Single,N/A
4d3d2814-c0b3-48a5-9df0-a544b19be7c4,2025-08-28,CUST-589168,276,5,117,11,11,18:00-20:00,None,79.68,0.16,No,6234,50,Social,1.03,23,99.81,5,No,0.31,Single,N/A
21b4f6e5-556e-4fd9-b112-4b49f2cf6a57,2026-04-02,CUST-898085,197,28,77,23.26,49,12:00-14:00,None,30.43,0.83,No,0,56,Maps,1.62,26,97.42,5,No,1.76,Single,N/A
4ae39f04-f904-4be3-bdf6-88ddcf00019b,2026-01-25,CUST-287763,235,19,154,18.07,21,12:00-14:00,None,69.52,0.27,Yes,0,37,News,0.81,31,95.05,0,No,9.73,Single,N/A
655e8e43-0d4c-4a2f-b6d9-671f376279cd,2026-03-24,CUST-241040,93,23,143,45.48,27,20:00-22:00,None,85.24,0.27,No,0,4,Productivity,1.03,42,97.97,3,No,0.36,Multiple,N/A
2e097a26-ae8e-4388-b86f-5634a3ab249b,2025-11-23,CUST-316910,288,8,23,37.17,13,08:00-10:00,Spotify,3.47,0.9,No,0,53,Productivity,0.85,17,97.73,5,No,4.92,Single,N/A
9a01083c-ab9a-4e7e-adb4-65e1a73f4a25,2026-05-21,CUST-459199,171,11,78,47.52,39,08:00-10:00,Spotify,39.78,0.84,No,483,27,Gaming,0.83,24,95.78,1,No,6.33,Single,Japan
9f573d2f-7e6a-45b1-8107-40965aaef537,2026-01-25,CUST-945106,181,46,2,36.12,11,20:00-22:00,None,88.6,0.87,No,0,41,Gaming,0.85,13,99.95,3,Yes,0.92,Multiple,N/A
5e8027a1-6550-4169-aeda-19e16790b949,2026-05-21,CUST-181297,187,39,73,35.11,6,08:00-10:00,Spotify,50.73,0.66,No,0,45,Maps,0.98,42,99.04,3,No,6.49,Multiple,N/A
c96ba6d9-ae11-4008-9a77-52919ae50c7b,2026-06-07,CUST-482756,292,4,51,3.52,44,08:00-10:00,Netflix,29.46,0.18,No,2550,41,Gaming,0.97,42,96.02,5,No,9.04,Multiple,N/A
bb5db6bb-26bd-47bf-b83c-0de2988f23c1,2026-01-07,CUST-879537,133,29,44,14.9,29,12:00-14:00,YouTube,94.44,0.77,No,0,55,News,1.85,35,97.21,4,Yes,7.08,Single,N/A
b707ebc9-9ea3-41a9-b079-1e09452dc3c5,2025-11-29,CUST-663176,92,48,77,21.63,39,18:00-20:00,YouTube,89.53,0.13,Yes,0,30,Streaming,1.27,42,95.19,2,Yes,9.35,Single,N/A
7225cf33-a584-445a-97ac-2e3c5b787f7d,2026-03-24,CUST-927744,29,33,26,24.68,41,08:00-10:00,Spotify,23.42,0.78,Yes,0,42,Maps,1.29,50,95.22,3,Yes,9.81,Single,N/A
6a0e158b-3d3a-4b06-83b3-2e238909d5a8,2026-02-16,CUST-869369,126,22,29,43.97,10,18:00-20:00,YouTube,69.36,0.82,No,0,60,Streaming,1.78,40,97.97,2,No,6.19,Single,N/A
f97ce0df-8fad-4b07-9977-63edd19036b7,2026-01-17,CUST-824389,146,23,95,32.57,35,20:00-22:00,None,81.08,0.19,No,142,55,Streaming,0.72,44,97.19,0,Yes,7.71,Multiple,N/A
dd3f5e03-b2d7-497d-9566-50f438478297,2026-03-25,CUST-697791,171,25,89,16.79,15,20:00-22:00,None,35.68,0.14,No,0,7,Gaming,0.56,33,95.1,2,No,1.59,Multiple,N/A
3fc4b9b7-f5a4-4ecc-8077-11babef39f70,2026-01-18,CUST-836396,212,36,151,1.13,27,20:00-22:00,Netflix,15.37,0.44,No,0,30,News,1.91,30,98.19,3,No,6.69,Multiple,N/A
1b8f1345-9269-4939-ae7f-dab1847605a1,2026-07-20,CUST-592844,28,11,110,35.74,45,12:00-14:00,YouTube,10.54,0.75,No,0,16,Streaming,1.25,40,96.67,0,No,4.55,Single,N/A
5a0d88ff-e0d6-47aa-a002-a825c3149738,2025-11-25,CUST-231356,272,33,101,31.43,46,18:00-20:00,Spotify,22.4,0.61,No,0,48,Gaming,0.67,27,97.94,2,No,9.04,Single,N/A
2469d8f2-a4d4-4bc4-9904-ed20e81c1449,2025-07-30,CUST-533416,70,8,8,5.94,15,20:00-22:00,Netflix,44.22,0.29,No,0,4,Productivity,1.32,7,97.68,2,No,6.68,Single,N/A
1d0de6f3-aee3-4ff2-bcad-f292cbd23430,2026-05-14,CUST-882907,198,42,166,27.37,48,12:00-14:00,None,40.03,0.4,No,0,27,Gaming,1.32,15,96.95,3,Yes,7.76,Single,N/A
feaa9578-c72a-47a2-9589-c388d8545edb,2025-11-13,CUST-455249,154,18,123,45.49,18,12:00-14:00,None,11.64,0.87,Yes,0,10,Gaming,1.16,60,98.68,3,No,5.56,Single,N/A
81f01e08-2888-4fa8-8c11-d3dac0bc0b29,2026-01-01,CUST-961492,169,24,87,30.43,29,12:00-14:00,Spotify,0.84,0.27,No,0,42,Gaming,1.52,49,96.75,1,Yes,0.56,Multiple,Canada
7d174974-5cd6-4e50-bbaf-7388eb5644df,2025-12-08,CUST-328004,37,34,64,40.54,42,08:00-10:00,Netflix,63.3,0.64,No,3804,22,Productivity,1.21,44,98.36,2,Yes,1.85,Multiple,N/A
d6af7e06-4a64-4a22-9e5d-a2436d78983e,2025-11-29,CUST-580348,165,32,6,5.15,22,08:00-10:00,Spotify,23.26,0.6,No,0,31,Social,1.68,11,96.34,4,No,7.33,Multiple,N/A
8846cd01-8fc7-4fe5-8003-1c3ef1fc7123,2025-09-11,CUST-153569,149,24,76,39.98,43,18:00-20:00,Spotify,14.69,0.36,No,0,34,Streaming,0.61,23,95.65,4,No,3.07,Multiple,N/A
cfbfe088-9a21-4676-b43a-a6d4d317f718,2026-02-19,CUST-156628,255,37,69,39.79,26,08:00-10:00,None,1.72,0.33,No,0,33,Streaming,1.32,37,97.04,2,No,0.98,Single,N/A
3b1fb049-4e46-4542-a192-8c63888ea995,2025-08-22,CUST-167203,238,28,145,23.39,37,18:00-20:00,Netflix,86.18,0.43,No,0,57,News,0.84,21,95.84,4,No,2.38,Multiple,N/A
0e81893a-143a-4f9b-9b5e-d8b47685d417,2026-05-03,CUST-409907,222,36,22,19.5,17,20:00-22:00,Spotify,12.77,0.65,No,0,34,Streaming,0.85,45,99,4,No,7.56,Multiple,N/A
b605eff3-0a92-4bc2-85bc-aac004355fbe,2026-04-02,CUST-236432,67,4,185,26.93,29,20:00-22:00,YouTube,55.76,0.4,No,0,59,Productivity,0.88,20,95.27,4,No,8.25,Single,N/A
89845d2b-51d9-40f6-b0a5-35958d2a81c8,2025-10-11,CUST-936694,168,19,192,16.62,46,08:00-10:00,YouTube,53.36,0.51,No,0,20,Productivity,0.84,54,99.31,3,No,7.37,Multiple,N/A
3a20a1ff-5c56-468b-a866-589858727bb3,2026-04-15,CUST-169970,212,27,85,16.68,27,12:00-14:00,Netflix,43.53,0.17,No,1166,13,Gaming,0.77,25,97.17,5,No,6.02,Single,N/A
5fc525ba-80c7-48d7-8732-75b3989fa25d,2025-12-27,CUST-563443,218,9,31,30.57,18,18:00-20:00,None,35.72,0.89,No,0,51,Maps,1.61,7,97.96,2,No,3.53,Multiple,N/A
1f40f5c9-f71d-4ce3-96a6-eab31ab6b697,2026-06-07,CUST-334696,219,17,193,25.91,40,20:00-22:00,None,39.07,0.3,No,0,27,Streaming,1.66,12,96.85,2,No,6.1,Single,N/A
078af09c-8c3f-47b8-83ed-13399fad7020,2026-03-16,CUST-318093,183,16,125,49.92,42,08:00-10:00,Spotify,64.32,0.11,No,807,37,News,1.28,50,96.94,1,No,5.95,Multiple,N/A
d1a8dd12-bd4b-4246-afe2-a51366427014,2026-02-06,CUST-546749,183,34,112,37.76,28,20:00-22:00,YouTube,79.91,0.74,No,0,55,Streaming,0.59,39,99.99,3,Yes,4.21,Single,N/A
e28b9092-6414-4e96-a1fb-90205875c485,2026-06-21,CUST-706850,134,33,138,38.19,23,08:00-10:00,Netflix,60.43,0.67,No,0,37,Gaming,1.98,39,96.24,3,No,6.23,Single,N/A
5d09ccfa-a05a-408c-beee-4c5419a26156,2025-12-11,CUST-103978,28,47,145,48.79,30,12:00-14:00,Spotify,12.36,0.16,Yes,0,31,Gaming,1.19,16,99.47,2,No,6.96,Multiple,N/A
934d9065-05dd-4697-a48a-ff60239373cd,2026-03-12,CUST-843440,188,45,196,42.34,43,20:00-22:00,Spotify,85.05,0.39,No,9500,3,Streaming,1.03,37,95.06,5,Yes,2.74,Multiple,N/A
f91a1b78-e0c2-4a9e-b618-ad296e9acd44,2025-10-30,CUST-700652,114,43,84,1.19,15,08:00-10:00,None,2.51,0.26,No,0,35,Social,0.52,47,95.65,5,Yes,0.6,Single,N/A
e47939c8-f786-466c-a127-e44dd22f0424,2026-01-13,CUST-783041,122,30,181,38.02,20,12:00-14:00,None,70.16,0.38,No,0,46,Streaming,1.78,51,98.63,2,No,7.49,Single,N/A
53767749-fc6f-45b8-91d2-32619e4233fa,2025-08-30,CUST-671064,177,11,174,32.23,5,18:00-20:00,None,61.2,0.8,No,0,48,Social,1.34,49,96.45,2,No,7.7,Single,N/A
5295f382-7da0-403b-bb3c-afb3e774da74,2025-08-11,CUST-296301,81,6,150,15.94,8,20:00-22:00,Netflix,31.57,0.84,No,4383,18,Streaming,0.78,22,99.58,2,No,6.76,Multiple,N/A
4e6e4131-eda1-44a9-8601-e8d8fce8486c,2026-01-31,CUST-405824,163,14,136,20.4,43,20:00-22:00,None,42.45,0.23,No,0,16,Gaming,1.36,59,98.91,2,No,2.68,Single,France
be53a040-7a27-45ae-9609-dac79639937f,2026-07-09,CUST-612444,149,24,176,17.28,8,18:00-20:00,Netflix,49.43,0.53,Yes,0,5,Maps,0.9,20,96.16,3,No,0.14,Single,Mexico
9b1135f7-5465-49a9-873b-302846618b97,2026-04-20,CUST-752185,213,23,22,9.15,16,12:00-14:00,Netflix,61.78,0.65,No,0,27,Productivity,1.09,29,95.59,2,No,0.43,Multiple,N/A
ad544cc6-be70-4774-8169-ac3e37333354,2025-08-03,CUST-663349,222,14,139,46.36,32,18:00-20:00,YouTube,26.5,0.47,No,0,19,Social,1.97,10,95.65,3,Yes,3.4,Multiple,N/A
ecd597ba-0900-4e16-aae1-d25a3e3d5b1a,2025-12-02,CUST-982099,246,7,33,7.48,14,12:00-14:00,Spotify,27.31,0.77,No,0,42,Productivity,1.71,47,99.09,1,No,2.76,Single,N/A
9dded17b-2a74-4d1e-85bf-4231ec3f8ff1,2026-02-10,CUST-265695,239,9,131,26.41,29,20:00-22:00,YouTube,18.26,0.22,No,0,43,News,1.74,16,97.93,0,Yes,4.43,Single,N/A
9d85a638-5c12-481a-a4c0-7c059ab306d5,2025-10-01,CUST-625023,261,35,199,6.79,19,18:00-20:00,None,75.84,0.14,No,0,35,Maps,1.29,52,98.62,4,No,4.35,Multiple,N/A
07944a66-c362-43b8-ac51-370d776492eb,2025-08-28,CUST-272417,8,37,21,8.83,25,08:00-10:00,Spotify,68.9,0.39,No,0,28,Streaming,1.79,26,97.25,0,No,3.29,Single,N/A
c7b8eaa6-ce62-4b36-a2bc-54fdaceb3de3,2026-01-28,CUST-605091,114,43,192,22.27,27,08:00-10:00,None,99.21,0.35,No,0,20,Maps,1.08,12,97.12,1,No,9.48,Single,UK
c32503e9-04ac-4374-80fc-93f66212d2fe,2025-11-04,CUST-581601,206,39,102,12.4,9,18:00-20:00,Spotify,33.16,0.78,No,0,32,Gaming,1.81,51,96.24,4,Yes,2.43,Single,N/A
d4c72ca3-850c-422d-b252-a97ddd883c25,2025-12-17,CUST-253619,235,6,150,4.87,13,18:00-20:00,Netflix,81.43,0.64,No,0,45,News,1.49,56,95.98,4,Yes,8.82,Multiple,N/A
ab36a83f-1f65-47ce-9c07-15787119d3b7,2026-04-05,CUST-466893,22,35,149,25.52,18,08:00-10:00,None,22.77,0.77,No,0,1,Maps,1.24,38,96.09,5,No,6.65,Multiple,N/A
329a58b0-8041-4490-96b6-ed773a8e0f85,2026-06-13,CUST-657207,92,18,191,8.25,13,12:00-14:00,Netflix,24.77,0.41,Yes,0,15,Productivity,0.52,31,98,0,Yes,8.96,Single,N/A
a90ef6ea-f10c-4dec-9b27-1e7d33c9e1df,2026-07-16,CUST-509737,264,12,116,3.62,6,08:00-10:00,Netflix,71.39,0.35,No,0,38,News,1.77,40,97.96,1,Yes,6.74,Multiple,N/A
37648505-67f8-4d6b-aa97-844c869fbc46,2025-09-25,CUST-354330,116,26,189,4.61,28,18:00-20:00,None,22.58,0.71,No,0,2,Maps,0.52,31,99.33,5,No,9.39,Multiple,N/A
60cb83f1-8ada-4cdb-aeae-e0b8c32e8765,2026-07-14,CUST-881025,202,43,45,12.73,21,08:00-10:00,YouTube,82.72,0.12,No,0,17,Social,0.76,7,96.31,2,No,6.26,Single,N/A
644db078-3457-4799-8543-fe6792c3d5ff,2025-11-19,CUST-318819,215,16,53,43.24,10,12:00-14:00,Spotify,45.95,0.57,Yes,0,43,Productivity,1.07,39,98,4,No,7.02,Single,N/A
769829f8-f919-482c-8c2f-96113f346226,2026-04-30,CUST-564604,21,33,13,24.3,41,18:00-20:00,None,67.49,0.82,No,0,40,Maps,1.27,42,97.09,3,No,3.17,Single,N/A
0ad9ec66-879b-4b90-9348-9cf6ccf6d28a,2025-11-11,CUST-614142,131,28,93,34.96,29,18:00-20:00,YouTube,95.76,0.86,No,0,7,News,1.83,57,97.73,2,No,0.11,Single,N/A
844215d5-717d-44bf-9306-b3e6d394287c,2025-08-13,CUST-932590,247,12,142,45.4,14,20:00-22:00,Netflix,50.07,0.58,No,0,0,Streaming,1.41,11,95.09,3,No,8.98,Single,N/A
fa7c68b0-f1ea-4594-a2c6-2598f285eaf7,2026-06-03,CUST-920841,226,13,133,14.96,22,12:00-14:00,Spotify,2.8,0.25,No,2184,15,Productivity,1.73,18,97.23,3,No,1.64,Multiple,N/A
d5602547-38ec-4ead-8776-90615eebb613,2025-12-01,CUST-884769,35,23,178,18.61,15,20:00-22:00,Netflix,88.58,0.35,No,0,59,Maps,1.02,47,96.17,1,No,8.34,Multiple,N/A
54b9bcf3-2539-4de9-8e5b-cb875928a063,2026-01-13,CUST-253973,116,21,20,9.22,49,08:00-10:00,None,66.75,0.56,Yes,1937,51,Social,0.91,16,97.01,3,Yes,8.18,Single,N/A
57c3261f-c690-4e41-be00-bdcd2cee6efa,2025-08-07,CUST-563334,274,18,170,18.28,24,20:00-22:00,Netflix,82.21,0.66,No,0,21,Streaming,1.79,56,95.69,4,No,5.88,Single,N/A
7e27f160-3660-4892-982c-4528d9afcb6b,2025-07-30,CUST-474633,44,31,69,25.76,42,12:00-14:00,Netflix,90.36,0.51,No,0,40,Streaming,0.62,29,95.18,1,No,1.66,Single,N/A
a55b8dc4-fb3f-4663-a191-8b48980c96b6,2025-12-08,CUST-947296,290,40,126,31.02,13,18:00-20:00,YouTube,25.45,0.5,No,565,7,News,0.54,32,95.38,4,Yes,7.62,Single,N/A
fddb2d89-8187-48d9-a305-eff3d522b15d,2025-10-22,CUST-567976,52,45,136,46.26,44,12:00-14:00,Spotify,12.44,0.3,No,0,48,Streaming,1.86,7,97.79,1,No,7.03,Single,N/A
7db43637-272c-4cf4-9625-f9d055b4befd,2025-11-11,CUST-851760,194,46,171,43.38,35,20:00-22:00,None,86.92,0.9,No,5445,10,Maps,0.86,57,95.33,2,No,2.97,Multiple,N/A
3d803497-2acc-406c-baa2-b62327260ee9,2026-07-07,CUST-346195,260,23,37,48.18,44,12:00-14:00,Netflix,67.43,0.71,No,0,51,Productivity,1.14,47,97.05,2,No,9.5,Multiple,N/A
48c459c7-c5e4-4a78-8037-557266703338,2025-09-25,CUST-671612,175,23,46,36.85,8,20:00-22:00,Netflix,68.7,0.38,Yes,0,3,Streaming,1.21,52,97.92,1,Yes,0.57,Single,N/A
fe5fda9c-99e1-4722-b977-5960d6c9f494,2026-02-16,CUST-562404,24,4,78,29.81,35,12:00-14:00,YouTube,68.84,0.47,No,0,23,Social,1.36,49,95.16,3,Yes,5.81,Single,N/A
8fcaf8ba-c3e7-4deb-b6bc-cf7ce79dd5ea,2026-05-24,CUST-991365,142,48,124,34.52,11,18:00-20:00,Spotify,70.04,0.36,No,0,29,Gaming,1.26,34,98.87,1,No,3.14,Single,N/A
bebd462c-36da-406c-aa17-902d930b6cd5,2026-02-24,CUST-812083,102,8,194,4.85,47,12:00-14:00,YouTube,2.14,0.5,No,0,43,Maps,1.14,35,97.82,1,Yes,1.39,Single,N/A
ca5ecf87-c56b-45c6-80d4-39026d42fd6a,2026-05-28,CUST-696486,184,34,17,33.95,17,18:00-20:00,Spotify,20.52,0.52,No,0,15,News,1.12,44,99.72,3,Yes,2.83,Multiple,N/A
22e2a20e-71b7-4bfc-ab4a-bde436d6958a,2026-01-07,CUST-326466,37,23,107,21.11,33,20:00-22:00,None,77.08,0.89,No,4541,55,Maps,1.67,36,99.16,1,Yes,5.84,Single,N/A
8302fabe-5f54-4b6a-b8f3-fe2aa4b7c849,2026-07-06,CUST-905430,248,42,124,2.16,27,20:00-22:00,None,4,0.34,Yes,0,50,Productivity,1.4,25,98.14,4,No,0.97,Single,N/A
5ab607e7-b9ef-4651-bcc6-a7cd6ca88a59,2025-11-06,CUST-479561,241,31,8,39.3,43,18:00-20:00,Netflix,75.76,0.8,No,0,56,Gaming,0.55,16,98.98,0,No,5.35,Single,N/A
557abc01-510f-4313-98df-b9d1c58bc92f,2026-01-03,CUST-759772,229,42,50,25.82,11,12:00-14:00,Netflix,77.52,0.49,No,0,25,Social,1.57,13,97.48,0,No,6.01,Single,N/A
c6e18845-de01-41d8-927e-43a357619362,2026-06-03,CUST-848362,218,10,134,48.28,8,20:00-22:00,YouTube,5.25,0.77,No,0,34,Gaming,0.85,58,96.84,2,No,6.8,Single,N/A
839e735a-eca5-4550-ae76-f3fb0017de1c,2026-04-16,CUST-895547,48,41,70,23.03,21,18:00-20:00,Spotify,60.62,0.28,No,2080,35,Streaming,1.03,57,98.39,1,No,0.73,Single,N/A
59ea4a32-0003-4e47-8baf-429beba1251a,2025-11-14,CUST-390728,73,42,159,3.97,15,20:00-22:00,None,77.21,0.7,No,0,50,Social,0.82,10,97.05,2,Yes,5.35,Single,N/A
6da97990-eea7-4fda-8969-282a2d521cd2,2025-09-18,CUST-446215,38,30,37,18.7,37,18:00-20:00,Spotify,20.96,0.56,No,0,9,Social,0.82,13,99.98,5,Yes,9.28,Multiple,N/A
7dce4860-6e03-4ea6-b877-a3b387462fbe,2026-05-14,CUST-409724,137,21,38,10.88,16,20:00-22:00,Netflix,23.26,0.61,No,0,60,Productivity,1.36,26,97.85,4,No,5.08,Single,N/A
3c89d9a9-dac0-4e50-930f-2b992495b13a,2026-02-13,CUST-709947,49,10,195,12.63,44,12:00-14:00,None,77.37,0.13,No,0,10,Gaming,1.6,32,96.58,2,No,8.72,Single,N/A
eaaa1729-1bcd-4943-98dd-ee89ff5d2b0d,2026-04-30,CUST-941872,150,21,87,37.1,34,08:00-10:00,None,84.04,0.56,No,0,29,Gaming,0.65,45,96.35,1,No,7.33,Single,N/A
9a99caea-1ef6-42df-89c7-b31092fa0713,2025-10-10,CUST-644468,132,20,178,7.04,27,08:00-10:00,None,97.97,0.66,Yes,7391,26,Social,1.85,31,95.13,4,Yes,3.57,Multiple,N/A
