Record_ID,Date,Customer_ID,Plan_Type,Plan_Tier,Subscription_Status,Monthly_Plan_Cost,Contract_Duration_Months,Auto_Renew_Enabled,Discount_Applied,Number_Ported_from_Another_Operator,Roaming_Enabled,Last_Plan_Change_Date,Add_On_Services_Subscribed,Plan_Customization_Level,Payment_Method,Loyalty_Program_Enrollment,Bundle_Discount_Utilization_Rate,Plan_Downgrade_Upgrade_Frequency,Contract_Early_Termination_Rate,International_Plan_Enrollment_Rate,Subscription_Pause_Requests
a0a20c7f-fa4a-499d-b038-bac0096b960e,2025-12-14,CUST-784540,Bundled,Family,Active,33.7,18,Yes,Yes,No,No,2026-01-05,None,Tailored,Credit Card,No,0.53,2,1.73,15.56,2
ef24ba25-80fb-478a-92e3-27a24a0b024c,2026-02-08,CUST-601927,Voice,Family,Suspended,29.62,24,Yes,No,No,No,2026-04-23,None,Tailored,Direct Debit,No,0.75,3,3.45,48.01,1
8aa6366b-cb66-452d-afe9-34826fbee675,2026-05-30,CUST-749787,Bundled,Enterprise,Active,121.35,27,Yes,Yes,No,No,2025-11-25,None,Standard,Direct Debit,No,0.63,1,2.59,41.09,1
ff0673bc-e5b0-4af2-9d0c-fc33f853e92d,2025-09-28,CUST-165346,Voice,Premium,Active,132.28,32,Yes,No,No,Yes,2026-05-03,Premium Streaming,Standard,Direct Debit,Yes,0.71,3,1.06,38.52,1
aabcab4a-4d96-4942-ad94-afae59abe698,2025-12-27,CUST-619412,Bundled,Family,Cancelled,55.9,14,Yes,Yes,No,No,2026-05-30,Cloud Storage,Standard,Mobile Wallet,No,0.67,3,2.8,11.45,0
9b3eee03-44a4-4cdf-bd7b-b541364039e4,2025-07-28,CUST-783095,Bundled,Basic,Suspended,44.87,30,No,No,No,No,2025-12-25,Voicemail,Tailored,Mobile Wallet,No,0.7,0,3.92,29.02,2
1dc462c1-20ed-40e9-b529-d2194d13d962,2026-04-04,CUST-371072,Data,Family,Active,106.91,18,Yes,No,No,No,2026-03-29,None,Tailored,Mobile Wallet,Yes,0.7,2,4.23,14.93,1
a8d2c158-5507-438d-ab5b-b6cce69a1ddd,2026-05-21,CUST-648344,Data,Family,Suspended,93.93,35,Yes,No,No,Yes,2025-12-26,None,Standard,Direct Debit,Yes,0.62,0,2.53,36.32,0
9f6bf3b8-f757-4bd9-86e5-67e2581a873e,2026-07-01,CUST-320040,Bundled,Basic,Suspended,149.23,15,Yes,No,No,No,2025-09-28,Voicemail,Standard,Mobile Wallet,Yes,0.53,2,0.48,17.29,1
175d81b3-6974-440a-8ba0-30e5a36c2f97,2025-12-07,CUST-373569,Bundled,Enterprise,Suspended,148.28,34,Yes,Yes,No,No,2025-10-22,Premium Streaming,Standard,Credit Card,Yes,0.52,2,3.04,35.59,2
faa394bb-6008-468b-ad68-f1362d7829e0,2026-06-04,CUST-140325,Voice,Family,Active,141.58,20,Yes,No,No,No,2025-12-01,Voicemail,Standard,Mobile Wallet,Yes,0.9,1,0.27,28.9,1
a019fff8-52d9-4deb-ab40-8920b5a74919,2026-06-02,CUST-714721,Voice,Premium,Cancelled,48.61,31,Yes,No,Yes,No,2026-07-23,International Calls Pack,Standard,Credit Card,Yes,0.87,1,2.76,18.23,1
bb6de1c5-786c-4cbd-ab51-5e5dcae545d1,2026-06-17,CUST-964430,Data,Basic,Cancelled,121.4,21,No,Yes,No,No,2026-07-18,None,Standard,Direct Debit,Yes,0.53,1,3.71,49.16,2
fe40768d-ce27-4a13-bb00-e0af471f9996,2026-05-27,CUST-927249,Bundled,Premium,Cancelled,54.12,32,Yes,Yes,No,No,2026-03-03,Premium Streaming,Tailored,Mobile Wallet,No,0.51,2,2.01,5.01,0
98ad6fb6-75fc-46d6-beb2-429e29dc50ae,2026-05-14,CUST-287986,Voice,Premium,Active,98.85,16,Yes,Yes,No,No,2026-06-12,Premium Streaming,Tailored,Direct Debit,No,0.79,0,1.25,9.37,2
dedc7f5a-5160-4d87-bf73-f692f7552808,2025-08-07,CUST-556522,Voice,Family,Cancelled,92.48,22,Yes,No,No,No,2026-06-28,None,Standard,Direct Debit,No,0.74,3,3.73,40.9,2
d2206243-c1c6-4e31-98b0-344fd4b8a437,2026-02-16,CUST-557353,Voice,Basic,Cancelled,63.68,32,Yes,Yes,No,No,2025-12-11,None,Standard,Mobile Wallet,No,0.76,2,0.26,28.9,0
4b3bbfe4-f81e-4903-b551-235ce0a3ddf5,2026-01-07,CUST-772990,Bundled,Premium,Active,48.31,19,Yes,No,No,No,2026-01-02,International Calls Pack,Tailored,Mobile Wallet,Yes,0.77,0,1.44,10.35,2
f2c10bef-52c7-4417-bd02-932eb3d50f5b,2025-10-19,CUST-611813,Voice,Family,Cancelled,104.6,17,Yes,Yes,No,No,2025-08-06,Cloud Storage,Standard,Direct Debit,Yes,0.89,0,3.64,28.27,0
1e82f81a-7093-4388-b97a-7d8b3eb91762,2025-11-13,CUST-684606,Data,Basic,Active,22.58,36,No,No,No,No,2025-12-08,None,Tailored,Mobile Wallet,Yes,0.89,1,0.89,9.01,2
41b06f1a-9b05-4bd1-86a4-04883d6f72b5,2025-10-02,CUST-959760,Voice,Basic,Suspended,38.21,23,Yes,Yes,No,No,2025-11-29,None,Standard,Credit Card,Yes,0.51,2,0.57,19.67,2
df25f85d-d8d2-4791-bd59-151c1006a562,2026-03-03,CUST-447319,Voice,Enterprise,Active,123.26,30,Yes,Yes,No,No,2025-12-23,None,Tailored,Mobile Wallet,Yes,0.66,2,2.48,16.05,2
348b2234-6009-45ab-b597-684cfb7927fa,2025-07-28,CUST-234314,Voice,Basic,Suspended,41.84,13,Yes,No,No,Yes,2025-12-03,None,Standard,Direct Debit,Yes,0.89,3,0.53,6.97,1
9e90bee9-1b0e-46a0-a333-cf3dfc8aec2c,2026-07-25,CUST-473836,Data,Enterprise,Suspended,67.01,23,Yes,No,No,No,2026-01-17,International Calls Pack,Standard,Credit Card,No,0.74,2,0.83,16.58,0
fdbca52c-4049-4c1f-888d-c74ff6abd44e,2025-10-13,CUST-609976,Bundled,Premium,Active,127.41,16,Yes,Yes,No,No,2025-09-11,International Calls Pack,Tailored,Credit Card,Yes,0.8,3,1.49,42.78,2
f2c597f5-0099-4580-8a1e-6f9352a287f4,2026-04-04,CUST-595410,Voice,Enterprise,Cancelled,21.21,31,Yes,Yes,No,No,2026-04-16,None,Tailored,Direct Debit,Yes,0.84,1,2.58,30.74,2
45e3acb2-65f8-4897-beb6-f218a0e47257,2026-02-16,CUST-171107,Voice,Enterprise,Active,39.62,33,Yes,No,No,Yes,2025-08-18,None,Tailored,Direct Debit,Yes,0.83,3,0.75,26.97,1
35c94c23-0cfb-4b4a-a7e2-d0cdcbd762b1,2026-06-22,CUST-597612,Bundled,Basic,Cancelled,108.12,30,Yes,No,No,No,2025-12-26,None,Standard,Credit Card,No,0.52,2,1.26,48.78,1
e0d9ea51-77ef-404b-92ab-b5e979786394,2026-06-28,CUST-748565,Bundled,Family,Active,135.89,29,No,Yes,No,No,2026-05-02,Premium Streaming,Standard,Direct Debit,Yes,0.78,2,3.78,16.76,0
21034d77-9aee-45e5-8044-1313f2d886f6,2025-09-27,CUST-112942,Bundled,Basic,Cancelled,88.8,29,Yes,Yes,No,No,2026-05-20,None,Standard,Direct Debit,No,0.93,1,1.07,15.86,1
6d8a2183-2b5d-4f2e-9deb-e413bc87bb49,2026-02-21,CUST-812825,Voice,Family,Active,60.58,12,Yes,No,No,Yes,2025-10-01,None,Tailored,Mobile Wallet,Yes,0.97,1,3.39,14.97,1
099b662b-bbb3-4a60-a8e1-f52e94ee153f,2025-11-02,CUST-539595,Data,Enterprise,Active,75.91,36,Yes,Yes,No,No,2026-07-16,International Calls Pack,Tailored,Mobile Wallet,No,0.78,2,2.58,19.55,1
77a604af-4434-4ace-93d1-6beeb99a6356,2025-09-20,CUST-855026,Bundled,Basic,Suspended,102.14,29,Yes,Yes,No,No,2025-09-21,Premium Streaming,Standard,Mobile Wallet,Yes,0.54,1,4.32,11.6,1
53b731d7-9dcb-4ca8-82e0-d7bc6577062c,2026-03-14,CUST-468753,Data,Basic,Cancelled,85.83,25,Yes,No,No,No,2025-09-28,International Calls Pack,Standard,Mobile Wallet,Yes,0.64,0,4.4,10.96,0
6470538c-bf8a-4d87-8708-832e1fe0faf7,2025-09-19,CUST-506283,Voice,Basic,Active,28.07,22,No,Yes,No,Yes,2026-06-29,None,Standard,Mobile Wallet,Yes,0.63,2,1.08,48.08,0
17be86a6-e1c0-45ca-913a-c7dbdd17e286,2025-09-11,CUST-296854,Voice,Premium,Cancelled,59.47,21,Yes,No,Yes,No,2026-04-12,Cloud Storage,Tailored,Direct Debit,Yes,0.85,2,0.87,27.18,1
a7cc815a-b505-488e-905c-21dbeab48202,2025-12-27,CUST-998624,Data,Enterprise,Active,37.77,23,Yes,No,No,No,2026-03-22,Premium Streaming,Tailored,Mobile Wallet,Yes,0.57,2,3.49,44.32,2
7da219a3-1caf-4273-9e3a-5ed745a24a58,2026-05-09,CUST-743828,Data,Basic,Active,94.36,25,Yes,Yes,No,Yes,2026-02-14,None,Standard,Mobile Wallet,Yes,0.8,2,3.09,9.84,2
765e39d9-918b-4fd7-888c-83fbdbd2397f,2026-06-03,CUST-788135,Data,Premium,Active,50.34,30,Yes,No,No,No,2026-01-21,None,Standard,Mobile Wallet,Yes,0.74,1,4.14,32.31,0
929d2d98-52f8-4d4b-9350-ebcc7b227992,2025-12-07,CUST-907420,Bundled,Basic,Active,89.23,13,No,No,No,No,2026-01-01,None,Tailored,Mobile Wallet,No,0.71,1,0.4,37.42,0
8edadb4d-ffda-4dab-99f2-cdfc9d935552,2026-07-08,CUST-502317,Voice,Basic,Cancelled,117.17,31,No,No,No,No,2026-04-19,None,Tailored,Direct Debit,Yes,0.83,1,0.46,48.14,2
be59aa80-759e-40e0-ac82-60dfa1e70f05,2026-04-15,CUST-835989,Voice,Basic,Suspended,96.96,21,No,Yes,No,No,2025-08-28,Cloud Storage,Standard,Mobile Wallet,Yes,0.51,1,2,31.92,1
54a068ee-38b6-42ab-83d7-54687337dd24,2026-07-14,CUST-925584,Bundled,Enterprise,Cancelled,124.4,13,No,Yes,Yes,No,2025-10-07,Cloud Storage,Standard,Credit Card,Yes,0.7,3,1.8,45.34,1
23389633-30ec-4f19-bd21-14c2bc3fa5f6,2026-07-15,CUST-654296,Voice,Basic,Cancelled,69.2,13,Yes,No,No,No,2025-09-14,None,Tailored,Direct Debit,Yes,0.9,2,3.4,41.02,1
e36571b5-aef3-4e4c-8f99-68880841f59f,2026-05-10,CUST-769419,Voice,Premium,Cancelled,111.2,22,Yes,No,No,No,2026-06-01,Premium Streaming,Tailored,Mobile Wallet,No,0.84,2,4.28,43.33,1
e9c5628d-31d0-43c4-a37f-d77322be28d6,2025-08-21,CUST-713817,Bundled,Family,Active,140.43,31,Yes,No,No,No,2025-11-20,None,Standard,Credit Card,No,0.92,0,4.66,30.96,0
367ee18f-2999-4c95-bce9-1887119fe050,2025-12-11,CUST-297926,Bundled,Premium,Suspended,81.44,23,Yes,No,No,No,2025-10-07,International Calls Pack,Tailored,Credit Card,No,0.77,2,0.94,18.43,1
0addd13d-b709-485c-8a2a-133973c691fb,2025-08-17,CUST-314957,Bundled,Premium,Cancelled,133.01,27,Yes,No,No,No,2026-06-05,None,Tailored,Mobile Wallet,Yes,0.57,2,4.04,34.82,1
ae910746-110c-46a5-8078-813ab8de226a,2025-10-04,CUST-414590,Bundled,Premium,Suspended,106.36,23,Yes,Yes,No,No,2026-02-05,None,Tailored,Credit Card,Yes,0.61,0,1.64,33.49,0
065c1238-7212-40a4-8ecc-26e6631e9027,2025-11-24,CUST-155470,Data,Family,Active,131.04,31,Yes,No,No,No,2026-05-22,None,Tailored,Direct Debit,No,0.94,1,3.06,28.75,2
4beadf58-4497-4274-a814-1ff9332e6b41,2026-03-16,CUST-873211,Voice,Premium,Cancelled,20.59,18,Yes,No,No,No,2026-06-13,None,Tailored,Direct Debit,Yes,0.95,1,3.14,19.66,1
ae9f09e9-8370-4a92-9fee-635e34ad56c9,2026-07-03,CUST-112026,Voice,Basic,Suspended,143.52,22,Yes,Yes,No,No,2025-07-29,None,Standard,Direct Debit,No,0.56,0,3.86,47.45,0
6e55ed03-8880-402e-a302-ac1d1d63a74d,2025-10-24,CUST-956581,Bundled,Basic,Cancelled,35.21,28,Yes,No,No,No,2026-02-13,Cloud Storage,Tailored,Direct Debit,No,0.8,0,4.67,29.31,2
793c8728-8f5a-4294-8cf1-5eab51537e2f,2025-08-13,CUST-904564,Bundled,Enterprise,Suspended,33.02,28,No,No,No,No,2025-08-03,None,Tailored,Credit Card,Yes,0.72,2,4.71,17.51,0
f4800bbb-b597-4cf9-817e-f898c96f5eff,2025-08-01,CUST-366845,Data,Basic,Active,84.36,24,Yes,Yes,Yes,No,2026-04-04,Voicemail,Tailored,Mobile Wallet,No,0.91,0,1.9,29.99,2
02c2ed6e-a228-4eda-a665-9ba392471328,2026-07-13,CUST-118495,Bundled,Basic,Cancelled,124.15,35,Yes,No,No,Yes,2026-02-04,Cloud Storage,Tailored,Mobile Wallet,No,0.69,1,3.54,49.9,2
5133a4ef-6d47-43a8-93fd-64f3d3c5e676,2025-12-06,CUST-377598,Data,Premium,Cancelled,60.92,25,Yes,No,No,No,2025-08-23,None,Tailored,Mobile Wallet,No,1,2,0.2,22.26,1
add8c5b8-75fd-4fbe-b48a-56e7f6ed2c91,2026-03-18,CUST-413478,Data,Enterprise,Active,100.16,32,No,No,No,No,2026-04-02,None,Standard,Direct Debit,Yes,0.76,1,2.39,8.99,0
decc0ff5-633d-4591-9d96-5332af6a3aa1,2025-11-07,CUST-861210,Bundled,Premium,Suspended,142.31,31,Yes,No,No,No,2026-07-07,None,Tailored,Direct Debit,Yes,0.82,1,2.79,16.38,1
4435f070-2e73-491f-8705-67e4c49bd1c0,2025-09-23,CUST-256332,Bundled,Premium,Cancelled,92.84,21,No,Yes,No,No,2026-01-22,Cloud Storage,Standard,Credit Card,No,0.52,2,3.62,45,0
ce9d38ff-d4fd-444a-b52d-10fbe4d7ab53,2025-08-30,CUST-745095,Bundled,Premium,Active,133.36,24,No,Yes,No,No,2026-03-02,None,Standard,Credit Card,Yes,0.91,1,4.75,48.61,2
026dd21c-95e7-4024-9585-65368f5be906,2026-05-12,CUST-856369,Bundled,Premium,Suspended,125.89,23,Yes,No,No,No,2026-04-26,None,Standard,Credit Card,Yes,0.98,2,4.13,28.99,2
c07e9e80-be07-4342-8f50-bee636e3ad3c,2026-03-16,CUST-134088,Bundled,Enterprise,Active,100.46,19,Yes,No,No,No,2026-05-19,Voicemail,Tailored,Mobile Wallet,Yes,0.56,3,0.49,33.85,2
9458e157-9e4f-408b-b98f-7ce722eb399e,2026-01-20,CUST-272280,Data,Premium,Active,116.74,20,No,Yes,No,No,2025-11-10,None,Standard,Credit Card,No,0.72,1,1.45,43.36,2
8fe11e20-5311-4a61-a26e-d502cdbd99f5,2026-07-24,CUST-577572,Voice,Basic,Active,118.73,27,Yes,No,No,No,2025-11-03,Premium Streaming,Tailored,Credit Card,Yes,0.73,2,3.74,41.1,0
966c608e-02e8-4c50-9c7f-93165c88ee28,2025-08-15,CUST-998209,Voice,Premium,Suspended,65.02,33,Yes,No,No,Yes,2026-03-05,None,Tailored,Credit Card,Yes,0.63,0,0.39,29.93,0
6707bb4d-e7f9-449a-a310-f9b9ec543f29,2026-02-14,CUST-801868,Data,Basic,Active,98.74,32,No,Yes,No,Yes,2026-02-09,None,Standard,Direct Debit,Yes,0.97,1,3.95,42.32,1
c5bd1716-9332-43b3-946c-063d2598435e,2025-11-01,CUST-621698,Data,Family,Suspended,117.67,25,Yes,No,No,Yes,2026-04-03,None,Tailored,Mobile Wallet,No,0.58,2,2.79,17.22,0
95c16b74-0c8d-4ea7-9a7f-080b0848bc8d,2025-09-15,CUST-924628,Voice,Enterprise,Cancelled,69.26,22,No,Yes,No,No,2025-07-27,None,Tailored,Direct Debit,Yes,0.72,2,2.07,14.02,1
9a94dc7c-81c3-4420-aed0-ad454adb8be0,2025-12-06,CUST-921572,Voice,Premium,Suspended,92.71,35,No,Yes,No,No,2026-06-10,None,Standard,Credit Card,Yes,0.52,2,1.64,32.15,0
a212aa3a-1fdf-4397-96c8-435682ce00ae,2026-03-01,CUST-721566,Bundled,Basic,Suspended,124.52,12,No,No,No,No,2025-11-19,None,Standard,Mobile Wallet,Yes,0.77,1,3.83,36.02,0
591ed506-d3c2-4655-b975-6e40f532e3a3,2026-06-21,CUST-880257,Data,Enterprise,Cancelled,149.1,31,Yes,No,No,No,2025-08-18,Premium Streaming,Tailored,Direct Debit,Yes,0.8,3,4.51,8.29,0
a667e754-f86d-46ca-96ba-1e176c6c83cc,2026-02-04,CUST-676961,Bundled,Basic,Suspended,86.38,25,Yes,No,No,Yes,2026-06-23,Cloud Storage,Standard,Direct Debit,Yes,0.92,1,1.67,32.27,2
c4294171-b7da-4ba7-b2d4-5e1f59dc54f1,2025-10-16,CUST-774566,Voice,Family,Active,135.29,23,Yes,No,No,Yes,2026-04-03,International Calls Pack,Standard,Credit Card,Yes,0.92,2,4.78,34.73,1
97139607-2a92-4f76-88e4-373b22f005c6,2025-12-16,CUST-972333,Data,Family,Cancelled,139.11,17,Yes,Yes,No,Yes,2025-10-31,Cloud Storage,Tailored,Direct Debit,Yes,0.53,3,1.73,18.54,1
556a68e2-e597-463d-82b5-8a70fa22fac0,2026-06-27,CUST-332643,Voice,Family,Active,145.28,33,Yes,No,No,Yes,2025-08-03,Cloud Storage,Tailored,Direct Debit,Yes,0.76,0,4.11,27.43,2
8762a606-7452-4a31-be2b-f7397d014b6d,2026-06-18,CUST-129108,Voice,Basic,Active,97.55,33,Yes,No,No,Yes,2025-12-25,None,Standard,Credit Card,No,0.93,2,1.6,28.3,2
d378b867-0e74-4e94-b368-8cd13761be5d,2026-04-29,CUST-860716,Voice,Family,Active,128.45,29,Yes,No,No,Yes,2026-05-25,None,Tailored,Direct Debit,Yes,0.86,2,3.95,49.43,1
c812fb32-cc3f-420f-b325-9222ac3b6642,2026-02-03,CUST-354147,Data,Family,Cancelled,41.77,30,Yes,No,No,No,2025-11-08,None,Standard,Direct Debit,Yes,0.77,1,2.81,25.85,2
905e566f-38bd-47ed-b175-2d3d80a99ab5,2025-10-27,CUST-369086,Bundled,Premium,Cancelled,98.38,32,Yes,Yes,No,No,2026-01-04,Premium Streaming,Tailored,Credit Card,Yes,0.66,3,2.44,38.3,1
ab72e385-02a8-4b06-8b59-ab1927ee3afe,2026-07-22,CUST-586860,Voice,Enterprise,Active,59.78,23,Yes,No,No,Yes,2025-09-21,None,Tailored,Mobile Wallet,No,0.85,0,2.7,36.23,0
46bfaf35-ff8f-45db-8444-3618860e9d74,2026-02-05,CUST-725216,Bundled,Premium,Suspended,121.07,30,Yes,No,No,No,2025-10-10,Voicemail,Standard,Mobile Wallet,Yes,0.89,3,4.53,46.22,1
9e4544a9-2585-4e3b-a8c9-8d278532b794,2025-08-23,CUST-766767,Bundled,Basic,Cancelled,121,20,No,Yes,No,Yes,2026-02-03,None,Standard,Credit Card,No,0.91,2,1.33,29.03,1
6243943b-5846-45a3-a820-507af98b2e07,2025-09-21,CUST-912706,Bundled,Basic,Suspended,135.06,19,No,No,No,No,2026-05-19,Voicemail,Tailored,Credit Card,Yes,0.66,3,0.42,30.56,0
a4052b36-6c93-4b27-ad63-229584f329f4,2026-06-04,CUST-402276,Bundled,Basic,Cancelled,32.66,15,Yes,No,Yes,No,2026-01-10,International Calls Pack,Tailored,Mobile Wallet,No,0.95,2,0.37,43.99,1
977b071a-22dd-4052-a5d0-61207f1901ca,2026-02-16,CUST-687520,Data,Premium,Active,138.08,13,No,Yes,No,No,2026-01-20,None,Standard,Mobile Wallet,No,0.65,1,4.68,25.25,2
7587fa56-bc5e-41ad-83f0-98b9551ec494,2025-10-03,CUST-681077,Bundled,Basic,Suspended,94.8,18,No,No,No,No,2026-04-16,Cloud Storage,Standard,Credit Card,No,0.82,0,4.51,5.01,1
0f6056df-fb4d-4760-961a-355ff95758a9,2026-05-29,CUST-669309,Bundled,Family,Active,65.02,17,Yes,Yes,No,No,2026-03-31,None,Standard,Mobile Wallet,No,0.58,1,0.37,16.27,0
b4d296b3-dbbf-4651-8f6e-a3810eaefb99,2026-03-22,CUST-600482,Bundled,Enterprise,Suspended,148.87,31,Yes,Yes,No,No,2025-11-03,None,Tailored,Direct Debit,Yes,0.51,2,3.08,17.7,1
84ee2a1a-a516-4c53-be2c-4a4569717108,2025-10-28,CUST-333960,Data,Basic,Suspended,32.33,34,Yes,No,No,No,2025-10-15,None,Standard,Credit Card,No,0.84,1,4.55,28.66,1
ce746cff-bf2d-4ddb-8ad2-250bfa98306f,2026-04-16,CUST-840020,Bundled,Premium,Active,20.08,16,Yes,Yes,No,No,2026-02-13,None,Standard,Mobile Wallet,Yes,0.61,1,1.73,46.1,0
8a3aef99-5dfa-41ab-9989-a9b661a87c34,2025-12-15,CUST-104139,Bundled,Basic,Cancelled,20.9,33,Yes,Yes,No,No,2026-02-01,None,Tailored,Credit Card,No,0.71,3,0.26,22.46,1
c58d1a88-4fc6-4eee-bb73-580c7c9eb7d9,2025-12-23,CUST-139087,Bundled,Premium,Suspended,60.83,29,Yes,Yes,No,No,2025-11-22,Premium Streaming,Tailored,Direct Debit,Yes,0.61,0,0.47,28.16,0
006ac968-de32-4716-b8d7-a627bace642c,2026-01-13,CUST-926154,Data,Basic,Active,44.82,21,Yes,No,No,No,2026-01-12,None,Standard,Mobile Wallet,No,0.73,1,4.91,33.2,2
a61e7213-4043-4ff8-87cf-4192565aa669,2026-04-01,CUST-928641,Data,Enterprise,Cancelled,47.54,29,Yes,Yes,No,No,2025-11-20,Premium Streaming,Tailored,Direct Debit,Yes,0.77,0,4.4,43.38,0
fd0764af-594d-4996-bda2-a3006802350e,2025-11-05,CUST-972095,Data,Family,Suspended,83.66,32,Yes,No,No,No,2025-10-27,Premium Streaming,Standard,Mobile Wallet,No,0.59,2,4.01,20.78,1
f1784d7d-ac30-411a-9542-2f8cc397e995,2025-10-15,CUST-566053,Data,Basic,Suspended,25.49,35,No,Yes,No,Yes,2025-08-18,None,Tailored,Credit Card,Yes,0.87,2,0.25,30.33,2
45a050fa-53be-4c20-8769-92370ccf8bc1,2026-05-13,CUST-630991,Voice,Enterprise,Cancelled,101.09,36,Yes,No,No,No,2026-06-09,Voicemail,Standard,Mobile Wallet,No,0.78,0,0.14,31.46,1
1c21912d-55d4-4437-92e8-b9aee2e26ef6,2025-10-17,CUST-757958,Voice,Basic,Cancelled,37.7,20,No,Yes,Yes,No,2026-03-01,Premium Streaming,Standard,Direct Debit,No,0.53,2,2.14,45.32,2
07e60f3d-84f7-490b-bd0e-8ce9b4aec6d8,2026-04-22,CUST-422913,Data,Family,Cancelled,77.51,27,Yes,No,Yes,No,2025-11-21,None,Tailored,Credit Card,No,0.56,0,4.14,47.76,1
f5ef59a6-811e-4209-898e-854e3818c956,2026-05-09,CUST-225582,Data,Basic,Cancelled,52.97,14,Yes,Yes,No,No,2026-01-22,None,Standard,Credit Card,Yes,0.89,2,1.29,27.6,1
bde0ebd9-6aef-41dc-a2d7-068238084955,2026-02-03,CUST-904928,Bundled,Family,Active,30.89,32,Yes,Yes,No,No,2025-09-06,Voicemail,Standard,Mobile Wallet,No,0.63,0,1.57,25.32,2
42e107b6-c10f-4a79-b98e-045950794c55,2025-09-15,CUST-116224,Voice,Premium,Cancelled,147.1,23,Yes,Yes,No,No,2025-08-10,None,Tailored,Mobile Wallet,Yes,0.85,1,3.54,33.86,0
e57deb8d-0fa1-481f-a609-790b1054fd0b,2026-06-02,CUST-756181,Bundled,Premium,Suspended,127.07,24,Yes,Yes,No,No,2025-12-13,None,Tailored,Direct Debit,Yes,0.91,1,4.47,49.68,0
0373335b-067f-4ad1-aec8-80a6fcc5b546,2025-09-19,CUST-356636,Data,Premium,Active,35.04,22,Yes,No,No,No,2026-06-19,Voicemail,Tailored,Credit Card,No,0.57,1,3.56,45.91,1
ddaecdd3-cc05-4ee3-8158-1e5692783871,2025-10-25,CUST-162162,Data,Family,Cancelled,134.65,32,No,Yes,No,Yes,2026-01-12,International Calls Pack,Tailored,Direct Debit,Yes,0.77,1,0.22,9.65,0
5d42bc5b-ebcf-4890-9e05-d021711c02a2,2026-05-01,CUST-537473,Bundled,Premium,Suspended,136.1,29,Yes,Yes,No,No,2026-03-04,None,Tailored,Credit Card,Yes,0.57,2,2.04,11.09,1
a42557b2-55a5-4cfd-9fbb-d3d78e593f06,2025-08-17,CUST-432154,Bundled,Premium,Suspended,74.1,23,Yes,Yes,No,No,2026-02-10,International Calls Pack,Tailored,Credit Card,No,0.88,2,3.4,16.21,2
039e9964-e0da-4d79-b8da-b26f3c735183,2025-12-08,CUST-973578,Data,Family,Active,95.11,19,No,No,No,Yes,2026-05-27,Cloud Storage,Standard,Credit Card,Yes,0.55,2,4.56,45.02,1
806b804c-075a-4af7-9131-200ffdf35490,2025-12-18,CUST-507165,Data,Basic,Suspended,36.05,28,Yes,No,No,No,2026-01-23,Cloud Storage,Tailored,Direct Debit,Yes,0.97,2,4.77,9.98,1
73c1408a-8412-4c8c-a0fb-9af7e963b5ad,2025-10-30,CUST-936276,Data,Basic,Suspended,54.77,22,No,No,No,No,2026-05-21,None,Standard,Mobile Wallet,Yes,0.53,1,0.78,35.4,1
8274d9e1-5f28-415f-87fc-8d6d0e9e042c,2026-03-19,CUST-505813,Voice,Basic,Cancelled,79,25,Yes,Yes,No,No,2025-09-01,Premium Streaming,Standard,Mobile Wallet,No,0.51,0,4.41,8.96,1
010392b5-6f4f-404a-a368-ec9f80c36c48,2025-09-02,CUST-348586,Data,Premium,Active,29.11,17,Yes,No,No,No,2025-10-17,Cloud Storage,Standard,Mobile Wallet,Yes,0.81,3,2.83,10.07,1
cee51ec2-daa7-4d56-8fa7-b4811cab645c,2026-06-16,CUST-418156,Data,Premium,Cancelled,75.9,20,Yes,No,No,No,2025-09-28,None,Tailored,Direct Debit,Yes,0.7,2,3.16,27.31,1
4c10a956-bd83-4c36-80dd-39b012a07c45,2026-02-02,CUST-483492,Voice,Enterprise,Active,32.42,23,Yes,No,No,No,2026-07-07,None,Standard,Mobile Wallet,No,0.68,2,0.21,14.26,2
d70083ff-09f9-48fe-8af4-fb9fe8233fc2,2026-07-18,CUST-343792,Data,Basic,Suspended,118.08,24,Yes,No,No,No,2025-08-27,International Calls Pack,Tailored,Credit Card,Yes,0.79,1,2.86,23.66,1
ebcd5744-4946-4b30-b3b2-bdfe1778f534,2026-02-27,CUST-428529,Data,Basic,Suspended,121.31,31,Yes,No,No,Yes,2026-02-15,None,Tailored,Direct Debit,Yes,0.87,2,0.35,5.75,2
0617d54e-2e1f-4e85-a969-2eaf20cab657,2026-03-29,CUST-977577,Bundled,Family,Suspended,43.41,28,Yes,No,No,No,2026-02-21,None,Standard,Mobile Wallet,Yes,0.68,2,1.71,37.75,0
67008362-b139-4e02-ade2-a8ebb31a44e5,2025-09-19,CUST-541154,Bundled,Family,Cancelled,55.44,22,No,No,No,No,2026-03-13,None,Standard,Credit Card,No,0.55,0,2.12,17.48,2
a08665da-cecc-4c2a-9a33-223aac6753df,2025-12-31,CUST-238311,Data,Premium,Active,36.65,14,No,No,No,Yes,2025-12-09,None,Standard,Credit Card,No,0.74,3,3.26,5.47,2
66fad576-3b95-4387-899f-0eed5dd0148e,2025-08-22,CUST-138997,Bundled,Premium,Suspended,37.31,16,Yes,No,No,No,2026-03-21,None,Tailored,Credit Card,No,0.88,1,0.84,22.96,1
