Record_ID,Date,Customer_ID,Churn_Probability_Score,Churned_in_Last_12_Months,Retention_Campaign_Target,Downgrade_Upgrade_History,Call_to_Competitor_Network_Count,Win_back_Success_Rate,Contract_Renewal_Rate,Reasons_for_Churn_Categorical,Reactivation_Rate,Average_Tenure_in_Months,Churn_Prediction_Model_Accuracy,Retention_Offer_Acceptance_Rate,Competitor_Switch_Rate,Churn_by_Plan_Type,Retention_Cost_per_Customer,Customer_Re_Engagement_Rate,Early_Churn_Rate_within_first_90_days,Loyalty_Program_Impact_on_Retention,Churn_by_Region
461a1be3-b879-4050-9904-9e292937c70d,2026-07-24,CUST-744967,0.84,No,No,Downgrade,1,38.92,88.74,N/A,15.87,41,74.6,41.53,5.48,Data,44.88,15.37,12.37,0.32,South
27303712-d515-4de2-a18f-437925fd9275,2025-09-21,CUST-265054,0,No,No,Upgrade,1,31.26,67.03,N/A,17.54,65,91.23,36.87,9.67,Voice,33.51,22.19,2.26,0.13,South
f1ce51d0-a067-408a-9c4f-17aa24fa8f36,2025-11-25,CUST-844210,0.95,No,No,None,4,34.54,88.22,N/A,19.95,53,94.6,48.95,3.45,Bundled,32.72,31.55,9.36,0.27,South
5170ad45-1ebc-442e-b4e4-f6ff4846f9f4,2025-11-26,CUST-343633,0.75,No,No,Upgrade,4,14.02,89.78,N/A,19.44,9,93.15,31.04,9.59,Bundled,18.47,13.5,9.99,0.37,South
3e56e912-819b-4db7-8673-d918f2deb6ea,2025-09-12,CUST-364296,0.77,Yes,No,Upgrade,4,35.93,74.77,Price,11.78,57,87.29,45.83,8.9,Data,46.98,11.59,8.68,0.43,South
a00cc731-507c-4dfe-9f52-9dadd9c058c6,2025-09-28,CUST-172868,0.39,No,No,Upgrade,5,29.66,71.1,N/A,9.43,58,91.7,53.41,6.89,Voice,46.33,31.65,4.43,0.26,East
da6bc4c8-acf5-4e50-a7ca-02b4d8a62a6c,2025-09-29,CUST-577000,0.14,No,Yes,Downgrade,3,22.83,79.74,N/A,17.41,30,81.15,46.37,2.64,Voice,31.65,46.47,14.42,0.29,East
43ce1395-6a6c-4c34-b17b-22846ec794c4,2026-01-31,CUST-520260,0.52,No,No,Upgrade,2,19.6,64.73,N/A,6.57,72,86.78,37.6,5.56,Bundled,26.47,14.9,8.13,0.13,North
8ad6af5d-9b54-4ca4-b774-7d9968e6d0ad,2025-08-06,CUST-152855,0,No,Yes,None,4,19.36,87.69,N/A,16.94,71,92.76,53.73,9.86,Data,45.21,41.51,13.57,0.44,East
20d0acd7-c465-4374-9cff-1f9b46da5a2e,2026-06-15,CUST-309527,0.76,Yes,No,Downgrade,3,15.34,84.24,Customer Service,14.6,66,84.43,40.59,6.68,Voice,28.9,37.79,11.01,0.1,East
4abd0ae2-7fa3-433f-bf4e-19e7efc83ffd,2025-07-26,CUST-956825,0.11,Yes,No,Upgrade,0,14.51,81.09,Other,14.84,35,88.56,46.62,1.7,Voice,26.56,29.09,14.1,0.27,North
53da6747-f0f5-460c-bd7f-b9b10534d076,2026-05-08,CUST-574289,0.47,No,Yes,Downgrade,2,12.71,82.13,N/A,15.64,24,83.91,30.49,2.33,Bundled,10.99,18.93,3.12,0.31,South
a18a8820-c93c-4122-a6f6-dfc1ebf91818,2025-12-29,CUST-971833,0.03,No,No,Upgrade,0,17.45,75.78,N/A,7.94,45,70.32,33.43,5.97,Data,8.97,19.79,13.09,0.35,North
a3cc3bda-e7f5-400b-9608-a0c98a045c31,2025-12-08,CUST-530262,0.35,No,No,Upgrade,4,16.41,73.24,N/A,17.7,12,75.78,33.57,4.55,Voice,24.66,10.17,9.83,0.48,West
05bec82f-097f-470a-864e-32abeb7ba5aa,2025-12-10,CUST-403982,0.12,Yes,Yes,Upgrade,4,14.88,69.62,Other,18.07,45,86.62,20.47,5.59,Voice,6.32,10.58,2.48,0.15,West
159989cc-9f83-4d29-8e11-4fb862640bc5,2026-02-27,CUST-413828,0.15,No,Yes,None,1,34.89,74.25,N/A,13.91,30,74.12,42.98,8.61,Bundled,43.8,48.17,4.84,0.19,South
5e047201-648a-4156-a59f-228346225f3d,2026-05-30,CUST-651616,0.27,No,Yes,Upgrade,2,27.87,87.28,N/A,17.67,71,89,50.69,3.93,Voice,20.84,48.9,9.95,0.46,West
3912732c-966a-41d2-b9cf-09ca3c0913c7,2025-12-20,CUST-575872,0.83,No,No,Upgrade,2,39.54,87.21,N/A,8.15,11,83.64,33.14,4.88,Bundled,35.11,48.38,10.01,0.33,West
6636a49e-5fec-4288-a99f-aeb924d616a4,2026-04-30,CUST-234838,0.61,No,No,None,1,33.04,71,N/A,17.28,43,94.44,28.88,1.11,Data,13.21,22.32,8.37,0.49,North
bb111a9a-d9e4-41d6-942d-305936df7e3a,2026-04-13,CUST-832778,0.36,No,Yes,None,5,22.8,79.76,N/A,10.43,11,90.86,39.2,3.01,Data,48.21,36.32,13.07,0.42,East
313410f0-3eca-457c-8d1f-68b98df1cbeb,2026-01-16,CUST-557866,0.31,No,Yes,Downgrade,4,36.68,66.56,N/A,8.77,10,80.6,25.37,4.97,Data,22.85,44.44,5.66,0.38,West
6e1bdbc2-de35-447c-a816-24997438af62,2026-05-08,CUST-270899,0.45,No,No,Upgrade,1,19.15,86.46,N/A,8.57,31,90.91,29.24,5.83,Voice,7.05,42.48,10.11,0.45,North
e0f74cbd-e710-493c-bb75-acc231e03b98,2025-10-10,CUST-494249,0.49,No,No,Upgrade,4,35.17,76.84,N/A,12.55,59,75.12,47.32,4.22,Bundled,38.81,30.07,9.58,0.27,North
efa81a84-1690-4fca-924e-1dc3f8dc1d82,2025-11-02,CUST-167495,0.17,No,Yes,None,1,38.38,72.41,N/A,13.09,60,86.08,49.26,6.04,Bundled,9.37,13.67,5.69,0.33,North
c2b7502a-2f09-400b-9c96-a62230107388,2026-03-02,CUST-829591,0.43,No,No,None,3,30.7,85.07,N/A,11.94,31,81.95,40.09,1.88,Bundled,21.05,33.06,1.01,0.37,North
fe5482c1-4834-4d74-90b2-a5454a50c6e9,2026-04-15,CUST-967401,0.03,No,Yes,Upgrade,1,15.03,89.32,N/A,12.25,18,84.24,36,1.44,Data,7.37,11.91,3.24,0.41,West
f69d987c-bb84-4431-975f-1ff3310d928c,2025-09-10,CUST-312602,0.89,Yes,No,Upgrade,5,26.96,62.99,Moved,9.87,57,87.27,42.78,7.71,Data,7.29,46.86,14.83,0.34,East
2d6a0d6f-58c2-4667-be07-5f2333a468cc,2026-06-04,CUST-678437,0.69,No,No,Downgrade,1,34.28,86.41,N/A,6.22,13,90.98,27.82,8.02,Voice,14.9,47.47,2.44,0.19,West
62d7ea90-3f35-4985-b3c6-426156667a27,2025-12-31,CUST-372531,0.66,No,No,None,5,10.38,66.84,N/A,5.11,32,79.2,59.14,2.89,Data,30.48,31.18,11.47,0.21,West
34696f14-fcad-4e09-adfa-78cfe0796305,2026-04-29,CUST-599616,0.07,No,No,Upgrade,2,26.16,76.67,N/A,10.71,11,76.07,37.27,3.94,Voice,10.99,25.62,4.49,0.3,East
77b13dde-5635-45a3-8290-8e587bdc0010,2025-09-06,CUST-184188,0.81,No,No,None,3,33.6,83.29,N/A,16.4,47,72.28,59.36,8.39,Data,27.28,18.03,6.21,0.18,North
9fba4f64-aef9-40fc-9d3a-92f8418f6335,2026-02-03,CUST-963017,0.42,No,No,Downgrade,3,10.08,69.24,N/A,10.25,56,90.1,52.21,4.66,Voice,12.98,25.56,4.13,0.28,East
67a4c214-4d5f-4b13-9471-1762b451babf,2026-07-01,CUST-890218,0.71,No,Yes,Downgrade,1,37.38,86.39,N/A,11.61,28,87.34,50.01,3.58,Voice,6.57,49.73,10.9,0.14,West
92d165bc-fc1d-4f34-89fe-1bcb271643bf,2026-02-20,CUST-849534,0.22,No,No,Downgrade,4,12.74,76.92,N/A,9.47,28,85.61,39.23,4.65,Bundled,32.89,20.53,10.64,0.28,East
4fb714ad-8df9-4987-89dd-f0f10fb8aa65,2025-09-11,CUST-400659,0.7,No,No,Upgrade,3,28.57,62.31,N/A,11.53,68,75,44.11,9.88,Data,40.09,38.55,7.21,0.26,East
c5712a62-3561-450d-822f-05a0cec2c732,2026-02-12,CUST-602796,0.65,No,No,Downgrade,1,21.01,75.47,N/A,9.05,36,81.83,40.81,4.85,Voice,24.17,35.08,4.51,0.45,South
d7b5dd5d-b573-4a98-9056-54511804236c,2025-11-04,CUST-268801,0.04,No,No,Upgrade,3,16.74,66.61,N/A,13.2,25,75.84,51.75,7.64,Voice,41.39,11.43,7.56,0.19,South
13549f37-efd8-45aa-b8f6-9d9a8570938b,2026-05-18,CUST-515695,0.02,Yes,No,None,1,36.34,78.7,Other,6.42,36,89.86,55.42,2.58,Data,24.03,44.88,4.45,0.22,East
de48aa42-5259-4a77-b2ac-e5c05683c496,2026-02-06,CUST-460346,0.61,No,No,Downgrade,3,33.2,85.77,N/A,11.18,67,94.14,38.54,6.86,Voice,23,45.93,12.7,0.31,West
aca8f9b5-9276-42aa-a0c6-35d968d16b9e,2026-06-16,CUST-141219,0.74,No,No,Upgrade,3,23.42,86.86,N/A,19.05,71,86.36,42.41,6.95,Data,11.23,49.01,4.14,0.49,North
34359d78-c5f2-4940-833e-4a5a28fc416a,2026-03-20,CUST-138412,0.21,No,No,Downgrade,3,38.86,75.15,N/A,12.42,63,72.3,36.1,7.27,Data,24.5,11.64,9.77,0.14,South
fa033b42-fb13-4bda-8a80-5c288647df97,2025-09-13,CUST-483852,0.6,No,No,None,4,12.55,64.14,N/A,19.66,68,81.04,59.2,7.03,Data,47.22,33.71,13.41,0.45,East
4ed83c29-2b8b-4064-8dbc-4238e79af63c,2026-01-21,CUST-872126,0.35,Yes,No,None,2,11.12,69.92,Price,11.06,65,84.59,35.18,7.22,Voice,10.54,11.7,8.06,0.18,East
cd8984af-e14a-46a1-8ddd-241a97069b9f,2025-09-18,CUST-621341,1,No,No,None,3,20.98,89.66,N/A,8.02,53,88.96,20.86,7.8,Bundled,16.04,21.79,12.01,0.46,South
93bdf957-41e3-4777-a88b-99d456588e89,2026-06-30,CUST-288068,0.66,No,No,Downgrade,4,10.82,66.04,N/A,9.45,36,89.04,47.42,8.18,Voice,23.59,42.6,8.02,0.28,South
42ed000e-017c-4c03-974d-584d24cf475c,2025-08-04,CUST-936018,0.14,No,No,Upgrade,0,21.45,81.95,N/A,15.16,25,83.33,33.47,3.6,Bundled,5.03,40.63,3.34,0.24,West
145c052e-d06e-404a-9d10-3ca8ac2ea829,2026-02-20,CUST-408693,0.65,No,No,Downgrade,3,28.45,76.38,N/A,19.1,69,71.11,58.42,8.41,Voice,16.22,41.15,14.92,0.3,West
ee1b62e1-fa7d-4ea2-ae30-b12e535d675d,2026-01-11,CUST-420234,0.95,No,No,Downgrade,1,37.76,62.16,N/A,8.24,12,92.24,49.51,4.44,Data,45.59,35.95,11.09,0.4,North
1705c79e-e898-4325-92af-d5cd0916988e,2026-03-02,CUST-166773,0.31,No,No,None,2,12.81,64.71,N/A,9.02,34,92.91,53.26,7.9,Bundled,17.46,26.03,1.15,0.4,East
f0bc0c88-089f-4de7-a5e5-4ee11ce986c3,2026-02-05,CUST-162437,0.33,No,No,None,4,30.43,72.28,N/A,16.66,32,88.2,54.92,1.04,Bundled,19.12,48,1.52,0.22,East
1a5c0eda-45b8-423e-a85d-21dbf374a239,2025-08-22,CUST-239344,0.68,No,Yes,None,1,27.4,61.17,N/A,16.39,50,81.86,58.17,6.05,Data,48.98,44.42,2.24,0.49,North
a8a0c8c1-417a-4205-aa62-12c2122f1533,2026-07-07,CUST-924894,0.96,No,No,Downgrade,2,16.99,76.3,N/A,9.9,24,89.83,27.67,1.14,Bundled,10.19,35.77,9.17,0.23,West
13ca48ef-9aef-42b3-8ad8-9a406ca3b3c3,2025-12-28,CUST-901375,0.59,No,No,Upgrade,3,28.96,66.88,N/A,15.52,47,74.73,58.06,6.06,Data,8.78,13.26,9.87,0.48,East
ff3d7b46-981a-4670-a1ac-333b2dc70850,2025-10-29,CUST-936776,0.51,No,No,None,5,25.04,75.92,N/A,8.99,7,77.26,47.48,8.21,Voice,39.65,44.39,8.52,0.43,North
f040ede9-7c93-4125-b359-6a327edd9cc8,2026-06-17,CUST-326225,0.69,No,No,Downgrade,2,22.51,77.86,N/A,18.52,51,70.33,58.71,5.99,Bundled,33.7,20.21,13.08,0.31,East
c16e4acc-778b-4415-b45f-a5bcbd391812,2026-01-04,CUST-936118,0.77,No,No,Upgrade,1,23.21,89.6,N/A,17.45,63,84.33,24.42,9.61,Data,24.17,33.73,2.91,0.39,South
4d6aa605-b508-4370-84a6-8da86952061c,2025-11-05,CUST-730811,0.12,No,No,Downgrade,3,33.87,68.02,N/A,14.17,58,81.38,44.35,6.35,Bundled,21.91,33.44,4.96,0.28,West
28764649-8ec6-4ba2-a073-020f5195387d,2026-02-18,CUST-871878,0.65,No,Yes,None,2,32.09,71.65,N/A,9.32,12,74.08,21.74,8.41,Bundled,44.33,14.11,10.82,0.15,South
04e7ae64-6bc1-42c1-b3f1-a98baf983f06,2026-03-26,CUST-865254,0.4,No,No,Downgrade,3,18.73,82.83,N/A,18.86,52,85.71,45.03,3.43,Data,13.75,36.87,4.62,0.16,East
844ee453-44c0-40df-96ad-15641bd0208d,2026-07-05,CUST-823792,0.21,No,Yes,Upgrade,2,20.42,65.35,N/A,18.46,52,74.38,47.77,8.46,Data,23.87,22.26,14.58,0.1,North
836e8957-8727-4f3d-b918-fa87f04fff00,2026-06-13,CUST-355638,0.03,No,No,Upgrade,4,32.53,62.18,N/A,17.91,14,73.82,41.14,9.12,Voice,6.96,15.04,10.25,0.47,East
5b891e19-5108-449f-be4a-666b897f3432,2025-10-17,CUST-460752,0.27,No,No,Upgrade,5,31.33,76.77,N/A,10.79,37,76.09,51.5,2.05,Voice,31.26,45.92,6.68,0.1,North
1a7e1596-1396-44ad-86d7-428ab9fb9297,2026-03-26,CUST-478901,0.42,No,Yes,None,5,30.46,72.35,N/A,11.55,49,85.37,23.02,2.67,Voice,29.32,15,8.11,0.5,South
a1f4428f-cf97-4215-b2d2-b5ffe7896def,2025-11-01,CUST-752176,0.27,No,No,Upgrade,2,17.99,61.82,N/A,17.41,21,90.48,44.97,4.29,Voice,13.72,49.62,3.07,0.14,West
f50ff061-9ddf-48a8-8efb-61ba34a49f39,2025-09-16,CUST-522403,0.42,No,No,None,1,20.08,71.03,N/A,19.27,32,93.25,40.66,9.44,Voice,40.4,27.23,7.97,0.44,West
e2243b39-5428-4f40-b48a-bb97151d31d5,2025-09-11,CUST-686305,0.23,No,Yes,None,2,27.61,75.12,N/A,7.69,61,87.51,58.07,1.74,Voice,21.81,10.15,3.6,0.28,East
0181950c-d1fe-4bb0-9832-1f95aadce2cf,2025-11-21,CUST-605379,0.62,No,No,Downgrade,2,15.47,72.38,N/A,6.74,54,93.18,28.34,3.32,Bundled,17.76,20.48,6.9,0.17,West
043de248-bce5-41a6-ba12-29e562bbd312,2026-05-22,CUST-935800,0.13,Yes,No,None,2,31,83.51,Network Quality,8.96,38,90.9,58.19,6.61,Bundled,38.64,34.65,7.81,0.25,West
1d803d34-5435-4c91-b542-f1212eea304f,2026-06-04,CUST-127352,0.33,No,No,Upgrade,1,34.73,70.64,N/A,5.85,50,84.73,28.44,8.45,Bundled,40.76,22.66,14.66,0.17,North
eda985c8-5183-4081-9274-297822c84ebc,2025-11-17,CUST-217150,0.22,No,No,None,3,19.82,67.9,N/A,17.66,48,86.45,43.35,9.79,Voice,43.67,40.91,13.81,0.43,South
87d5fdab-6c3d-40f4-a17e-252e032e6923,2026-02-16,CUST-691771,0.35,No,Yes,None,2,21.18,88.1,N/A,10.81,58,79.87,57.57,9.21,Bundled,41.85,17.25,14.06,0.25,West
40494479-d35c-4958-9fe6-5e5c6b760381,2026-05-15,CUST-109828,0.95,No,Yes,None,1,31.96,65.15,N/A,14.53,40,83.28,58.71,4.82,Voice,17.84,12.43,11.72,0.31,North
fea7404e-a520-4ee7-8d71-33e938612f3f,2026-07-09,CUST-847293,0.87,No,Yes,None,1,13.35,76.48,N/A,14.76,17,93.98,50.93,2.43,Data,16.67,33.02,5.85,0.25,East
e6c33648-9c43-499c-a39b-10d9d67f634a,2025-11-11,CUST-884499,0.66,No,Yes,None,5,31.32,65.91,N/A,19.75,49,74.55,42.39,8.27,Bundled,16.34,19.68,7.35,0.44,West
f3916ee8-5117-4252-bba6-97d00aff1265,2026-05-29,CUST-638537,0.58,No,Yes,Downgrade,4,39.81,77.22,N/A,6.06,14,72.83,36.5,6.73,Voice,25.01,17.03,12.15,0.18,North
651b1112-281b-4bf4-84d7-214bf8a859c8,2026-04-01,CUST-937856,0.72,No,No,Upgrade,4,30.74,79.5,N/A,15.02,13,93.9,39.12,7.52,Data,36.92,43.1,7.57,0.4,South
44ad8fb8-9677-472c-80b4-7feec355775f,2025-08-24,CUST-376120,0.9,No,Yes,None,5,13.31,82.82,N/A,19.89,21,83.8,39.24,9.69,Data,46.79,18.21,6.65,0.49,North
e89a6072-02ee-4c2c-87a6-b4ef0f2ccbf5,2025-12-26,CUST-215073,0.96,No,Yes,None,0,25.62,66.54,N/A,17.78,61,90.3,25.1,1.09,Data,37.17,21.1,9.37,0.33,North
6b7a949a-cf75-430b-b053-e29bbfdfd5fa,2025-08-02,CUST-890283,0.81,No,No,Upgrade,4,30.62,83.88,N/A,5.46,6,94.47,21.06,7.18,Data,17.89,11.24,11.25,0.19,West
4285b06c-da4d-47af-bd07-36d02cddbc96,2026-03-15,CUST-910490,0.59,No,Yes,Upgrade,0,17.81,63.41,N/A,10.87,10,75.63,41.19,7.03,Bundled,33.98,11.41,2.3,0.42,West
8e672c42-3cf3-4840-9674-ae1d9968c3ad,2026-05-27,CUST-331171,0.01,No,No,Upgrade,4,19.92,73.89,N/A,14.18,9,91.16,44.94,7.93,Voice,41.79,49.2,4.98,0.26,West
2b617447-17f6-40ab-a988-3e02d5001b0b,2025-07-27,CUST-922158,0.78,No,No,None,4,12.13,72.53,N/A,6.25,56,80.35,34.26,6.79,Bundled,7.68,27.57,14.8,0.43,North
7d7b22cb-1ecb-41ec-ae75-0e1f125faf91,2026-05-10,CUST-572781,0.78,No,No,Downgrade,4,10.49,78.05,N/A,19.84,45,79.99,28.59,8.83,Bundled,40.1,25.34,2.43,0.47,West
6c0ab33c-a599-42a4-90e0-ef0087a9709c,2026-01-25,CUST-338014,0.31,No,Yes,Downgrade,2,10.83,77.75,N/A,14.55,47,92.26,27.28,1.86,Data,30.51,36.16,7.7,0.18,North
249154eb-a261-49c3-978a-b92d7e0a8617,2026-04-08,CUST-550962,0.08,No,No,Upgrade,2,39.39,84.16,N/A,19.12,35,70.66,57.25,6.49,Bundled,7.07,15.78,3.55,0.24,South
5d5107d6-e980-44cb-9c73-0ab12f25f617,2026-05-06,CUST-332828,0.39,No,No,Downgrade,3,26.03,60.43,N/A,19.61,21,74.97,49.91,6.96,Bundled,31.6,13.35,11.92,0.13,East
6f8db7e4-8ef6-48e3-9cf7-aa75a8f4a99e,2026-04-22,CUST-130656,0.23,No,No,Upgrade,4,33.97,86.95,N/A,11.95,22,92.6,46.39,4.79,Data,48.19,43.61,13.85,0.5,South
74ffb032-0329-4598-ab1b-d4b756acde73,2026-07-13,CUST-352375,0.75,No,No,Downgrade,2,19.84,81.17,N/A,9.09,13,74.12,35.62,2.75,Voice,39.26,39.55,9.33,0.42,South
703052e2-2205-4e63-acdc-c5f44aaf2d69,2025-08-23,CUST-505256,0.23,No,No,Upgrade,0,30.75,75.72,N/A,7.34,68,71.3,24.14,5.22,Bundled,17.12,12.94,9.7,0.23,East
e7a09ef8-4aeb-4afb-9fc0-c99098dbb679,2025-08-16,CUST-495059,0.86,No,No,None,5,38.59,85.29,N/A,9.83,21,84.58,50.9,4.77,Voice,35.23,37.31,2.7,0.4,West
334db51d-00ff-4304-8a2e-81d2c0ecb6e1,2026-01-02,CUST-388514,0.7,No,Yes,None,4,12.59,66.91,N/A,9.03,30,71.9,39.39,8.96,Voice,30.18,31.85,3.8,0.3,East
9f7e0ad3-f6b3-4e71-a36b-1bd72928a3e6,2026-07-01,CUST-115738,0.4,No,No,Downgrade,5,10.06,67.15,N/A,19.83,59,78.5,51.5,3.45,Bundled,7.6,36.88,13.5,0.4,North
390f11cb-0871-4f5a-b933-097dcc479a74,2026-06-06,CUST-182964,1,No,Yes,None,2,37.38,65.4,N/A,5.65,22,93.33,45.29,1.54,Bundled,16.67,37.07,8.67,0.5,North
8096c6f1-1f5f-4104-a4a9-1895e5dfe4b1,2026-06-16,CUST-630269,0.97,No,No,Upgrade,1,37.09,67.92,N/A,17.39,44,92.89,31.79,7.51,Bundled,33.35,27.82,1.57,0.26,North
71f01474-0212-4268-9d14-4204574c199b,2026-01-22,CUST-350021,0.69,No,Yes,None,4,35.12,67.73,N/A,6.75,13,94.13,55.96,7.14,Data,21.02,25.7,11.93,0.39,South
2e26236e-6231-433c-98fb-089cd602fa6e,2025-07-29,CUST-167581,0.3,No,No,Upgrade,3,33.84,81.42,N/A,6.47,54,73.09,27.17,8.81,Voice,22.81,18.71,12.95,0.49,West
ee7b86a3-0dc5-4c89-8d82-e06e35f83d1b,2025-08-09,CUST-693161,0.88,No,No,Upgrade,3,36.43,72.99,N/A,12.52,62,86.91,20.39,5.24,Data,5.24,25.9,6.66,0.29,North
0676d87d-fa90-4cd9-b138-5b0974658cfe,2026-05-07,CUST-141229,0.58,No,Yes,Downgrade,1,24.23,69.25,N/A,5.49,19,70.93,58.24,7.67,Voice,36.02,41.42,7.62,0.36,East
e022ea23-8355-42e2-9c65-e348a0a4c3f2,2026-05-25,CUST-738528,0.74,No,No,None,4,19.78,83.27,N/A,17.51,33,86.76,34.16,8.66,Bundled,39.33,21.57,13.84,0.15,West
2c2e90bd-d05a-47f2-b7e0-cea837a6457e,2026-05-07,CUST-132137,0.38,No,No,None,2,13.62,89.05,N/A,16.59,44,78.77,25.13,1.77,Bundled,21.77,41.58,1.81,0.4,South
03b17b9f-787f-4321-b33e-b2242cba6f08,2025-09-02,CUST-153249,0.27,No,Yes,None,5,34.01,63.4,N/A,14.84,15,76.56,31.96,3.18,Voice,40.48,42.29,6.62,0.42,West
a6659795-4926-46a3-8d11-a51045e20097,2025-11-10,CUST-292676,0.76,No,No,Downgrade,3,16.47,65.27,N/A,19.22,69,76.15,42.86,9.91,Voice,27.29,22.44,10.22,0.18,North
8f0348c2-b953-467c-8159-fa03ff3e8f4c,2025-10-19,CUST-563639,0.07,No,Yes,Downgrade,0,39.35,81.67,N/A,16.65,34,87.11,37.17,2.23,Voice,23.57,45.15,9.25,0.37,West
ea50f869-8595-4ec5-990c-261ab736423b,2025-12-31,CUST-716857,0.11,No,No,None,2,24.09,66.82,N/A,17.07,68,73.09,57.73,1.86,Data,22.75,47.26,5.77,0.48,West
48fd7161-4d15-47fa-a56f-57bff9364c88,2026-01-10,CUST-757160,0.99,Yes,Yes,Downgrade,2,18.69,63.1,Moved,8.7,22,71.4,23.37,1.19,Data,44.95,17.31,11.65,0.18,North
77cb7ae1-8c5f-459a-872e-2e2f5485a1ba,2026-02-26,CUST-376574,0.07,No,No,Upgrade,2,36.17,64.83,N/A,5.92,56,85.43,25.29,7.7,Bundled,45.87,48.6,6.79,0.12,East
776462c5-9878-4916-b176-cc43875b59c9,2026-04-24,CUST-741381,0.79,No,No,Upgrade,4,28.17,73.9,N/A,12.76,22,80.01,23.94,7.07,Bundled,23.68,20.2,2.97,0.31,East
6a221d46-ed9e-4808-b20c-3e3267368f87,2026-03-14,CUST-109343,0.14,No,Yes,Downgrade,1,26.28,77.12,N/A,15.29,69,92.72,33.03,5.43,Voice,31.99,20.35,12.17,0.38,South
fc25b715-200a-4ae2-a4da-244ea3ed812f,2025-10-22,CUST-628996,0.52,No,Yes,Downgrade,4,27.85,78.17,N/A,9.36,71,75.44,28.96,1.64,Voice,20.72,21.74,2.93,0.29,North
94482f4d-8001-4ff5-a0bb-f4b7de2fd10d,2025-12-27,CUST-702944,0.51,No,No,Downgrade,4,27.64,78.84,N/A,16.73,50,77.23,55.78,2.53,Bundled,44.3,23.65,7.46,0.28,North
de24122d-5e23-4cc4-b2d5-fee42302afc5,2025-12-05,CUST-818558,0.44,No,No,Downgrade,4,26.72,66.86,N/A,10.65,64,87.91,53.15,9.75,Voice,35.56,25.75,5.81,0.13,West
b93479eb-cfb3-4ea3-aef6-25db7c42e376,2026-07-03,CUST-446749,0.5,Yes,No,None,3,31,67.65,Moved,13.59,60,71.5,49.44,1.09,Voice,36.92,23.98,6.26,0.4,East
42e3a730-9e6c-4079-bb01-29ac50c415fe,2025-10-22,CUST-738882,0.29,No,No,None,5,30.15,77.88,N/A,12.97,9,74.78,24.75,2.88,Voice,8.53,34.4,4.34,0.21,East
ad8d46ce-ef67-4036-887c-a5545d0a64e6,2025-09-01,CUST-761936,0.44,No,No,Downgrade,0,26.01,64.44,N/A,14.37,64,89.13,40.71,3.78,Voice,33.77,32.81,1.16,0.38,East
bc6b79b7-7b56-490c-992f-bac86ac81e40,2025-10-03,CUST-589601,0.21,No,No,Upgrade,2,20.36,71.7,N/A,19.13,36,91.09,24.4,4.69,Voice,29.59,39.86,12.42,0.22,South
9cdc75bb-7a21-4d6b-9214-8d9ea2e67ac4,2026-04-29,CUST-342536,0.77,No,Yes,Upgrade,4,34.59,81.03,N/A,6.29,25,92.79,47.82,9.17,Voice,33.33,43.24,14.94,0.11,East
feb7f8e4-eda7-439a-bf5b-f0e5c85dd945,2026-03-08,CUST-225371,0.56,No,No,None,3,26.13,87.97,N/A,12.84,20,80.53,32.71,1.26,Data,44,45.77,5.32,0.3,South
424d4800-11ad-46e9-bfb0-6801593b72cc,2026-02-24,CUST-763854,0.11,No,Yes,Downgrade,3,39.39,64.44,N/A,13.5,8,88.8,47.33,3.15,Data,24.48,17.25,10.36,0.12,West
6b80b6c0-020f-4b68-b0e1-4f6eddbb072c,2025-09-09,CUST-947544,0.66,Yes,No,Upgrade,1,25.72,75.53,Network Quality,18.31,48,86.78,35.59,5.44,Voice,35.55,33.56,8.31,0.44,South
f5e18606-acfe-45f2-bd61-f4e67ff877cb,2026-05-03,CUST-520934,0.54,No,No,Upgrade,3,23.42,83.64,N/A,13.47,60,74.6,47.84,9.26,Voice,42.27,46.52,6.15,0.34,North
68e8c41f-6feb-4b62-897f-37d8ecff89e2,2026-01-25,CUST-798109,0.8,No,No,None,2,14.93,74.69,N/A,14.66,27,89.37,55.33,1.74,Bundled,33.58,25.44,12.24,0.25,South
61b826b6-3092-478e-8edd-2057d0fb682b,2025-10-07,CUST-562795,0.02,No,Yes,None,5,26.29,76.67,N/A,12.78,63,80.65,57.91,5.71,Bundled,40.85,30.89,2.67,0.13,South
3cb6e984-07de-4a92-a329-d334897ee6d8,2026-03-03,CUST-586967,0.63,No,Yes,Upgrade,2,26.32,83.1,N/A,14.62,54,94.8,53.72,8.53,Bundled,8.9,43.74,1.16,0.45,North
2ea89ac7-1577-4a96-abeb-53bbaff5f738,2025-11-02,CUST-199954,0.5,No,Yes,None,1,31.46,68.13,N/A,11.69,42,77.66,28.08,6.21,Data,15.87,47.75,14.88,0.33,South
56150910-9f23-4c0b-866b-9fa0be25c375,2026-06-20,CUST-911368,0.16,No,No,Upgrade,3,20.38,62.49,N/A,13.14,53,92.3,45.95,4.88,Data,28.73,43.07,3.28,0.47,North
c814fea5-7337-48d9-8e66-f68db526a599,2026-01-31,CUST-408921,0.87,No,No,Upgrade,2,12.04,70.1,N/A,9.97,6,93.94,27.59,5.64,Voice,37.84,28.86,5.42,0.14,East
