Record_ID,Date,Customer_ID,Monthly_Revenue_per_User_ARPU,Lifetime_Value_LTV,Billing_Cycle_Date,Last_Payment_Amount,Last_Payment_Date,Outstanding_Balance,Bill_Dispute_Frequency,Roaming_Charges_Last_Month,Overage_Charges,Bundled_Services_Revenue_Contribution,Revenue_per_Plan_Tier,Payment_Failure_Rate,Revenue_Growth_Rate,Average_Revenue_per_Account_ARPA,Late_Payment_Penalty_Revenue,Revenue_by_Customer_Segment,Billing_Accuracy_Rate,Discount_Impact_on_Revenue,Revenue_from_Value_Added_Services,Cost_to_Revenue_Ratio
2d7eaf7d-b050-44b5-9b9d-0fdf79e53aed,2026-05-10,CUST-134470,115.75,5208.75,2026-03-08,173.98,2026-06-02,0,1,34.97,6.11,15.02,Enterprise,4.94,6.36,173.36,6.38,Postpaid,98.75,-4.21,7.23,0.35
c0e882d5-2b81-47cd-b212-9d3b177a955f,2026-05-15,CUST-721698,46.67,1540.1100000000001,2026-02-04,199.28,2025-07-30,0,1,33.81,24.64,27.77,Premium,0.15,9.1,147.86,6.39,Prepaid,97.76,-3.09,11.68,0.23
28574b7c-c832-42ff-b3ef-65dd25c20415,2025-11-23,CUST-916547,84.24,3453.8399999999997,2025-12-10,92.82,2025-08-29,0,0,24.82,2.82,49.68,Enterprise,4.86,0.88,82.08,8.06,Postpaid,98.03,-5.25,4.14,0.27
aba76cc9-224e-4d83-9d72-c76706ed3e75,2026-07-09,CUST-117520,146.6,1905.8,2026-01-11,108.45,2025-11-19,0,1,6.16,28.02,25.65,Basic,0.89,9.27,115.72,3.62,Enterprise,96.91,-0.54,11.1,0.38
0cbd7648-a262-4f1e-86cd-7cbcd780095e,2025-09-22,CUST-642137,120.78,4468.86,2026-03-13,158.45,2026-02-11,0,2,12.82,25.7,29.27,Basic,2.34,7.01,128.22,7.61,Prepaid,98.97,-3.44,13.04,0.14
9f891c53-56c6-4024-bb8c-a3ddbc1740b6,2026-06-05,CUST-598758,138.45,4291.95,2025-08-02,169.08,2025-12-26,0,0,30.36,2.56,44.64,Enterprise,4.3,-2.43,95.21,9.26,Prepaid,98.6,-7.85,6.67,0.45
cd530582-d7c4-4a1f-9c4e-3ae72da44f80,2025-08-07,CUST-721983,41,861,2026-06-01,161.74,2025-08-10,16.69,1,24.66,24.99,46.69,Basic,4.26,3.46,63.56,8.07,Prepaid,95.63,-7.09,17.05,0.11
e71a001f-73d5-4825-a2f5-57fc3951ca1a,2026-01-19,CUST-350498,33.39,1569.33,2026-03-20,71.21,2025-09-07,0,1,31.01,17.27,11.56,Premium,2.42,2.38,95.94,9.5,Prepaid,97.46,-5.35,13.36,0.25
dfaae76b-8c06-4fcd-b17b-d1c8a5452929,2026-02-12,CUST-859542,130.98,5894.099999999999,2026-03-16,127.59,2025-11-17,0,1,0.26,14.23,39.6,Premium,2.93,-2.93,181.63,9.87,Postpaid,98.6,-1.93,8.37,0.47
baaa6cea-0f51-40b7-bb8e-ef063e42f15a,2025-11-14,CUST-591204,141.23,5225.509999999999,2026-04-06,104.8,2025-09-01,0,1,9.4,28.02,40.72,Family,4.81,6.27,113.87,4.13,Enterprise,98.16,-3.9,15.19,0.26
d844e419-87c6-417f-af37-8fa3f402f623,2025-08-24,CUST-909590,57.52,2300.8,2025-11-12,67.61,2026-05-16,0,0,31.9,27.78,19.68,Basic,1.16,0.32,58.16,4.22,Prepaid,95.37,-3.93,17.56,0.34
db7f36cd-304d-46d4-88f4-5f3fa809e2fa,2026-07-04,CUST-640743,41.55,1454.25,2026-07-09,74.4,2025-08-16,28.32,1,43.88,0.55,35.09,Enterprise,2.75,4.23,187.67,2.91,Prepaid,99.41,-5.76,5.61,0.11
7d789a96-97e7-4826-a665-86e57806d80c,2025-10-23,CUST-509112,137.33,8239.800000000001,2025-12-07,57.57,2026-06-06,0,1,42.5,10.32,19.15,Enterprise,3.41,7.2,118,5.5,Enterprise,97.54,-7.81,0.61,0.46
49d92d28-ec81-45bb-a31d-c8103d29e3a7,2026-05-23,CUST-925860,106.8,2990.4,2026-04-28,116.28,2026-04-06,0,0,2.54,21.62,16.79,Enterprise,0.82,1.92,183.84,1.41,Enterprise,97.56,-0.04,7.03,0.47
09fc3bc2-84ac-455b-88c2-43f3b2f26005,2025-10-13,CUST-903484,124.05,7318.95,2026-04-01,79.69,2026-05-14,0,2,9.68,0.58,39.21,Basic,3.04,3.82,153.99,4.48,Postpaid,98.82,-7.04,15.92,0.33
6cd96ba6-cb31-476b-9fbc-5863c53bf25b,2025-12-01,CUST-111819,111.22,5672.22,2025-09-19,122.15,2026-03-09,0,0,34.7,25.95,43.07,Basic,1.87,6.12,180.41,1.62,Enterprise,97.14,-9.57,7.76,0.13
658a22c7-95d6-463e-bfbb-32aa60e86455,2025-10-07,CUST-895907,84.29,3961.63,2025-11-06,77.75,2025-09-17,0,1,33.33,13.6,14.25,Premium,2.63,-1.14,40.03,8.36,Prepaid,95.04,-6.96,19.19,0.44
6f186f8a-ab57-49fa-a56b-d65e90138f52,2026-07-05,CUST-652608,121.44,3643.2,2026-07-07,54.81,2026-05-06,0,1,40.74,11.48,23.18,Premium,3.8,3.32,86.49,9.84,Postpaid,98.87,-7.32,6.34,0.11
d77e9f63-4f0a-4a89-9a53-8b28df3cd98e,2025-12-26,CUST-146521,47.55,760.8,2025-08-02,188.3,2026-04-04,0,1,34.23,11.79,44.13,Basic,2.92,3.17,106.52,1.16,Enterprise,95.5,-8.94,11.79,0.27
4a133262-78b6-419e-ba59-94f0d19de32b,2026-07-22,CUST-143334,66.38,1261.2199999999998,2025-09-09,155.16,2026-05-15,0,2,41.81,18.66,20.69,Premium,2.72,1.53,130.61,8.82,Postpaid,95.04,-2.09,15.73,0.23
c4c8e124-0b65-4779-99ce-126649c64d65,2026-05-22,CUST-382839,76.92,2692.2000000000003,2025-09-29,109.46,2026-03-06,0,2,14.28,26.87,38.89,Premium,0.63,-4.55,192.81,6.76,Postpaid,97.32,-6.06,7.41,0.19
5122ed6a-81ae-4992-adbb-00ba87a9a2de,2025-10-19,CUST-295786,99.05,4952.5,2025-12-23,98.38,2026-07-14,0,0,2.08,1.56,35.55,Basic,0.75,7.21,40.71,3.97,Prepaid,95.07,-9.8,14.91,0.2
4d452429-34c7-46f1-a3a3-46b029ecc7fd,2025-10-12,CUST-741324,141.64,5948.879999999999,2026-05-14,140.68,2026-02-02,0,1,21.75,5.19,13.87,Enterprise,1.49,-2.97,70.41,2.06,Enterprise,96.97,-1.18,2.93,0.24
4662b08b-7813-4cfd-988a-b7e0e58bb792,2026-06-08,CUST-376370,82.82,1490.7599999999998,2026-05-15,158.22,2025-08-07,0,2,46.4,7.28,45.77,Premium,3.03,7.24,99.51,8.36,Prepaid,95.16,-8.64,17.99,0.43
1e4cc335-8572-4af4-b449-de32c4e783cf,2026-05-01,CUST-611643,36.16,2133.4399999999996,2026-01-17,147.9,2025-12-16,0,0,32.57,8.85,32.29,Premium,1.75,5.02,79.26,4.19,Postpaid,98.86,-5.43,12.05,0.42
c1bd79b3-5707-41b8-b113-eaaccf33598f,2026-04-21,CUST-542597,133,7448,2026-03-05,77.49,2026-05-30,0,2,49.93,22.72,31.81,Premium,2.61,7.27,123.42,0.26,Prepaid,95.71,-7.83,13.42,0.27
c8d12344-431f-471f-9d00-694a6e752f96,2026-07-04,CUST-338614,133.75,4280,2025-10-14,77.83,2026-06-27,0,1,16.65,10.76,10.67,Family,1,3.83,38.33,9.08,Postpaid,97.6,-4.5,9.97,0.15
3b0a1fdd-a6f6-4113-902f-ed1516f48af8,2026-05-10,CUST-523095,73.25,1391.75,2026-03-30,26.76,2025-10-25,0,2,45.81,4.57,48.6,Family,1.1,2.79,121.95,0.71,Postpaid,97.92,-2.31,15.33,0.47
80ddbe58-ea86-4167-b8dc-e377a2d22555,2026-06-20,CUST-336152,135.87,6114.150000000001,2025-08-30,45.83,2026-07-08,26.43,1,9.74,3.23,24.93,Enterprise,3.72,-3.67,73.86,3.38,Prepaid,96.1,-3.21,18.55,0.24
2bfd695e-678f-46b5-8bef-6740ca9d162b,2025-08-21,CUST-253868,63.82,1340.22,2026-07-17,141.85,2025-11-04,0,1,26.72,29.9,46.7,Enterprise,3.91,4.08,186.01,1,Postpaid,98.05,-8.98,6.55,0.26
1e45051b-f259-4fc1-9e58-87a5713ea9a1,2026-04-19,CUST-772849,32.29,1000.99,2026-04-17,181.91,2025-10-28,0,2,43.56,18.17,39.59,Basic,0.16,7.65,180.01,0.39,Postpaid,98.76,-6.35,13.79,0.4
f2e90dfe-3fc0-4206-bbcd-bb1e5b32d63f,2025-07-26,CUST-948747,81.43,1384.3100000000002,2025-10-23,94.64,2026-05-13,34.22,0,20.43,10.07,46.66,Premium,0.45,8.6,69.11,6.13,Prepaid,96.57,-0.93,11.24,0.18
bc937ddd-4ffd-41f0-ac90-aa083befbea0,2025-09-20,CUST-976298,76,3116,2026-03-03,115.3,2026-03-31,0,1,0.57,26.55,39.01,Family,1.35,2.69,188.52,3.57,Postpaid,99.79,-8.06,13.58,0.31
4346ac05-7f82-4951-9b3f-cabbaa0f5cf2,2025-10-11,CUST-898202,83.89,2516.7,2026-04-26,127.67,2026-07-12,0,0,35.04,23.83,18.82,Enterprise,3.17,3.23,55.61,0.29,Enterprise,95.15,-6.04,5.42,0.24
6b4daddf-83a5-4300-8f54-15562621032c,2026-01-15,CUST-596203,131,5633,2025-11-27,90.93,2025-09-26,16.09,2,40.29,4.19,17.34,Enterprise,0.74,3.54,122.14,6.8,Enterprise,97.46,-9.68,15.22,0.27
7e855894-4818-437d-9e6c-41445bf19327,2025-09-13,CUST-791387,66.59,3862.2200000000003,2026-01-11,186.16,2025-10-27,0,1,21.71,12.15,13.54,Premium,3.94,7.93,166.29,1.23,Enterprise,97.03,-7.05,16.34,0.36
5dc54727-3141-4a40-a628-22941cf64496,2026-01-07,CUST-957470,56.06,2578.76,2026-05-26,187.19,2026-04-25,37.02,1,34.58,26.32,41.53,Enterprise,4.57,0.34,142.88,5.7,Enterprise,95.66,-8.47,0.48,0.3
78cca04f-8e64-48f0-b0b6-35680a668e65,2025-08-20,CUST-195256,86.6,4243.4,2026-02-01,185.72,2026-02-27,0,1,16.45,24.12,44.73,Premium,3.44,-4.83,86.82,4.81,Prepaid,98.95,-2.65,12.19,0.33
bc85df39-3af0-45a4-8dea-978559717145,2026-05-04,CUST-728195,107.13,4392.33,2026-03-12,113.1,2026-06-05,0,0,20.44,14.99,17.43,Enterprise,2.81,2.02,106.17,9.09,Enterprise,99.49,-0.37,6.27,0.43
f2918851-3b87-48a8-b465-308fc1714c0e,2026-07-05,CUST-515895,80.26,3451.1800000000003,2025-11-08,53.04,2025-11-10,0,1,30.49,24.77,35.59,Basic,3.55,3.29,119.05,5.03,Enterprise,97.02,-7.05,11.97,0.15
441b9a83-6885-4b68-a2cf-1ff0283c13b4,2025-12-07,CUST-468117,33.66,1716.6599999999999,2026-03-20,61.47,2025-08-20,0,0,26.11,0.99,36.55,Enterprise,1.71,8.96,159.94,3.08,Prepaid,99.18,-2.62,18.36,0.2
e872fc94-c9db-44a9-9158-0d621fc98399,2026-05-14,CUST-609464,111.32,2783,2026-03-29,143.74,2026-01-22,0,1,31.65,27.12,11.21,Enterprise,0.37,1.7,65.06,3.95,Postpaid,98.29,-3.44,11,0.16
18335013-1054-4a4f-bcf1-0c0004f982d5,2026-02-16,CUST-816189,149.31,3583.44,2026-04-23,143.08,2025-11-22,0,1,3.82,11.48,11.22,Enterprise,3.77,2.21,75.45,6.81,Enterprise,96.28,-1.53,15.34,0.39
5d2a14c1-1dac-4567-a46d-21c74422f83e,2025-11-29,CUST-234622,141.43,7354.360000000001,2026-06-17,84.85,2026-04-27,0,0,25.8,25.76,31.19,Enterprise,0.68,0.22,56.93,4.19,Postpaid,95.66,-7.39,12.9,0.14
524abd1e-0cbb-42ae-9ba0-47d2ce7a5a6a,2025-08-11,CUST-553130,49.34,937.46,2026-07-14,65.22,2026-04-02,0,1,9.76,26.86,40.05,Premium,2.04,9.56,188.18,2.37,Enterprise,98.06,-9.46,5.76,0.24
88cb6148-39bf-4ba3-8e27-f85d78db66ff,2025-12-31,CUST-402863,135.64,6239.44,2026-04-18,156.31,2026-03-15,0,1,25.64,12.63,11.27,Enterprise,3.81,1.45,191.93,8.32,Enterprise,98.49,-5.14,12.98,0.17
a7ae3374-9053-4731-a1a5-8b9cb735ca8c,2026-02-08,CUST-976168,143.21,4869.14,2026-06-01,125.65,2025-11-17,0,2,3.23,5.96,20.78,Enterprise,3.09,-1.35,26.81,6.83,Prepaid,97.92,-3.37,3.9,0.19
840dcbe1-f7fe-4155-9d78-b8f7855a2f3b,2025-11-27,CUST-340502,38.95,1908.5500000000002,2025-08-16,153.99,2025-12-27,0,1,45.4,29.29,44.62,Premium,3.08,8.01,184.79,6.21,Enterprise,99.65,-9.56,12.26,0.49
efa21f76-2044-437c-80c5-9db2e68c9874,2025-09-17,CUST-627751,149.81,3295.82,2025-11-04,27.44,2025-08-07,0,0,29.61,7.99,26.61,Enterprise,1.77,7.61,90.36,6.7,Enterprise,95.31,-7.09,19.02,0.43
0b5e5fa1-b789-4d88-8274-cc3a86df2869,2026-07-15,CUST-624400,56.26,3150.56,2026-06-01,190.8,2025-09-08,0,1,15.78,27.13,49.1,Premium,1.64,1.42,31.73,9.94,Postpaid,98.71,-1.86,16.27,0.4
3bc01a2f-bee8-4e74-9688-4525e3e2a3d0,2025-10-15,CUST-760497,125.03,1750.42,2026-02-12,82.79,2026-05-04,0,1,33.69,19.14,34.23,Family,2.32,-4.61,29.08,3.12,Prepaid,95.75,-3.64,12.08,0.11
610a9fee-22af-4847-956a-89aac200e80d,2026-01-01,CUST-565853,128.24,7053.200000000001,2026-03-03,164.28,2026-07-12,0,1,7.14,6.65,23.35,Enterprise,4.89,1.19,70.09,4.07,Enterprise,99.94,-4.84,12.47,0.41
7420b876-4fa2-43bf-a146-53d2bbc85754,2025-08-14,CUST-675783,92.21,3503.9799999999996,2026-07-23,93.58,2025-09-02,0,1,3.79,6.4,35.2,Basic,4.71,9.24,116.14,2.05,Prepaid,99.43,-0.94,11.78,0.31
f1c726dc-f36e-4725-9bf4-4629ad8031c7,2025-07-25,CUST-731292,147.09,3530.16,2025-10-27,64.64,2026-01-12,0,1,35.95,24.69,48.09,Premium,4.89,-1.18,119.21,3.55,Enterprise,98.3,-5.83,12.2,0.26
52daf884-985e-49b2-9925-4e02bf57cc2b,2025-10-11,CUST-677688,127.15,3687.3500000000004,2026-06-01,167.77,2026-07-03,0,2,25.81,8.61,23.88,Family,1.67,5.24,94.84,3.04,Prepaid,95.5,-1.39,0.07,0.31
90f66139-5f9a-44a7-9221-37b9a9073ce4,2025-08-20,CUST-789933,109.27,2185.4,2025-08-16,42.29,2026-01-02,0,1,3.72,27.75,29.66,Premium,0.89,7.74,50.7,3.02,Postpaid,96.16,-5.47,12.66,0.11
8d9d3541-e1d9-43fc-9817-2c92cb1eafac,2025-11-22,CUST-538745,135.88,5842.84,2025-12-31,118.82,2025-10-05,0,1,41.57,24.09,23.05,Basic,4.75,0.14,31.14,8.09,Prepaid,98.97,-1.62,5.36,0.19
997a5c4f-6baa-4ed8-b89c-e1b9f80bc04a,2026-06-25,CUST-755252,47.71,2671.76,2025-09-25,91.1,2025-10-03,0,1,47.55,3.55,43.56,Premium,4.56,-1.48,107.62,2.59,Prepaid,95.28,-1.59,15.53,0.27
d25a6506-3d5b-42e2-8d20-26280ca7991e,2026-04-13,CUST-906829,48.6,1895.4,2026-02-13,147.55,2026-03-11,27.85,1,14.18,17.02,28.2,Basic,2.69,7.46,113.35,9.83,Prepaid,95.05,-0.66,7.13,0.31
efd8f571-4b1f-4175-bab3-754b114ce502,2026-05-11,CUST-696152,59.98,2939.02,2025-07-25,189.33,2026-04-21,23.82,1,26.03,26.04,44.04,Enterprise,3.58,2.64,87.88,6.28,Enterprise,95.8,-9.49,0.78,0.42
1231e1f6-4e48-47df-ac5d-2a222a925713,2025-08-16,CUST-491244,33.77,1148.18,2025-08-14,198.51,2025-09-12,0,0,21.61,29.89,43.26,Family,4.03,8.55,37.94,2.13,Prepaid,97.33,-6.44,19.33,0.19
1786d4fa-43ed-4fdf-a28d-c91a9584f25b,2025-10-30,CUST-740637,118.81,3564.3,2026-04-05,82.28,2025-11-06,0,2,38.19,19.86,25,Premium,3.44,-1.68,44.24,7.39,Prepaid,95.33,-0.58,8.67,0.47
8e98d351-35a1-4a23-97fa-817bc8c4343e,2025-11-25,CUST-284453,67.35,1683.7499999999998,2025-12-01,152.73,2026-02-04,48.11,1,4.32,19.13,15.3,Enterprise,4.71,4.95,101.8,3.83,Prepaid,97.87,-4.54,8,0.42
dade03e5-3081-4d83-83c8-8af5df5bf9c2,2025-11-22,CUST-224110,131.39,5912.549999999999,2025-11-26,147.26,2026-02-24,0,2,32.44,12.74,16.53,Basic,4.4,8.96,123.4,7.47,Enterprise,95.96,-0.27,5.87,0.14
9fab4e1e-aa12-417e-84e3-97168ec65583,2025-11-21,CUST-961727,83.08,3240.12,2026-05-22,34.03,2025-10-28,0,0,33.81,17.35,41.83,Family,2.67,8.93,176.62,0.49,Enterprise,95.07,-9.47,1.79,0.22
8b3fb961-887d-448a-a2e4-03c98af11e70,2025-10-10,CUST-379579,59.15,1537.8999999999999,2026-03-29,37.36,2025-09-10,0,1,48.96,25.1,17.47,Family,3.45,4.89,144.41,0.96,Postpaid,95.34,-1,14.02,0.18
13b864f3-9db1-4be4-a144-ab5e6baf3c69,2025-11-09,CUST-705819,77.77,4510.66,2026-04-09,29.57,2025-12-14,0,1,1.4,29.22,39.41,Basic,3.25,2.82,112.82,4.1,Prepaid,96.95,-2.4,13.56,0.41
03d5b9f4-1e8a-410a-81b9-a80a07752371,2025-11-09,CUST-846792,88.91,3556.3999999999996,2025-12-02,21.51,2025-08-21,36.04,1,33.63,20.48,31.43,Enterprise,0.86,7.19,102.77,8.27,Postpaid,97.31,-3.13,2.61,0.13
b93232c0-6285-4797-9c5f-18658a51e026,2025-11-29,CUST-293473,27.16,1249.36,2026-05-16,152.83,2025-08-11,38.12,2,28.49,1.41,20.52,Premium,1.82,4.23,119.21,6.57,Prepaid,98.68,-1.68,5.9,0.25
d8c8a604-3ffa-4e11-a454-7e17acc38b02,2025-11-29,CUST-211311,73.42,3450.7400000000002,2026-07-07,122.97,2026-02-21,0,2,20.2,28.78,32.65,Enterprise,4.6,-3.09,138.95,1.85,Enterprise,97.2,-7.84,4.27,0.41
53c2b95b-f323-4108-8938-e3c846fe47d2,2026-03-26,CUST-374472,99.07,2674.89,2025-11-29,143.57,2026-05-10,0,1,25.12,26.55,18.44,Premium,1.19,2.01,80.03,5.75,Postpaid,96.42,-4.94,4.72,0.29
366a16ef-5880-49df-82f1-938b862f9ffc,2026-06-18,CUST-354807,79.51,4373.05,2026-07-09,151.76,2026-07-05,0,1,12.25,6.13,19.19,Family,3.25,4.13,39,8.06,Postpaid,96.67,-0.28,17.84,0.18
7285a974-f6bc-4106-9cd8-db0cf988703d,2025-09-24,CUST-744798,50.12,2255.4,2026-04-07,93.64,2025-11-11,0,1,31.07,3.12,15.18,Premium,2.49,5.94,123.2,4.55,Enterprise,98.18,-5.37,3.32,0.34
a1fb5ad9-6546-4336-9737-7c54e40b8d7e,2026-03-05,CUST-139138,127.6,5486.8,2026-03-12,47.34,2026-07-20,0,2,4.47,19.42,45.63,Family,2.24,-2.54,183.6,6.75,Prepaid,97.84,-0.11,2.11,0.41
4670d55a-bf6c-4ffb-a86d-ca46367db2a0,2025-09-24,CUST-621043,82.28,4936.8,2025-08-16,79.41,2026-03-20,0,1,48.8,15.49,31.24,Family,2.49,3.12,136.48,2.62,Postpaid,99.42,-6.24,15.33,0.21
f059c557-718b-40ec-893f-45a14f1360f3,2026-06-04,CUST-423628,32.25,612.75,2026-03-20,99.97,2026-05-09,0,1,40.67,3.57,21.32,Family,2.67,5.98,124.62,6.34,Postpaid,99.42,-0.37,11.15,0.24
c782f0fa-d9bf-4624-83f4-fdbf7093af8e,2026-06-17,CUST-446381,24.88,348.32,2026-06-14,92.1,2025-09-19,0,1,24.1,18.34,16.74,Family,4.6,8.99,78.72,0.57,Prepaid,98.44,-0.86,0.48,0.33
c3b701db-89d7-40ea-bfd7-0f459fb840db,2026-07-20,CUST-970066,25.45,458.09999999999997,2026-07-14,163.54,2026-01-11,0,2,46.46,17.47,38.99,Family,3.53,0.22,96.84,3.31,Enterprise,95.02,-3.59,1.21,0.11
32b30546-fa03-4bfb-a9ec-1a0930e2d35c,2026-06-20,CUST-554818,125.19,7261.0199999999995,2025-11-12,124.04,2025-11-19,0,2,36.59,1.65,28.75,Enterprise,3.56,5.7,74.57,4.88,Enterprise,97.95,-2.74,14.32,0.21
e81b40cd-03cb-4cc0-bbf0-e2baf6b84586,2025-08-07,CUST-958535,70.8,2832,2026-04-13,196.89,2026-07-21,0,2,10.49,16.86,15.77,Enterprise,1.27,7.69,80.97,5.68,Prepaid,98.41,-6.36,4.13,0.25
71734f9e-0f33-4f6e-a364-c3dac79213ad,2025-12-13,CUST-817917,99.39,1192.68,2026-05-07,143.03,2025-08-02,0,2,12.12,28.98,12.09,Enterprise,1.43,2.44,104.32,5.01,Enterprise,98.88,-0.91,1.21,0.5
46d4eb4c-c23d-4683-a020-9ee0f472ff28,2026-07-01,CUST-134531,100.69,4430.36,2026-04-16,191.76,2026-07-20,0,1,49.89,17.06,26.88,Premium,4.55,6.98,168.21,2.52,Prepaid,95.08,-9.26,5.7,0.16
2b956bf1-29c3-4d5a-9ea4-f61a9fb79df4,2026-04-11,CUST-586941,140.15,5325.7,2025-07-27,112.22,2025-08-03,0,1,0.95,25.77,49.69,Premium,1.63,-3.03,81.94,5.49,Enterprise,97.68,-9.02,3.1,0.28
f0dcfbcd-3813-4ff9-b7fc-65e8798cfef6,2026-04-10,CUST-924405,60.1,2404,2025-10-23,89.04,2025-09-01,36.12,2,13.88,3.99,11.35,Family,1.45,0.67,198.78,6.84,Prepaid,96.29,-6.87,5.12,0.29
6e2a790c-cfcb-48dd-992c-0b615bdb31d6,2025-09-04,CUST-249426,139.33,8359.800000000001,2026-03-11,34.91,2025-08-29,0,1,15.7,4.27,28.56,Family,4.71,8.09,147.85,0.38,Prepaid,95.67,-6.23,12.59,0.14
bac4d478-b524-4dc7-ab44-9363563f703f,2026-05-04,CUST-489720,95.47,4678.03,2025-09-19,163.56,2026-04-06,0,0,14.75,12.41,41.74,Basic,0.34,4.25,36.87,5.18,Prepaid,95.51,-1.74,12.95,0.34
7556d5e3-7188-4118-91bb-fdb036936e32,2026-03-15,CUST-856592,130.45,4565.75,2026-04-05,182.9,2026-05-12,0,0,37.31,27.05,14.43,Basic,1.32,3.19,197.19,3.05,Postpaid,99.78,-6.94,11.44,0.11
c27262ad-94ee-4c4d-99cd-e089a9b9a5a2,2025-08-15,CUST-329602,102.3,3887.4,2026-05-30,43.44,2025-09-29,0,1,48.44,8.21,31.03,Enterprise,3.88,8.08,149.07,9.77,Postpaid,98.55,-6.02,4.69,0.39
def9a684-4563-4bff-ac71-9e762f3d2df5,2025-12-07,CUST-625197,130.46,3000.5800000000004,2025-11-23,68.97,2025-08-26,8.54,0,2.34,8.96,23.42,Premium,3.43,8.32,30.16,2.14,Prepaid,96.46,-6.9,8.99,0.17
359004fe-a167-4327-b96c-1d60752183dd,2025-10-03,CUST-799371,89.75,1166.75,2025-12-16,163.03,2025-08-01,0,2,33.47,10.01,42.18,Family,1.63,8.47,61.17,0.12,Enterprise,98.58,-5.71,16.46,0.17
9a2e5c6c-e8f8-4ce2-8a82-eac3e69c7f74,2026-06-19,CUST-597112,66.71,3135.37,2025-10-16,68.41,2026-05-17,0,1,1.96,8.27,13.35,Basic,3.06,-2.22,41.63,0.1,Prepaid,98.96,-1.76,2.31,0.27
dfb9ddbd-107f-4cfa-9a29-4e70e354c29f,2025-10-03,CUST-343163,116.96,1754.3999999999999,2026-04-30,61.05,2025-09-07,0,1,33.87,22.3,15.93,Family,2.7,5.65,126.1,7.45,Enterprise,97.56,-5.51,12.96,0.42
406df38a-4683-4152-a700-d7793befa86a,2026-02-14,CUST-853804,40.89,1104.03,2026-07-18,93.3,2026-07-01,46.67,1,19.71,16.29,44.09,Premium,3.14,-2.03,152.31,2.49,Prepaid,99.12,-5.93,4.5,0.29
b2d4a652-b60d-4bd6-aa18-e8d6bd632fd8,2025-11-03,CUST-836509,147.11,5295.960000000001,2026-03-13,162.27,2026-04-24,0,2,42.79,22.37,22.29,Premium,1.41,5.2,78.69,3.65,Postpaid,97.12,-9.63,2.47,0.2
3728fe22-a15c-45c3-aef0-5e6e1e51c9be,2026-06-23,CUST-505492,60.49,3326.9500000000003,2026-06-12,164.12,2025-12-07,0,1,5.37,21.68,10.84,Premium,1.51,9.44,156.43,1.83,Enterprise,99.81,-5.46,8.07,0.22
a7a7532a-7695-45b8-9fd1-e1bc1ace3a70,2026-02-14,CUST-799391,73.99,1849.7499999999998,2026-02-04,69.7,2026-05-27,0,2,18.82,28.56,13.97,Family,0.83,-4.99,59.43,0.89,Prepaid,95.71,-9.07,12.02,0.12
1a88517a-0e14-4039-9cf4-bde517aff67d,2025-10-28,CUST-990145,33.55,738.0999999999999,2025-08-24,29.11,2025-08-20,0,1,36.74,1.24,28.93,Premium,3.25,6.33,127.69,4.62,Enterprise,99.61,-4.86,10.96,0.17
1c8e00a5-c810-494f-b7ae-5c6db2b0d644,2026-07-15,CUST-539777,145.88,8315.16,2026-07-23,108.61,2026-06-18,0,0,49.15,20.87,31.27,Enterprise,3.2,8.76,57.72,8.38,Postpaid,98.82,-5.45,12.36,0.1
87549179-d4c6-4009-827d-61e4682c598e,2025-11-30,CUST-158712,47.12,2497.3599999999997,2025-07-26,181.06,2025-12-01,0,1,40.46,28.3,12.24,Premium,2.93,-1.08,109.32,1.27,Enterprise,99.6,-8.12,0.59,0.41
60806e3e-654c-44b6-9b81-a248d09d8d55,2025-09-26,CUST-755531,74.43,3051.63,2026-01-08,183.71,2025-12-25,0,2,33.94,18.36,27.18,Basic,0.3,-3.74,124.44,7.99,Enterprise,98.22,-4.81,1.79,0.33
1ebbc39a-6256-4ded-b190-4d4b2d7df7b8,2026-02-04,CUST-215270,105.14,3574.76,2026-04-18,143.42,2026-01-31,0,1,13.25,8.24,31.64,Family,0.15,2.11,191.86,9.33,Postpaid,96.55,-5.72,15.56,0.22
954d7c6e-850a-47ef-b59e-19d75d8f89eb,2026-05-14,CUST-601605,113.93,4785.06,2025-10-11,134.36,2025-12-03,0,1,35.35,13.74,44.74,Enterprise,4.99,-0.06,155.54,4.85,Prepaid,96.95,-5.63,9.5,0.42
ee4cc41b-db9b-4457-b5a7-d77a3b441c80,2026-01-22,CUST-147885,147.2,6918.4,2025-09-30,193.51,2026-06-11,0,2,49.45,22.59,18.4,Family,4.41,-2.87,129.13,2.31,Postpaid,96.8,-8.46,7.18,0.1
3a9ab370-054b-44a3-b015-b793ecc40de1,2026-03-04,CUST-879743,99.61,4880.89,2026-05-25,139.95,2025-07-29,35.05,1,2.58,13.93,28.95,Enterprise,1.99,9.47,113.44,6.83,Enterprise,95.79,-4.86,18.33,0.43
8cffa0e7-5ded-4ab3-9a95-23a1945fe02e,2026-07-06,CUST-455501,67.23,3832.11,2025-11-12,133.88,2025-10-11,0,1,13.36,1,23.46,Premium,0.94,9.17,148.73,3.11,Prepaid,96.6,-7.47,19.37,0.33
c09d38fc-5ffa-47dc-8972-05ad996c8460,2026-05-23,CUST-538054,62.66,1441.1799999999998,2025-07-26,38.23,2025-10-08,0,2,6.16,3.86,33.13,Premium,2.26,7.78,101,9.91,Prepaid,97.52,-0.88,1.84,0.41
