Record_ID,Date,Tower_ID,Network_Maintenance_Cost_per_Tower,Infrastructure_Upgrade_Frequency,Energy_Consumption_per_Tower_kWh,Network_Expansion_Rate_new_towers_month,Equipment_Failure_Rate,Mean_Time_to_Repair_MTTR_Hours,Network_Capacity_Utilization,Spectrum_Efficiency_Score,Backhaul_Latency_ms,IoT_Device_Connection_Volume
1318df29-b1e8-4836-a574-dfcb4c424632,2026-04-30,TWR-003,832.39,2,2223.74,4.6,2.14,19.2,88.49,0.88,7,7147
02610581-23f8-4ffd-8cd1-06a3d7d0692e,2026-06-04,TWR-002,189.36,1,2524.25,3.7,4.32,14.9,89.9,0.97,33,340
cda81203-d445-4201-a005-f3e0480e425f,2025-08-17,TWR-002,392.85,0,4086.89,0.9,4.72,9.1,91.39,0.91,10,6841
10995d84-f856-4fc8-9d33-cc9efd5f271d,2026-03-06,TWR-005,764.86,3,3779.47,3.6,3.66,4.5,61.92,0.94,22,2235
189a057a-6195-4b2e-88c7-d2e5b0ecb29a,2026-07-10,TWR-004,358.52,0,1122.5,1.3,2.05,6.6,80.67,0.53,24,6794
aaf8ba59-f046-448c-b6a5-c8fcca765564,2026-07-12,TWR-003,875.88,3,781.86,1.2,2.37,14,61.86,0.87,44,7488
706a11ec-9b24-4ee5-ab63-d050cfc641c0,2026-05-31,TWR-004,476.05,4,846.25,0.7,4.82,11.7,66.23,0.85,41,2386
2a6bcb29-6717-4893-a203-55697ac1756b,2026-02-19,TWR-001,507.36,2,3892.97,4.7,4.87,16.8,60.02,0.74,33,9027
355a9f1c-3230-48a2-9046-edb9ba4d23da,2025-10-19,TWR-002,221.29,4,4467.33,3.6,4.96,4.5,62.55,0.82,10,6793
77558b12-fd90-489c-a53b-31d88d4fc32e,2025-12-06,TWR-002,858.8,1,3277.53,2.5,0.46,9.9,74.21,0.72,9,6855
7efe0805-2aee-4fe9-bada-0fc65a90f69b,2026-01-25,TWR-005,690.29,2,2644.84,1.1,0.56,10.4,94.57,0.61,35,8195
99531624-e819-457f-9a87-2d4314b40c8e,2026-04-20,TWR-004,333.48,2,748.02,2.5,1.15,2.6,66.79,0.64,12,9993
1d8385a8-d04c-47d0-9970-d98059355c2a,2025-10-04,TWR-003,830.53,1,4170.91,0.9,2.53,12.3,83.5,0.86,37,5548
3f50cbed-9c4f-433c-869d-562605f3dcf0,2026-05-25,TWR-004,907.35,4,2963.95,4.1,3.63,17.3,62.83,0.94,31,1238
8d2213dc-dc38-46b6-81ab-9613dbf11876,2025-08-17,TWR-004,109.23,0,1786.12,3.8,3.87,2.3,90.3,0.82,41,3471
2cc5b933-ec31-4817-80ed-ca61316ac26c,2025-12-23,TWR-003,607.92,1,3789.54,2.9,1.38,1.2,74.26,0.9,45,4346
92bfabe2-f3b1-4c59-a54a-a5df7611b270,2026-03-07,TWR-005,405.17,2,4705.11,3.3,0.66,22.2,67.76,0.81,17,8391
d807876b-f248-416c-a0e3-5c2d3ea6a4aa,2025-12-19,TWR-005,596.46,1,4411.64,3.3,1.3,3.5,94.81,0.89,29,2623
a04615b7-12fa-4473-8e11-fb74c488dd86,2025-09-19,TWR-003,544.84,2,1099.94,4.4,0.76,10.9,65.42,0.93,23,9749
63ce89a9-13fa-426c-b835-91d11a9d817a,2026-02-09,TWR-001,522.77,0,3380.75,1.8,1.03,13.1,94.22,0.75,12,4774
ab4acd28-d3ab-449e-a8f7-e121cc4721e8,2025-08-05,TWR-002,884.73,3,1020.95,1.1,1.02,19.1,86.03,0.68,20,326
2da3a3fb-123a-49ad-a25d-7858f72dd35d,2026-06-30,TWR-002,997.05,2,4077.14,3.2,1.99,21.1,79.15,0.66,26,2145
d37d0961-d611-4011-ba3f-14b1dd388778,2026-02-17,TWR-004,565.06,3,986.37,4.2,2.87,13.5,67.46,0.75,15,106
a1a9edf1-946b-40c0-9078-99a8dd2d94c7,2026-05-25,TWR-004,546.13,0,2204.09,1.5,3.58,14.8,79.3,0.6,27,1508
0bae048b-c00c-42fb-8d45-b07f94a44b7b,2026-06-04,TWR-002,411.28,1,1285.69,0.5,1.57,13.7,75.69,1,48,1384
d06f0f92-9b3e-4fb9-a3f5-6c2b806b7ba9,2026-05-22,TWR-003,961.68,1,4197.93,2.2,2.52,18.2,69.59,0.52,19,6116
6b8cd23c-ed46-43ed-902a-27aa407b28f7,2026-01-13,TWR-004,325.2,3,4869.78,2.5,3.6,15.8,69.25,0.57,37,2723
ddddc571-3bf7-412f-b1ec-0d8fb7ee5204,2026-03-14,TWR-003,510.92,1,2093.35,0.2,4.31,20.4,86.01,0.56,13,1023
623cff6a-053a-4557-bd74-04652f1b6d49,2026-05-21,TWR-001,160.24,2,1990.54,3.9,2.94,23.4,92.45,0.61,10,3624
dad9dfcf-f9bf-4bfe-a2d4-a089d85b1d43,2026-02-01,TWR-001,826.45,3,1164.78,3.9,0.98,20.4,82.73,0.57,49,3432
f206d3a9-d996-46a5-8330-401ed6310caa,2025-11-02,TWR-004,147.08,1,4893.64,2.9,0.97,23.9,62.89,0.87,23,6566
588ba282-3c1e-404d-8e66-08484251dbff,2025-09-27,TWR-003,686.59,2,1340.49,5,4.92,10.3,89.16,0.61,20,9042
b0baf4ca-26de-4a07-a555-ab62e8f0d68d,2026-04-30,TWR-002,442.58,1,2886.27,2.5,4.77,17.2,68.53,0.69,11,3951
71e90532-9ac2-426f-9581-eb97bf8a99a3,2025-11-30,TWR-002,231.01,3,2184.85,0.1,3.72,3.7,91.32,0.75,38,9397
482dcdab-aefc-435f-b897-e4f59842e7a5,2025-08-03,TWR-002,159.06,3,2712.65,2.5,2.05,19.6,94.08,0.88,35,3076
941fc4fc-4575-4f32-8ca0-af7557635f91,2026-02-03,TWR-002,104.81,1,3630.02,1.7,0.19,19.8,90.85,0.7,11,9051
d9346ccd-2fd0-4196-8295-ff17820f7bbf,2026-06-27,TWR-002,860.78,0,4485.5,1.2,4.48,3.9,83.54,0.83,14,6402
26ac4358-51f5-4d4c-b7bc-6d88cb057d15,2025-09-26,TWR-003,354.35,4,3654.27,1.3,1.88,8.8,80.55,0.59,17,6224
ca9d07a9-3b19-4f3f-b997-bc5fdb5c3f36,2025-12-24,TWR-005,231.42,3,1630.76,0,0.46,12.7,77.13,0.89,21,518
60808d6e-03c7-4543-af43-3d3c89ad76d6,2026-02-18,TWR-002,524.93,2,4816.89,2.8,1.96,11.4,62.49,0.7,43,6885
1c5df0e7-0140-42d5-a5bd-67c32cbce7fa,2025-12-05,TWR-002,365.46,3,608.87,0.5,3.47,9.9,83.33,0.6,48,8234
9bd385c6-1011-4500-b581-d22b33b015ed,2025-09-15,TWR-002,454.33,0,1999.93,4.3,0.34,17.5,75.63,0.72,34,4185
c52ac1a1-1ce0-4bf4-b540-0029573bf2be,2025-10-04,TWR-002,399.7,4,1994.94,0.7,1.79,4,92.24,0.84,22,7165
68294ca1-1304-45cb-be04-72d9db002cbd,2025-12-23,TWR-005,806.43,1,545.49,1.9,0.74,10.5,67.1,0.83,46,8711
0ce04424-a452-449a-a7e6-ee77446f0147,2026-03-31,TWR-003,360.85,0,4712.14,2.1,1.25,21.1,89.85,0.7,38,4285
67428511-3b6e-4f14-a62a-e54e7fd224e3,2025-12-14,TWR-003,463.66,2,3251.23,2.3,2.37,5.8,78.45,0.88,24,7980
323b8886-a286-4513-b677-913bce2cf138,2026-05-03,TWR-001,150.57,4,2151.79,1.1,2.67,17.5,60.97,0.92,20,8915
6b31eae5-3138-4c34-9e58-e009a0e03e72,2026-05-12,TWR-001,601.34,0,2075.37,2.8,4.93,20,77.58,0.93,50,9897
78b7556b-6c5c-4eab-bb65-c7adb5e5d0da,2025-12-30,TWR-005,138.15,3,1436.92,0.7,1.65,21.3,94.6,0.52,49,1766
9bed68b0-e54f-45e8-b23b-f6038528e182,2025-07-30,TWR-002,824.51,0,3912.44,4,2.87,18.3,72.14,0.94,7,675
7d41a981-4143-4f87-88c9-6e0d9af2d8f7,2026-02-22,TWR-004,372.35,2,2539.76,1.2,1.43,18.3,92.5,0.84,18,2426
92593cbc-0dcf-41d7-8d03-ffd46f29e89b,2026-04-20,TWR-005,368.44,1,3141.2,0.4,2.57,18.5,78.1,0.6,16,4411
670fed4d-a3f0-4305-87fc-a79d2377df19,2026-02-13,TWR-005,906.41,3,530.68,2.7,1.29,12.5,94.7,0.95,35,1573
92f0a510-ce66-4d05-a97e-d505dc733e47,2025-10-01,TWR-001,508.88,2,1477.22,2.8,0.61,4.8,88.42,0.97,7,117
039d08b3-7104-4be6-b45b-d2a9aa564e0b,2026-03-25,TWR-005,194.68,0,1928.31,1.4,0.63,7.8,86.65,0.89,44,4697
194ba15c-9990-470d-bb4a-55ab38658cb6,2025-12-06,TWR-001,436.38,2,661.84,3.9,3.82,17.1,87.93,0.78,14,8317
77b84d7f-148e-4489-ae37-a6f371ca7aac,2025-08-29,TWR-002,411.28,3,1856.03,2.3,0.21,8.2,94.83,0.6,40,1447
f1d33325-e35f-49f4-971e-b47c3ebe5d35,2025-12-03,TWR-005,216.75,3,4543.27,0.2,4.24,8.6,61.01,0.91,43,7182
1be9881f-cdb1-4d47-893d-437b471557ad,2025-09-18,TWR-002,689.71,2,3680.62,1.9,1.56,11.8,89.14,0.57,17,2068
355de1ea-d646-434e-bdb2-a68689f603d6,2026-01-21,TWR-001,116.97,1,2521.18,0.3,3.73,17,65.77,0.87,49,5500
e34d6047-7870-4adf-96b8-ec8a694c7798,2026-06-16,TWR-001,634.13,1,1622.51,0.4,2.48,1.5,88.5,0.81,49,736
7fda7af2-6b49-46d0-8cd5-099cd663ced5,2025-08-30,TWR-002,420.33,3,1911.88,1.4,3.26,2,94.32,0.75,28,9549
16e67af2-f2a2-47a6-a209-08ea24aa63fb,2025-09-15,TWR-002,685.1,0,2481.06,0.2,1.15,9.2,87.49,0.86,10,2734
7acb6036-7ef8-41fc-8c4a-09d3a243a0b5,2026-04-26,TWR-005,523.51,2,2120.11,2.8,2.74,19.5,75.11,0.59,30,7115
d273cd49-ad89-46f5-8a2b-51cd6f81be03,2026-02-19,TWR-002,752.12,1,1538.53,4.1,3.34,6.3,93.91,0.82,16,307
e2df3f94-aa0c-407f-9614-226efa23bf96,2025-10-12,TWR-005,131.42,0,4518.48,0.6,2.59,11.9,86.79,0.79,45,6253
744bae1a-0adc-4b59-a2a2-052a83089469,2025-11-15,TWR-002,423.06,3,3182.13,0.6,4.29,20.6,65.33,0.61,36,2117
cae41ca7-9d42-48f2-9022-02072510342d,2025-08-08,TWR-002,202.41,4,1435.48,1.5,0.67,21.4,65.73,0.57,22,6658
c8c06f93-ede7-44c8-ac37-2b5c97190d75,2025-09-18,TWR-003,484.04,1,2007.43,1.2,2.15,15.1,74.1,0.53,10,2014
499cfcca-56d6-4c99-a1d6-6cfeaabfbe7f,2026-05-17,TWR-001,192.24,1,1290.44,1,4.89,1,76.02,0.74,13,321
e50ef699-6cba-4e8d-bfe6-46e2895285ce,2026-06-30,TWR-003,492.22,2,4604.3,0.3,2,10,76.96,0.54,39,258
99503d3c-d3a7-4ce6-84ce-bb34131fcec3,2025-12-23,TWR-002,734.84,4,1878.78,4.8,1.18,5.4,67.94,0.58,26,2823
c7bb41ee-fe2f-46f6-b3f3-470cc54f98aa,2026-05-10,TWR-001,639.81,2,4762.08,4.3,1.59,18.1,71.33,0.69,17,1175
448ef9fb-1eb8-41fc-bd31-c0f6bb3e211d,2025-11-11,TWR-001,289.16,3,4462.36,0,1.79,10.8,66.68,0.89,30,4892
7fce6713-3468-4232-9c48-17815a1489f8,2026-03-29,TWR-002,127.21,1,808.37,3.2,1.22,11.3,78.23,0.64,23,1442
04394914-43d0-4cdf-b852-13b048d655d5,2026-03-24,TWR-001,388.66,4,2413.18,1.2,0.9,18.7,74.88,0.61,11,5177
c111e2db-ff34-409e-883d-0701751e7bf5,2026-01-22,TWR-005,507.65,2,1822.27,0.8,3.82,19.9,67.35,0.51,10,976
f74c3f8b-de4a-437c-a695-7a34598b0265,2026-05-14,TWR-005,846.66,4,4977.48,2.5,3.84,19.9,76.83,0.7,32,8401
365b95c4-559a-45aa-9923-a1e8d0841c16,2026-02-05,TWR-004,634.96,2,1598.5,3.3,4.54,17.9,90.4,0.79,43,7207
aef32eda-025e-47fe-aa5f-8b050ed274e8,2025-08-21,TWR-005,432.31,2,3181.3,0.7,4.66,18.4,86.23,0.6,16,1377
10249d0d-59c7-4489-b4af-8ec548a9427d,2025-08-25,TWR-002,433.93,3,1010.08,4.2,1.94,11.2,77.97,0.87,30,4117
b7e6c068-f9ab-48c4-872e-12284798aed6,2026-03-19,TWR-004,896.91,0,4992.96,3.9,2.32,19.6,84.55,0.72,18,8861
55bb3d54-9344-453d-8bae-a30d219ec5b6,2025-08-11,TWR-005,270.9,1,4647.85,3,1.52,4.5,66.79,0.52,37,8748
b2907ebd-acab-428b-b7de-223ee313dbcd,2025-11-06,TWR-005,635.13,0,1060.55,3.7,1.18,21.8,68.13,0.93,14,769
aad9ad7a-de1f-4ce8-a086-0ec4525288a4,2025-11-05,TWR-004,570.06,3,1416.49,4.4,1.29,7,62.63,0.78,34,7186
092dfe8b-e78f-40a6-99e9-34f4a1248b91,2026-03-24,TWR-004,613.53,4,2582.41,1.2,3.93,7.2,91.51,0.7,48,4859
043f7729-d12f-45be-a1e6-504259149876,2026-07-06,TWR-002,561.95,3,747.74,1.3,0.88,3.3,80.44,0.9,11,5419
6f267d91-e0be-403e-8f45-75b230173081,2025-12-31,TWR-005,406.65,2,4050.59,1.7,0.29,6.4,65.13,0.71,41,1873
2ca2926e-ffd0-478a-b106-dc72519d72a3,2026-06-09,TWR-004,248.11,4,2267.86,0.6,0.99,16.4,85.24,0.86,37,1175
64075fc7-27be-44c7-a07f-43e094d0e120,2026-03-05,TWR-003,334.56,0,683.3,0.3,2.66,12.4,81.33,0.76,31,3004
5667814c-c8ea-4d62-bbf4-aacb344aaad2,2026-04-08,TWR-001,784.53,3,3019.51,0.6,1.6,16.1,64.55,0.94,23,5600
5b981efd-c170-4618-90cc-225c1ea6091e,2025-12-16,TWR-001,855,0,1480.16,3.7,3.07,11.6,81.78,0.7,17,9314
e11c761d-2b69-4e40-b024-c2e22f1e714f,2025-09-03,TWR-002,442.68,3,4388.17,4.4,3.45,22.8,75.94,0.54,42,3488
003af6ff-be43-4f5b-93c8-9aae6bad37b6,2026-03-11,TWR-002,763.16,4,2606.85,1.4,0.43,12.6,67.57,0.74,33,1179
7b074a9b-8361-47db-bd67-0b5dbde36305,2025-08-15,TWR-005,161.67,3,3005.49,2.4,4.66,4.2,72.91,0.92,16,2473
b42a7934-aedb-48d2-86e2-6cacb6a4a046,2026-06-08,TWR-005,219.77,3,2285.12,4,4.3,20.1,83.57,0.9,42,1753
0365f2f5-5e5c-410d-bbfe-22fd3bb4adfb,2026-06-25,TWR-002,246.88,1,2326.26,0.3,4.26,9.4,90.43,0.58,42,8854
93859cbd-1054-418d-ba10-16117593e9f9,2025-09-03,TWR-005,982.93,1,2077.42,4.7,4.38,23.4,90.9,0.76,37,4380
be5aeaa3-34b1-4dcf-bf8f-e2b72d686d84,2026-02-26,TWR-005,271.88,3,3147.92,4.6,2.43,21.5,88.98,0.77,42,1046
dd633184-3146-4faa-960c-bc19d597d769,2026-04-15,TWR-002,307.23,2,2667.71,2.4,2.52,15.4,83.16,0.66,18,5907
52d7167d-229b-4f2f-8d62-c96d4a44869c,2025-10-10,TWR-004,165.34,2,646.53,4.5,3.63,20.1,76.49,0.71,11,2864
7fc20fb8-bfc2-46bd-a597-fbd56d91600e,2025-11-12,TWR-005,238.18,3,939.53,3.9,2.28,7,77.1,0.96,45,636
1254a7b7-2158-433d-89b7-bfbe280cefa4,2026-03-08,TWR-003,355.91,2,1461.16,2.1,1.9,19.7,77.16,0.63,34,8927
493d8271-e88e-4a3e-925e-9d278924e427,2025-11-27,TWR-001,504.47,4,2427.2,1,3.63,19.4,73.15,0.65,22,2117
7c9437b3-d1d0-452e-822a-21289766dc1f,2026-02-05,TWR-004,479.33,2,2308.17,3.1,3.28,10.4,90.01,0.76,32,3605
759eb095-8a53-4989-8d41-d561f7c8b74f,2025-10-21,TWR-004,199.94,1,4126.57,0.7,2.49,15.4,73.79,0.91,47,986
6e57e212-d9c7-450a-a1ad-49fa3f88c84c,2025-12-08,TWR-003,411.56,1,2629.98,3.1,4.22,1.9,79.99,0.63,14,6173
b7fb1e82-782f-4d9d-a416-3c053040fc73,2025-10-02,TWR-001,794.49,3,1799.63,3,3.71,1.4,62.97,0.84,35,7581
49b21abb-9f7e-4655-ba60-98842c32631a,2026-01-24,TWR-003,901.81,2,4121.09,3.4,4.69,6.3,71.31,0.84,47,4561
3100f2f0-17e3-40cc-b336-42ad0e6d997c,2026-07-04,TWR-004,289.71,4,3565.94,0.4,2.61,14.2,90.92,0.66,20,3181
ea08e9ab-84b3-4207-b1dc-34a419116627,2026-04-15,TWR-001,594.02,3,2863.89,3.8,3.49,3.9,70.1,0.67,32,8047
c25a5f70-b68d-419e-9049-1e61de1c19ba,2025-11-07,TWR-001,799.27,2,931.75,0.2,4.98,15.4,66.65,0.79,38,3097
77143d5b-c68f-4ed4-9f83-12de5f9ec33f,2025-12-16,TWR-002,645.37,3,2063.78,1.4,0.53,18.7,82.13,0.84,38,9765
64caa59c-eb3a-42aa-9dea-8d430a343273,2026-04-27,TWR-001,391.74,1,514.3,4.4,1.38,6.6,77.46,0.64,22,321
233a4842-7d4a-4e55-8d23-62ae4019dbf6,2026-03-09,TWR-003,849.95,4,4486,4.6,3.24,3.8,77.49,0.82,50,3695
190c4707-3dbf-4ab9-b2ac-b63f5947d890,2025-11-11,TWR-001,197.13,0,3495.75,2.7,2.79,22.6,80.42,0.8,36,5764
ae8e0289-a815-45e2-ae63-ae0c23dcc609,2026-05-07,TWR-005,899.39,2,3199.09,2.5,3.23,2.2,86.26,0.92,46,7882
20818bfd-5e89-4627-b3fd-8b4b3a68b795,2025-12-11,TWR-003,611.64,3,4038.24,1,3.21,21.6,91.57,0.69,13,3689
5be6d768-afd4-4ca4-a0bb-fac10299172a,2026-04-02,TWR-003,825.33,2,2714.05,4.5,1.62,8.7,87.58,0.6,48,4705
3ca46907-2042-435f-8262-246495d7bae6,2026-02-25,TWR-001,494.96,1,584.41,0.7,1.4,1.2,86.78,0.99,8,375
599e220f-8a20-4c30-b375-2a51cfa62505,2025-11-27,TWR-001,482.3,1,2609.02,1.9,4.46,4.5,91.86,0.75,40,8773
1b7f66e1-d847-4fe1-8453-5cbd2fa1b5a5,2026-04-25,TWR-005,695.45,2,2949.25,0.9,0.3,1.4,86.24,0.79,29,9214
5a77dfbf-ec2b-46af-ac35-5d98359a3999,2025-11-10,TWR-001,345.92,3,1087.4,0.3,3.34,14.2,84.54,0.7,36,5553
1e058a7e-c176-4f9b-9ae4-eec9bfd51919,2025-12-04,TWR-005,743.5,3,1624.2,0.3,4.1,8.1,71.05,0.73,42,4630
66cb15b6-f3df-49b7-89b7-395cc1ce887b,2025-09-18,TWR-002,380.13,3,4130.12,0.2,4.53,2.1,60.8,0.65,35,7782
cc093a70-c935-4b6f-9ca4-c4c1aac23c43,2026-03-04,TWR-003,588.77,2,4705.8,3,0.63,11.2,89.34,0.51,39,255
2cd7f637-5ba3-47b7-8b59-6f0ec302e2f9,2025-08-10,TWR-005,245.13,1,3695.99,1.8,2.42,10.6,88.44,0.5,18,1103
924aa2d3-f92d-4688-8593-2df234bcf8df,2025-10-15,TWR-004,590.7,4,3497.33,3.9,0.92,14.9,73.6,0.63,42,4166
3cbe1c99-47c5-46ea-8dd9-9840cae41a05,2025-09-16,TWR-001,150.65,0,1667.14,2.4,1.49,23.1,61.4,0.9,46,9686
c1349829-bc88-4eea-9f7c-03c3f5355f7d,2026-05-06,TWR-002,205.07,3,1568.49,2,4.5,21.5,70.97,0.72,41,8036
9912b462-f51c-48f8-b156-77a2cc1cb606,2026-03-27,TWR-004,697.87,0,4538.49,0.2,0.14,6.4,62.73,0.86,11,3673
0d6b3d0e-c2ef-4528-b151-bc98a35caada,2025-11-02,TWR-004,609.32,4,3464.49,2.9,3.72,15.6,87.65,0.98,46,662
402a4a37-89ea-4fcf-b499-2b62c67c91a8,2026-03-23,TWR-003,867.74,3,2342.4,2.8,1.66,2.7,71.43,1,6,1924
a1669dc9-5505-4481-a5a8-fffbbd0b11e6,2025-08-27,TWR-001,462.68,1,4183.57,3.9,2.43,3.4,78.01,0.83,41,499
bb501794-7b12-4fda-ab91-79c21792ceee,2026-01-11,TWR-003,842.31,1,2808.13,0.5,4.51,23.8,75.11,0.56,26,9149
dda3a8c6-5da0-4e5f-ba3b-b2c6c5b19e73,2026-01-30,TWR-004,129.05,2,3577.1,2.4,0.17,20.6,65.47,0.69,26,6736
d22ea7e2-3e86-463a-a8a9-e06384bc554f,2026-07-19,TWR-004,448.03,4,3315.98,0.5,0.71,14.1,93.8,0.77,36,4376
2908779f-eabc-4682-b477-d16a0e2d040e,2026-06-08,TWR-003,259.67,0,4444.02,4.6,0.96,7.5,81.55,0.62,24,9978
0e1b4541-422e-4917-be6b-efc38d5762b7,2025-09-18,TWR-005,722.89,2,882.95,0.9,3.69,23.6,92,0.78,34,4056
4c908e94-2797-447a-bcca-c3b1a03633ae,2025-12-31,TWR-004,199.62,0,3339.78,1.1,4.2,15.6,71.02,0.97,32,4699
5181b4f2-3333-4074-87e3-7168a497d346,2025-12-27,TWR-001,649.62,3,4040.26,0.9,4.77,13.5,81.42,0.68,37,598
13a40b8d-ec2e-43ac-83b3-118afc562bf5,2025-10-25,TWR-005,875.77,3,4947.94,2.1,1.1,7.4,87.61,0.72,36,2833
48083e19-dabf-49f0-9a01-79bbbc501dea,2026-07-25,TWR-001,305.77,3,1073.21,3,4.44,2.5,79.25,0.53,16,4184
96ea2e3f-e583-4eed-ae9d-cc8b22fb86c7,2026-01-18,TWR-004,362.48,1,4775.83,2.6,4.31,18.7,60.99,0.99,39,201
9682aef3-1a9a-4e1b-93f4-5e933f7b7d4d,2026-07-22,TWR-002,225.67,1,2262.38,3,4.02,2.4,76.71,0.8,30,7071
f04422e1-60fc-42ba-94f9-d62105985c5b,2026-01-18,TWR-004,334.02,2,3786.92,2,4.48,5.5,73.77,0.86,18,9624
a3846fd3-9ebe-4efa-8710-4622ea1406a3,2026-01-06,TWR-003,124.93,2,655.37,0.2,2.83,11.7,75.33,0.98,18,1557
ec18df42-2106-45e4-ab73-88af2e61f8fc,2026-01-10,TWR-005,327.39,0,2846.91,3.7,2.25,15.7,62.11,0.83,35,8535
6b0bd158-16ca-4fb0-992c-78607b9d3b94,2026-03-06,TWR-005,739.82,1,2181,1.3,0.69,20.6,84.39,0.72,25,7762
ddef0c6f-e8ff-41bf-a92a-134e69789298,2026-06-29,TWR-005,330.45,0,875.65,0.5,4.46,10.3,86.32,0.87,20,2711
363052fb-7021-41cb-8f48-f1e652c6dbd4,2025-11-28,TWR-001,495.71,3,2624.88,2.3,1.43,6.6,93.54,0.5,30,498
e47400a4-d3b0-4cc2-a362-72ae183b99f7,2025-10-15,TWR-005,762.83,1,4100.73,2.9,0.52,12.3,78.98,0.67,38,4842
6938946b-9c61-421c-9cf0-13ae99429bb3,2026-04-01,TWR-004,628.06,0,3130.31,1,2.34,8.2,64.03,0.91,35,8273
2f1a667d-fea8-4568-a064-c3904af1f364,2026-02-02,TWR-005,712.85,0,3351.67,4.6,4.96,3.4,89.28,0.86,22,939
a03c9023-e6c1-4f97-9389-5a3cef603a55,2025-08-17,TWR-005,431.59,2,1519.75,0.5,3.21,15.8,79.69,0.98,5,735
fd17635b-9ae5-48ca-bf70-28c71023e216,2025-09-07,TWR-002,981.59,1,4189.78,2.7,3,22.2,85.31,0.99,23,2190
82337838-6072-40e6-ae04-fa73e7719528,2025-12-19,TWR-004,780.09,3,2343.38,0.5,2.71,4.5,67.51,0.94,39,5671
bd3cc94f-f416-42ff-adc1-df0edd1725b0,2026-02-09,TWR-005,676.37,3,3815.75,1,4.59,1.6,90.48,0.74,26,8565
5c4284ae-d9d3-42ff-8801-8b2af0d38159,2025-11-11,TWR-001,605,1,1426.41,3.4,2.75,12.9,78.5,0.94,27,8237
853ee056-805f-4a9f-a576-2a1532d3fc50,2025-09-17,TWR-004,662.19,2,3295.83,2.5,4.14,12,90.66,0.89,29,707
4ee8e8b8-5611-42bb-9523-da93e4705404,2025-12-12,TWR-002,567.84,1,589.34,3.6,4.58,4.4,91.58,0.87,25,6865
ab4c3541-d1f3-469b-ba62-e15ebd144da1,2026-06-05,TWR-001,186.23,4,4399.32,0.5,4.06,12.1,78.58,0.65,45,7284
eaac9b86-9cc6-4ad2-9dec-38f6d84fac46,2025-10-26,TWR-004,128.45,1,3367.25,3.6,4.54,3.1,85.55,0.82,27,8897
13cf5b38-21b6-4d2a-a272-9d64517ec67c,2025-08-05,TWR-004,684.18,3,4602.38,2.6,1.74,13,80.51,0.69,9,8332
bf56d6fc-eae9-42ed-9401-510c18d6ce67,2026-01-09,TWR-001,413.79,0,2902.49,2.1,3.41,13.4,64.78,0.6,11,1650
f49a3560-011d-46ad-ba4d-0de93b6b6c5f,2026-06-07,TWR-002,466.39,3,2200.03,2.4,3.16,15.7,86.3,0.71,47,8727
73ccff68-c180-46b0-98b0-2c3720031077,2025-11-01,TWR-005,444.58,3,2898.21,0.2,2.85,20.6,80.02,0.71,41,8640
1de6c975-7c3e-484a-a85c-4c11531b48f8,2025-10-05,TWR-002,236.73,1,2238.98,1.9,4.3,23.1,88.12,0.68,7,6960
bad6684b-0aba-4172-b111-1b9d1ba61dca,2025-11-06,TWR-005,281.02,1,3040.16,1.2,2.15,4.4,90.86,0.72,16,2549
1d2e9c56-35fe-4a38-bd92-3dc2b00d1253,2026-01-11,TWR-003,852.13,0,1010.49,3.7,0.15,19.8,75.04,0.57,39,4966
e35fc3c8-bec1-45dd-9474-b73c9830380a,2025-09-10,TWR-001,826.69,0,4200.89,5,4.42,13.5,82.26,0.53,25,3698
9738ed6c-08a2-4c38-b1c9-3aa3b81dce81,2026-05-01,TWR-003,629.95,1,4130.63,0.9,1.55,15.5,86.48,0.79,14,6324
9e69c8b1-85f0-4466-90c3-b99b1e14797d,2025-12-11,TWR-001,609.22,4,3836.11,4.7,0.4,9.8,82.47,0.59,44,3923
c02e76d4-ee3a-409a-9cd5-bbb59caac883,2025-10-05,TWR-005,251.07,1,1674.36,2.9,3.31,1.5,82.07,0.78,23,1998
3ecd9ec1-13f8-4f3e-975f-1e65c7879ce9,2025-10-25,TWR-005,249.76,4,4143.55,4.8,3.29,2.8,71.32,0.69,17,4954
1a32f634-b111-4cc3-96ab-545535339f84,2026-04-22,TWR-003,468.17,2,2143.3,2,2.37,14.2,68.03,0.84,47,8646
64e3358b-01cd-408b-ba32-110bb5a82731,2026-06-29,TWR-005,823.25,2,2163.93,3.9,4.46,14.3,74.67,0.59,22,6810
45b3cbd0-1aad-4924-aceb-692791d4db07,2026-02-18,TWR-003,214.77,1,2532.48,3.2,3.74,17.7,80.67,0.77,41,1880
a36b0202-b23c-4a5e-bfce-bd86ce89a0f6,2026-01-19,TWR-001,945.88,1,3818.06,0.9,0.56,8.9,62.94,0.64,20,4722
7ca38a4d-35c5-49fa-a3ad-8546304f3a61,2026-07-08,TWR-004,606.17,2,1779.72,2.4,4.34,10.5,84.49,0.91,41,1397
2c63071b-5d31-45f4-a74b-d6f1d143e029,2025-08-11,TWR-004,353.11,2,2178.62,4.9,3.35,17.1,65.88,0.69,17,2402
3cc2ef5a-cd4d-44e9-873b-54c30ba06846,2026-04-10,TWR-001,181.99,0,3531.56,1.9,2.52,10.9,93.05,0.84,14,5100
