Record_ID,Date,Customer_ID,Customer_Satisfaction_Score_CSAT,Net_Promoter_Score_NPS,Support_Tickets_Raised,Support_Ticket_Resolution_Time_Avg_Hrs,Complaint_Type,Customer_Sentiment_Score_via_NLP,App_Login_Frequency_Per_Month,Self_Service_Usage_Channel,Unpaid_Bills_Count,Average_Billing_Delay_Days,First_Contact_Resolution_Rate,Customer_Effort_Score_Ease_of_Interaction,Complaint_Escalation_Rate,Self_Service_Abandonment_Rate,Customer_Feedback_Submission_Rate,Social_Media_Sentiment_Score,Customer_Loyalty_Index,Channel_Preference_Shift,Proactive_Support_Engagement_Rate,Billing_Clarity_Satisfaction_Score
e471af35-e4f0-4220-afba-7c79210d838a,2026-03-21,CUST-778611,4,-59,0,11.2,None,0,4,IVR,3,8,85.82,5,1.88,6.37,2,0.78,0.71,None,8.23,4
a2c6886f-d23b-4e7a-9f10-e9ecf8d858fd,2026-06-03,CUST-125264,4,-96,3,31.7,Network,1,8,App,1,8,67.07,3,5.56,32.22,15.63,1,0.86,None,5.67,1
5c44059e-5d77-4685-9961-a910eabccdbe,2026-04-09,CUST-533449,4,78,2,65.9,Service,0,17,Web,1,12,64.2,2,9.62,17.21,8.03,0.18,0.83,None,12.04,2
8bd43437-f115-4272-8a03-8516c7239bd5,2026-04-02,CUST-359311,5,91,2,70.2,Service,1,8,Web,1,12,81.08,3,5.52,32.79,7.95,0.63,0.51,None,22.92,5
f034a2a7-28b7-4854-8b49-66eae622b635,2025-12-22,CUST-961456,4,-69,1,13.9,Service,-1,8,IVR,2,8,73.24,2,6.49,9.29,19.64,0.9,0.58,None,18.63,3
f155c981-b22f-4964-a1b6-c8794dc6c3f7,2026-06-13,CUST-372422,3,-85,5,48.3,Network,1,2,Web,3,4,86.63,3,3.2,9.46,8.21,0.91,0.66,None,16.33,4
d617c204-faa8-43da-87a1-e9192ae2958d,2025-09-02,CUST-510132,3,-99,1,21.3,Billing,-1,2,IVR,1,2,67.64,3,7.48,17.87,9.61,0.85,0.89,None,26.61,2
28eef3a4-c8ef-49ab-9466-a18574a08f75,2025-11-11,CUST-892177,4,-33,4,67.1,Other,1,13,IVR,1,11,76.24,3,4.76,32.78,9.51,0.76,0.53,None,7.26,4
16ec7117-dff4-4593-af7a-aac4c2a45c77,2026-06-01,CUST-262547,3,21,0,33,None,0,25,Web,1,1,88.44,5,5.5,16.35,16.02,0.73,0.6,None,8.6,1
b27e35b3-e365-4a27-a24b-d56ebfd9bd03,2026-07-16,CUST-312621,5,12,3,22.3,Billing,0,6,Web,3,12,73.59,2,1.83,33.75,13.65,0.19,0.69,None,10.59,2
c9a3d52a-c48f-4ad8-8dcf-f6145310d152,2026-05-21,CUST-571565,4,-55,5,2.2,Technical,1,2,Web,2,7,85.9,5,0.74,18.68,16.32,0.68,0.86,None,15.94,4
4515a19e-a3bc-4a24-b30c-b637a4c766a7,2025-11-10,CUST-962807,4,76,4,59.6,Service,-1,12,Web,0,6,89.04,3,9.6,13.18,1.51,1,0.82,None,13.69,4
d0aabc8a-527f-40bd-9e5f-d56ad414f917,2026-03-31,CUST-535197,4,87,1,38.8,Service,1,16,IVR,1,0,91.74,4,2.29,34.22,4.15,0.71,0.64,None,18.09,2
34921a07-d95c-4046-818f-7bf6f4841608,2026-07-14,CUST-553689,2,16,4,39.8,Service,-1,24,App,2,10,77.24,3,7.1,36.86,5.73,0.63,0.54,None,20.49,3
7213c016-6d06-4da3-ad17-642b7b888683,2025-10-10,CUST-706476,3,-2,3,35.3,Other,0,4,IVR,2,8,78.69,3,7.7,21.45,5.6,0.75,0.51,None,21.8,3
d9ffc83d-32cd-45c7-8fd7-5f1f54a3115c,2025-08-22,CUST-644311,3,51,1,16.8,Network,-1,21,App,2,4,61.34,1,1.89,16.06,6.25,0.63,0.56,None,15.02,4
e1f1fa74-3786-4394-bb2f-c0d6bf1aa1a4,2026-04-08,CUST-340625,2,91,1,5.2,Network,-1,17,Web,1,3,87.77,4,2.34,29.8,14.76,0.66,0.82,None,21.38,5
21e070b0-97c7-4cf3-8e4c-256b5bcb8885,2025-09-21,CUST-760121,2,-31,3,13.9,Other,-1,29,Web,2,12,63.92,2,3.03,9.23,6.41,0.91,0.57,Web to App,27.08,3
4fb43575-f1b4-41e9-aa5d-a02d6f9a2326,2025-11-10,CUST-549949,3,34,3,59.8,Network,-1,16,IVR,2,11,94.26,4,6.59,37.82,3.87,0.23,1,None,17.81,3
d18f795d-6697-4699-b4d7-cfaddf6d3f83,2026-07-13,CUST-424144,1,-10,1,27.2,Billing,1,29,App,3,4,60.59,4,7.93,16.55,17.49,0.96,0.73,None,24.69,1
1d17586b-1e92-4110-9be8-914b20566147,2026-06-09,CUST-228175,5,-7,4,50.7,Network,1,29,IVR,1,3,69.81,1,5.72,29.24,1.37,0.1,0.7,None,9.96,4
ed1af0fd-90ae-4f1b-856b-6bd67d83c8af,2025-08-14,CUST-613085,1,-69,2,15,Service,0,8,IVR,1,11,77.13,5,0.59,14.68,3.72,0.45,0.83,None,6.84,2
abfdaa6c-adca-4a0e-850d-96f286f1259e,2025-09-20,CUST-745828,1,-99,3,12.5,Network,0,20,IVR,2,12,89.16,2,6.59,39.5,15.5,0.49,0.9,None,26.21,5
226b33a4-f547-414c-8122-36c8e5ab66a1,2026-02-27,CUST-770725,4,-67,5,60.7,Technical,0,13,Web,0,12,78.77,5,9.56,18.23,16.6,0.2,0.66,None,23.72,2
cd7ce660-7f6f-4eaa-b4bf-200ea6b4e518,2026-04-27,CUST-972515,4,38,3,56.6,Network,1,14,Web,0,14,70.08,2,9.08,11.3,6.06,0.99,0.82,App to Web,25.83,2
a00b801c-2d3f-4694-9821-553759b64a84,2025-10-31,CUST-621888,5,-21,5,10.1,Other,0,19,App,1,4,93.5,4,3.49,29.62,15.8,0.85,0.65,None,6.47,1
ec8ecb36-b07f-4703-a3e6-5e70212aada4,2026-07-03,CUST-170768,3,-17,5,56.3,Other,1,15,App,2,11,76.42,2,9.1,33.45,3.96,0.3,0.8,None,14.13,4
22c418a4-986e-4e9e-8fb9-15bd918ccb22,2026-06-16,CUST-841293,3,51,5,56,Network,0,29,Web,0,6,88.6,3,1.12,11.28,1.93,0.55,0.74,None,5.41,3
7e1f4a5d-9f26-4497-8b17-a6a13a2e5d76,2025-11-18,CUST-254520,3,-44,1,45.2,Billing,1,25,Web,0,10,91,2,1.88,39.17,18.74,0.73,0.68,None,6.44,1
d26fcc61-fd24-4325-a9b5-9cc753b0c3e7,2025-12-24,CUST-370069,4,25,0,19.4,None,0,12,App,2,0,60.64,5,3.78,29.55,4.81,0.56,0.84,None,19.39,2
f009c5ba-cf3a-49fa-884c-e592f5b332b1,2026-03-24,CUST-434408,2,55,0,50.8,None,1,10,App,1,1,70.48,2,9.89,16.95,7.61,0.24,0.83,None,18.57,4
9cf1fb5a-2bf1-4e02-b0fb-b62988ee0358,2025-09-12,CUST-868233,1,2,4,58.3,Network,1,1,IVR,1,11,63.43,2,9.96,16.93,3.56,0.46,0.76,None,20.11,4
d1067d34-a18b-40c6-a248-4c280927dbda,2025-12-11,CUST-107338,2,17,2,69.8,Network,1,6,App,2,4,61.02,1,1.63,37.87,18.55,0.33,0.53,None,13.75,2
9ceefb0c-e9bc-477c-b9ce-392bcdba7a13,2026-05-25,CUST-652453,5,-54,4,31.7,Other,-1,10,IVR,1,9,88.77,5,1.46,23.45,9.24,0.5,0.84,None,7.56,3
1f85490c-54cd-4e3c-824a-9a6ac5bf6864,2025-11-23,CUST-113523,3,54,3,71.4,Billing,0,17,Web,1,10,68.8,4,5.07,23.11,13.42,0.58,0.54,None,29.92,5
f789ab72-b4a9-4531-bcc5-9d6a0167e092,2026-01-27,CUST-228760,5,57,2,42.2,Service,1,5,Web,2,6,73.54,2,3.91,31.27,10.6,0.44,0.56,None,19.89,3
4b21d80b-bc2b-4d5c-b4c2-54151bf7b498,2026-03-17,CUST-766382,2,-95,3,44.3,Other,-1,11,App,1,5,60.54,2,5.85,16.48,13.79,0.91,0.61,None,8.09,1
6d6359af-c5db-42bd-b1ee-b198138e3432,2025-10-24,CUST-416250,4,-73,1,2.9,Other,-1,19,IVR,3,12,76.57,5,5.37,13.97,4.51,0.56,0.62,None,20.62,2
624ecfe7-3a28-4012-b144-692729f9a2cc,2025-12-12,CUST-342030,4,-41,1,52.1,Service,0,13,Web,2,3,80.58,2,1.27,39.63,11.05,0.72,0.82,None,27.6,4
8176d68f-1470-4faf-95e6-bee0c8086a90,2026-06-02,CUST-149095,2,12,2,62,Service,1,8,IVR,1,8,61.06,4,4.05,20.62,2.48,0.11,0.99,None,19.3,2
c1029716-4e54-4065-bcaa-599cfad605dc,2026-01-08,CUST-495746,1,-29,4,70.4,Technical,1,16,Web,3,14,61.96,4,9.16,30.01,14.43,0.94,0.53,None,22.19,3
1077ae63-2f6f-4a6a-a238-b224cd0816e9,2026-06-03,CUST-890124,4,-31,1,20.6,Other,-1,22,Web,3,5,84.41,3,7.51,38.45,7.34,0.3,0.58,None,10.26,2
ba683115-c140-4923-8927-30e013aa8c8b,2025-08-20,CUST-768436,4,81,3,57.1,Billing,1,27,App,2,0,63.64,2,7.3,11.54,18.53,0.88,0.66,App to Web,12,3
5855b089-6d62-4bee-b10c-9570689de694,2026-01-02,CUST-173875,3,94,5,62.5,Service,0,19,IVR,1,6,74.77,2,2.08,33.92,10.63,0.87,0.79,None,8.08,3
c069b9bc-b0ac-45ab-b671-4bfacf07dd23,2026-06-14,CUST-574208,4,-71,1,34.8,Service,0,4,App,2,4,76.87,4,7.67,16.79,19.77,0.35,0.62,None,22.59,2
03aa6fbb-3e8a-4a18-b33e-986f410a6433,2026-02-25,CUST-639217,3,87,1,29.7,Billing,0,3,IVR,3,7,80.05,2,6.21,18.57,19.41,0.58,0.85,None,11.79,4
e57a9837-e465-4513-8a89-c46acaa28bf6,2026-07-21,CUST-150154,4,99,3,58.5,Other,0,14,IVR,1,2,62.5,4,3.24,29.34,8.71,0.43,0.71,None,23.66,4
d829a62c-6e98-49ad-9829-e959a15f93d9,2026-06-27,CUST-195299,3,22,1,14.2,Network,-1,6,Web,3,8,70.39,3,4.31,5.87,12.03,0.63,0.67,None,29.56,4
86bd7950-499d-4241-a843-a5ece190ba52,2025-12-15,CUST-377244,3,-1,4,50.3,Technical,0,3,Web,0,11,92.48,1,1.45,8.03,9.3,0.48,0.8,Web to App,6.54,2
90220cad-08e9-404f-aab4-98114fffab78,2025-08-27,CUST-688114,2,-30,5,4.7,Billing,-1,17,Web,1,3,60.63,2,8.62,21.46,3.67,0.51,0.69,App to Web,20.13,4
57124c1c-667c-42da-b9df-de65a75c40b6,2026-04-19,CUST-125385,1,-67,3,38.1,Network,0,13,Web,1,8,85.51,4,9.53,28.19,17.78,0.84,0.56,Web to App,8.14,4
16b34efc-2f8b-4285-9345-26d2f0fe32d5,2025-08-13,CUST-733492,4,-91,4,63.3,Technical,1,1,Web,3,2,64.15,4,9.27,33.3,13.07,0.24,0.79,None,13.48,4
52c2ef40-fca7-40f5-afdf-2ad10c28f006,2026-02-17,CUST-489230,1,56,2,58.4,Service,-1,1,IVR,2,7,92.21,1,0.94,25.95,17.8,0.28,0.66,None,14.17,3
c3859c41-3133-459e-b522-a48aabbda6ae,2025-12-10,CUST-489763,5,-97,0,43.1,None,-1,19,Web,1,6,94.32,3,6.5,21.03,11.27,0.59,0.78,None,25.91,3
aae13ff7-35e8-4720-a0ae-a346c42c0a77,2025-12-30,CUST-718556,2,-86,4,33.8,Network,0,27,App,0,6,89.63,3,9.56,26.38,2.78,0.85,0.56,None,15.39,4
7e0ee121-9f28-42ac-953f-7f90d9f0ea49,2025-12-27,CUST-637378,3,16,1,23.8,Technical,-1,1,IVR,3,7,75,2,1.43,12.11,14.1,0.3,0.72,Web to App,28.12,5
af089812-2343-4c0c-a011-2ee4bb5bfd7c,2025-07-28,CUST-863328,5,-65,2,33.1,Technical,0,1,Web,0,13,72.21,3,4.8,37.86,19.56,0.22,0.67,Web to App,6.3,3
89473cb7-0825-4c38-96c4-5696f6f7a439,2026-02-05,CUST-580147,3,30,3,69.4,Technical,1,5,IVR,2,4,64.62,4,1.85,6.03,14.34,0.39,0.76,None,29.97,1
a4dc1b2f-e982-4aed-a007-368cfbc2ce15,2026-02-05,CUST-146348,3,3,1,48.6,Technical,1,11,App,2,6,62.97,3,8.34,17.35,9.19,0.52,0.54,None,12.08,2
90e5b54f-3c50-42db-ab20-e4e515531855,2026-06-28,CUST-592884,3,-47,1,39.1,Technical,1,26,Web,1,7,86.15,5,0.37,22.46,11.83,0.61,0.81,None,29.42,2
a54c9685-36c9-4358-8f98-bb2db9997741,2025-10-27,CUST-982149,2,14,0,46.2,None,1,5,App,3,5,93.38,3,5.23,6.35,9.55,0.88,0.73,None,13.68,1
d5029916-4d7e-496c-8aba-b2a4f48cee8c,2026-07-12,CUST-537312,3,-51,4,34.3,Billing,0,15,IVR,0,14,64.46,1,9.54,13.08,18.99,0.16,0.66,None,17.06,3
010f83bf-2dad-452b-a848-2c2dbac699e4,2025-10-11,CUST-524785,2,51,3,21.5,Other,1,9,Web,3,8,61.37,2,4.89,37.67,10.16,0.2,0.56,None,28.87,4
34ecc575-d198-44ce-855f-d608b5a707b8,2025-07-26,CUST-859058,2,-88,2,12.8,Other,0,0,App,3,8,84.27,3,7.14,22.39,12.65,0.69,0.91,None,5.52,4
f6647e01-f750-44cf-bb15-56d981c2b47d,2026-07-14,CUST-903690,3,57,2,58,Technical,-1,11,IVR,3,7,89.2,3,8.77,11.21,8.11,0.45,0.51,None,8.46,4
436209c6-2af0-4994-a602-799df93948e5,2025-08-08,CUST-319154,3,-6,0,60.4,None,-1,19,IVR,1,3,92.75,3,3.36,6.98,5.55,0.97,0.76,None,13.45,1
77eee158-e3ac-459f-b229-3e8fe2d88ee1,2025-12-08,CUST-493695,5,97,3,26.8,Billing,0,11,IVR,1,0,70.21,4,2.17,34.55,5.18,0.54,0.72,None,24.48,4
a9180a5a-8c67-4b24-bca1-4a2b5afa1cce,2026-07-18,CUST-792694,2,-26,3,58.1,Service,1,22,IVR,3,10,69.47,2,5.46,5.6,6.04,0.32,0.78,None,23.01,4
5ea86f05-48e5-452c-83a1-bbea220d27b1,2025-12-10,CUST-901431,4,11,2,17.8,Other,1,23,App,1,7,83.99,4,6.05,28.87,13.98,0.91,0.78,None,27.62,3
649d13dd-b20e-426f-9c03-8e62b33ce178,2025-10-13,CUST-392638,3,-48,4,13,Service,0,19,Web,2,11,87.4,3,8.87,15.4,12.37,0.51,0.51,None,22.87,2
2c6d96de-0cff-4688-afbf-099e9db3a454,2025-07-29,CUST-968963,3,-75,0,17.6,None,1,23,IVR,1,6,61.31,3,7.15,18.01,1.32,0.15,0.6,Web to App,12.3,1
0fb42a2a-b8e3-479a-b0e0-d0ca16a08c56,2026-06-02,CUST-460231,2,84,4,28.8,Technical,-1,18,Web,1,3,89.05,4,7.1,7.95,7.13,0.8,0.82,None,15.18,4
f9c74e4f-7da7-48b5-8c34-03586ee18e5d,2026-02-05,CUST-299413,3,-11,1,64.6,Service,-1,13,Web,3,12,60.56,3,2.34,20.77,15.93,0.66,0.64,None,17.19,4
a1198903-de7c-44b5-b7ea-f3c9061c9eb7,2026-01-03,CUST-477741,4,-79,5,20.6,Billing,1,14,IVR,3,5,71.06,3,9.35,34.82,17.23,0.15,0.9,None,12.39,4
329aee26-dadb-4b54-b10e-d9c6e6061961,2025-11-17,CUST-869679,3,60,0,68.9,None,1,10,App,1,13,78.71,4,3.43,26.02,13.85,0.16,0.57,None,11.03,5
f6884f99-3c2d-403f-9111-bb5468760bf9,2025-11-04,CUST-809841,5,12,1,56.8,Service,1,28,Web,2,11,71.95,2,7.48,25.97,7.73,0.65,0.87,None,17.42,3
03fac456-d98e-442c-9916-222edab92133,2026-04-14,CUST-567628,3,-78,3,48.4,Service,1,21,IVR,2,6,82.48,3,1.46,31.34,18.6,0.76,0.77,None,5.56,3
743430bf-31c9-4671-b8ee-12bec94761ba,2025-09-24,CUST-862165,5,71,0,39.6,None,0,25,Web,0,4,89.25,3,9.08,13.83,16.87,0.36,0.98,None,18.18,1
ad09e90b-b1fe-450b-90ef-9ffbdeceb67c,2026-01-02,CUST-944455,3,-23,2,12.2,Technical,0,24,Web,1,13,62.55,5,3.24,9.54,16.11,0.69,0.95,None,19.79,5
9ecb0df6-eba4-4627-bd6e-7d72fc8787bc,2026-03-12,CUST-973823,1,-66,3,43.7,Service,1,2,IVR,1,12,73.69,1,8.13,34.93,16.77,0.86,0.57,None,28.75,3
9d95f99f-e817-46d0-b508-ac388bdf3863,2025-07-30,CUST-670649,4,63,1,41.3,Service,1,29,IVR,3,9,92.14,4,3.95,39.77,18.74,0.84,0.82,None,10.95,2
8ce1ff5b-2eb8-4d51-9207-f727948fba98,2026-01-13,CUST-575362,3,-5,2,50,Network,1,14,IVR,2,10,70.85,4,4.71,30.12,18.22,0.9,0.68,None,25.85,2
7af089e6-1cb5-48ba-ae89-617aa06a09fe,2026-02-10,CUST-214408,1,-97,4,21.5,Billing,1,14,Web,3,14,60.22,1,3.04,10.2,2.43,0.89,0.68,None,28,5
519942f6-01bd-4050-bc3c-aed0d4ef068b,2026-06-20,CUST-667368,1,-80,4,37.5,Other,-1,23,App,2,8,71.33,3,5.52,12.2,10.56,0.48,0.85,None,21.02,5
3a12d0c7-c5a6-4b5a-9a02-356ce1a4b62c,2026-03-28,CUST-311436,1,-55,2,61.6,Network,0,13,Web,1,8,84.45,3,7.29,11.08,15.03,0.45,0.98,None,14.57,2
17afb2d0-841e-495e-a7d7-9bb15b34c387,2026-06-15,CUST-214205,5,20,1,30,Other,1,4,Web,3,12,63.91,1,7.79,26.19,19.57,0.8,0.66,None,5.27,1
0b284612-9590-46c4-8563-a79beabdb11e,2026-01-31,CUST-781696,1,32,4,16.4,Billing,0,6,Web,1,10,72.04,1,1.76,11.47,2.21,0.84,0.53,None,24.92,2
9a432190-00f3-419c-ae5e-f9c13ecc3ff4,2026-01-18,CUST-723692,5,7,4,55.2,Technical,-1,0,IVR,1,5,89.6,3,7.93,11.86,18.82,0.9,0.57,None,17.34,4
6d7ab4e5-8751-4544-b11f-7ce6504823ef,2025-09-12,CUST-447852,5,-1,1,38.6,Technical,1,10,App,0,7,92.59,4,0.5,8.41,6.38,0.89,0.67,None,9.22,1
efd030c9-1aa4-48c9-b4b3-f6e3ee544fa7,2025-09-12,CUST-128701,4,56,3,3.4,Billing,0,19,App,1,1,66.21,5,3.97,33.78,1.13,0.17,0.67,None,5.24,2
b70d8542-34ac-4ba5-a0ff-1da78871deb0,2025-10-21,CUST-343837,4,-56,1,39.2,Billing,0,18,Web,2,6,80.76,2,2.07,35.14,13.11,0.13,0.56,None,18.01,5
6de0f07f-9959-486d-851e-bd48a1e9e5e5,2026-07-16,CUST-270601,5,-92,0,50.7,None,-1,7,App,1,9,71.6,2,6.86,32.08,2.46,0.74,0.77,App to Web,6.56,4
5d0d8516-c3b1-445a-9833-013d3bdc2c6a,2025-09-08,CUST-178143,2,-22,5,48.1,Service,1,29,IVR,2,3,70.99,5,2.08,5.79,1.26,0.18,0.78,None,17.88,2
88731482-5a51-4512-b7d5-d45e7302180e,2025-09-22,CUST-148495,3,93,4,27.2,Technical,1,16,Web,1,12,81.39,3,2.56,23.78,13.7,0.96,0.65,None,19.42,3
838c23b4-a10f-4070-a97a-e1d2a6b62845,2026-05-02,CUST-105182,3,13,2,60,Billing,1,10,App,1,10,74.99,5,1.3,36.41,18.94,0.34,0.55,None,28.6,2
01a8480e-8269-4580-ac3b-3ae0bc031854,2025-11-14,CUST-352355,4,51,3,31.7,Network,1,23,IVR,2,1,85.2,2,7.53,39.9,19.17,0.4,0.76,None,5.55,4
a461ec38-61ac-47df-9f0d-a5816d5dfd82,2026-04-21,CUST-855015,2,51,2,70.9,Network,1,27,App,0,2,84.73,4,5.8,23.36,13.78,0.43,0.98,None,18.02,4
21dba590-359c-4f14-8489-5b8575995ea6,2026-02-15,CUST-384007,3,-22,2,52.2,Service,0,29,Web,1,0,86.03,4,0.49,32.2,11.82,0.32,0.73,None,22.08,5
1cd17144-c769-44df-8ba7-0a181449f486,2025-08-31,CUST-751846,3,49,4,61.1,Billing,0,13,Web,1,5,68.06,1,0.24,37.23,10.72,0.52,0.89,None,11.93,3
451cbe64-5cf8-4968-9d09-accd71f95eb9,2026-04-06,CUST-976963,2,82,5,33.7,Service,1,20,IVR,3,11,60.5,2,5.21,39.53,5.21,0.93,0.84,None,5.73,4
1425a1c0-c4b0-4a3c-9e25-9565048bb400,2025-10-29,CUST-335765,4,-65,3,38.2,Network,1,20,App,0,8,94.44,4,8.82,6.87,14.21,0.84,0.93,None,16.92,4
ab87dcf0-e7e0-460e-a360-eea2640ea25b,2025-11-14,CUST-275422,4,85,0,30.6,None,0,2,IVR,2,8,86.33,1,5.46,17.89,13.84,0.37,0.86,None,14.67,4
4ffb2dde-09f7-4e6a-8c6c-e95359b835f8,2026-02-27,CUST-484168,3,53,1,37.4,Other,0,30,Web,0,3,86.2,2,3.55,38.62,2.53,0.86,0.67,None,16.93,3
c8455144-f28a-4250-bcc3-0d27d2059de9,2026-05-25,CUST-395832,3,-27,3,35.1,Network,-1,22,Web,3,7,94.04,4,4.27,10.8,7.69,0.21,0.76,None,16.85,2
7b08c61b-2205-4656-9405-7091257f0ff0,2026-02-24,CUST-425220,3,59,0,10.5,None,-1,1,App,0,8,64.42,3,2.04,13.81,1.73,0.86,0.66,None,28.99,5
a5282391-f5d6-4bb3-8abd-1adace55ec9d,2026-02-01,CUST-574576,3,66,4,3.3,Service,0,14,IVR,2,8,64.93,2,3.6,32.86,15.98,0.37,0.58,None,18.87,2
65efb611-8697-4fd3-a9dd-583a9c29ad87,2025-07-30,CUST-946184,4,94,4,29.7,Network,0,24,App,0,9,83.81,3,0.38,17.45,4.61,0.49,0.85,None,19.11,5
624b7cdb-e9eb-4dc7-b35f-7512e764a9a4,2025-10-22,CUST-934436,2,-42,4,21.3,Technical,-1,16,IVR,0,10,61.04,2,4.96,30.58,3.57,0.92,0.73,None,29.33,2
f4a0c8f9-9d2a-4c9f-86e5-c383e9fbfc6b,2026-07-05,CUST-228415,3,7,2,40.8,Network,1,4,IVR,1,10,76.01,1,6.18,30.68,8.79,0.89,0.83,None,21.48,5
8ccb5940-179a-4a2e-9d9b-3623c9fe433e,2026-07-24,CUST-356804,1,-23,3,42.7,Billing,0,11,IVR,3,3,79.25,4,8,26.92,16.78,0.67,0.98,None,19.05,3
30861b8c-1e65-47d5-8fab-edb865f73b77,2026-06-20,CUST-300908,3,-69,2,45.5,Billing,0,7,Web,2,5,88.57,4,3.04,23.07,12.82,0.66,0.53,None,26.24,5
7f88bae2-329e-47c2-bc23-f2bf95d82619,2025-09-20,CUST-840840,4,81,2,18,Other,-1,20,Web,1,10,73.17,4,4.15,13.89,2.49,0.29,0.52,App to Web,27.39,1
db6d434b-31a9-4c57-83b5-1976f173eebc,2026-05-07,CUST-450702,4,13,0,7.1,None,0,2,Web,0,6,72.02,3,4.28,28.6,3.49,0.58,0.83,None,28.47,2
e563809d-3785-4fab-b175-63296b481f46,2025-11-06,CUST-470242,1,95,4,47.4,Other,-1,18,Web,2,10,62.13,2,5.01,31.57,12.04,0.87,0.52,None,20.75,5
5fdc6b75-a620-45ba-8ecd-e99caa24aa90,2025-10-29,CUST-458686,3,78,4,1.8,Billing,-1,20,Web,2,8,80.95,4,1.26,21.38,3.55,0.92,0.62,Web to App,5.19,2
d8eec5c6-c590-4b73-b2d5-48af8d6061ca,2025-12-21,CUST-375039,3,16,5,37.2,Service,0,30,IVR,3,5,70.42,3,9.11,10.49,7.24,0.52,0.91,Web to App,26.24,2
33328ca9-b2f4-4d3a-88b4-de62bd04c07a,2025-09-05,CUST-641434,4,-39,0,71.1,None,1,3,Web,1,8,79.29,3,7.63,34.92,13.02,0.93,0.99,None,27.47,4
8fb93741-e9ed-4444-acd5-d2f10a2338e9,2025-09-27,CUST-971561,5,-99,0,15.9,None,1,3,App,1,14,75.32,3,4.45,24.07,18.46,0.75,0.73,None,26.34,3
95c3ced0-3222-4d58-9c20-a681792eb28b,2025-08-06,CUST-106953,2,-58,1,46.2,Technical,1,23,Web,3,9,79.71,4,8.07,5.83,12.91,0.93,0.61,None,24.1,4
b30bbf88-4cae-4426-b647-264e4ff8669e,2025-08-12,CUST-703296,5,-100,1,2.3,Billing,1,16,Web,1,12,89.4,2,9.93,15.06,18.65,0.66,0.85,None,27.29,3
36fb86e4-6577-4494-8f4c-09179a08cd02,2026-04-04,CUST-161971,5,67,0,48.1,None,0,7,App,2,11,91.41,5,7.47,9.47,16.65,0.7,0.94,None,13.87,3
95e0bf45-ef99-4905-90bb-21d2eebc7b48,2025-09-11,CUST-691161,2,14,4,7.3,Network,1,15,IVR,1,14,75.34,2,7.92,21.26,16.11,0.4,0.86,None,5.25,2
f9b3aeb5-29cd-4ebd-a290-80b14eee245f,2026-07-07,CUST-373481,3,64,1,60.8,Technical,0,26,IVR,2,3,89.6,2,3.74,19.85,9.59,0.45,0.91,None,14.54,2
4c0add89-0741-437b-86fa-6e724b4d03c7,2025-08-31,CUST-531775,1,79,1,60.5,Other,0,18,App,0,10,67.79,4,6.31,19.19,10.19,0.43,0.73,None,6.56,3
770f93da-ce3a-41d1-b6e1-ab9d0071aa68,2026-02-10,CUST-759929,3,-17,1,64.9,Billing,0,21,App,2,6,90.52,3,3.82,21.42,9.96,0.96,0.93,None,14.83,2
09d233a7-c73f-4078-b61d-7edc880498a0,2026-02-28,CUST-329725,5,23,2,66.9,Network,1,4,Web,1,14,67.68,2,6.73,37.73,17.01,0.78,0.89,None,27.77,2
cfc7705f-9de7-4586-829e-0e64a99dadb1,2025-12-11,CUST-310831,5,-36,3,25.8,Billing,0,18,IVR,2,11,67.43,3,1.6,35.76,13.24,0.14,0.55,None,16.72,2
2c737966-b6de-4c70-955b-9b5fd978bc16,2025-10-22,CUST-339804,2,-87,1,33.4,Network,0,4,Web,2,4,67.14,4,6.44,7.44,2.6,0.73,0.52,Web to App,26.79,5
2b95ee68-b0c1-48e2-a29a-d995307814b4,2026-03-25,CUST-149022,4,-62,0,5.5,None,0,27,App,3,12,80.09,3,4.17,26.42,5.65,0.52,0.91,None,22.37,3
da02b44c-280a-4213-9aa2-67548cd82a91,2026-05-06,CUST-915927,4,-32,1,13.5,Technical,0,10,Web,1,11,94.82,1,1.86,21.79,14.33,0.2,0.68,None,28.69,1
544694ce-826f-4d49-a2ed-99916781b976,2025-12-02,CUST-846871,4,-29,0,23.5,None,-1,2,IVR,1,7,88.63,1,2.73,23.3,17.03,0.42,0.91,None,6.06,3
43487b09-9ac2-432f-af3b-cfed6066d6f5,2026-06-04,CUST-132802,1,-78,1,71.7,Network,0,22,IVR,1,1,68.46,4,0.44,16.33,7.25,0.38,0.98,None,10.3,2
0b334b98-2cdf-41e0-98f0-825cc8c9d844,2026-02-05,CUST-432812,2,36,4,11.4,Service,-1,6,Web,2,5,92.92,4,8.11,20.27,14.05,0.9,0.64,None,23.83,5
dd7ee22d-a8b4-4f41-a8ac-4a06dbacb880,2026-03-29,CUST-902183,4,46,3,61.1,Technical,1,5,App,1,2,88.52,4,1.7,18.57,5.21,0.63,0.6,Web to App,11.17,3
5fde8f52-90cf-441e-b4d4-6315f07d8de2,2026-07-23,CUST-952327,3,65,1,70.2,Technical,1,2,Web,2,6,92.32,3,6.01,14.53,7.1,0.88,0.75,Web to App,19.8,2
5bab83a7-7df5-454c-b4ac-bf27ab727da7,2026-02-11,CUST-839687,3,-10,2,51.2,Billing,0,20,App,1,13,76.51,2,2.9,24.42,1.84,0.89,0.97,None,14.04,3
