Record_ID,Date,Customer_ID,SIM_Swap_Frequency,Unusual_Call_Patterns_Flag,High_Roaming_Alert_Flag,Device_Blacklist_Check,Account_Hijack_Risk_Score,Multiple_SIM_Registration_Attempts,Identity_Verification_Passed,Call_Forwarding_to_Premium_Numbers,Shared_Device_Flag,Fraudulent_Payment_Attempts,Account_Takeover_Detection_Rate,SIM_Cloning_Incidents,KYC_Compliance_Rate,Suspicious_Device_Change_Frequency,Fraud_Investigation_Success_Rate,High_Risk_Transaction_Alerts,Roaming_Fraud_Detection_Rate,Multi_Account_Linkage_Risk_Score
2ae94f1d-6704-4f7d-b63d-3b87d720bdf0,2025-11-01,CUST-583816,2,No,No,Yes,0.9,1,Yes,No,Yes,0,95.55,0,90.83,0,58.86,No,0.61,0.59
e67ba455-c036-4c88-aac4-d3b8d0782434,2026-03-04,CUST-390305,0,No,No,Yes,0.57,1,Yes,No,Yes,3,93.19,0,95.91,5,78.22,No,1.55,0.73
af2f897a-3216-4d18-a562-7fad2f2b4eed,2026-06-04,CUST-727989,2,No,No,Yes,0.12,2,Yes,No,No,2,90.96,1,91.45,2,70.1,No,1.44,0.24
66a16939-4dce-4594-a88d-f9de922e26bf,2025-09-18,CUST-397156,1,No,No,Yes,0.83,0,Yes,No,No,1,81.22,1,96.12,1,61.11,No,0.55,0.77
d32c7385-9e29-473b-8ac9-4aeb78be99ca,2026-01-10,CUST-504724,2,No,Yes,Yes,0.24,1,Yes,No,No,3,86.69,1,95.82,2,57.59,No,2,0.78
6f217296-1a09-43a4-92c7-5d13544f3c7a,2026-05-22,CUST-291772,2,Yes,No,Yes,0.42,0,Yes,No,No,3,95.47,1,99.82,2,64.41,No,0.58,0.38
692e4d9d-c901-472e-8e43-0c8e3a3d37fc,2026-06-02,CUST-112294,0,No,No,Yes,0.88,1,Yes,No,No,2,87.15,0,91.81,4,70.3,No,1.96,0.3
ad36e7e2-67f3-46f8-9cef-1079f94b8b41,2026-06-14,CUST-438899,1,No,No,Yes,0.48,1,Yes,No,No,1,91.15,1,92.84,1,54.1,No,1.21,0.26
82896e6d-f43f-46d9-837d-994938e9aa2b,2026-05-24,CUST-641800,0,No,No,Yes,0.18,2,Yes,No,No,1,94.46,1,93.29,4,67.52,No,1.07,0.32
33f85a59-6935-4c1d-8aa5-b3d8c25b536c,2026-05-28,CUST-248803,3,No,No,Yes,0.48,0,No,No,No,1,94.34,0,94.94,2,61.44,No,1.11,0.62
69a2a975-9502-451a-9035-3bfa56fbf5b8,2025-09-26,CUST-806364,3,No,No,Yes,0.6,1,Yes,No,No,1,89.35,0,98.08,5,76.33,No,1.12,0.74
06450cc8-8670-40da-9a23-99bd9c00beee,2026-06-01,CUST-367475,1,No,No,Yes,0.92,2,Yes,No,No,0,81.68,1,92.49,5,60.44,No,1.53,0.58
d97ccead-a2fd-4ddd-b8f7-c9d7bea44e8b,2025-09-08,CUST-322937,2,No,No,Yes,0.27,2,Yes,No,No,0,82.32,1,91.77,3,63.5,No,1.51,0.58
c67eb270-7dfd-4579-af48-0461d9b3f0a4,2026-01-19,CUST-324198,0,No,No,Yes,0.83,2,Yes,No,No,1,89.19,0,96.34,1,66.61,No,0.47,0.26
def7ef93-c254-4e79-b965-627eea2513f2,2026-01-26,CUST-300864,0,No,No,Yes,0.41,1,Yes,No,No,1,88.07,0,94.24,2,51.54,No,1.2,0.22
32841dfb-76ce-49e7-96f6-e502a680c8bf,2025-12-13,CUST-430151,2,No,No,Yes,0.13,2,Yes,No,No,0,97.44,0,98.48,0,69.91,No,0.69,0.53
00ded617-1dbf-41c7-bd40-3d1fbe817637,2025-09-19,CUST-726792,2,No,No,Yes,0.13,0,Yes,No,No,1,94.9,1,97.28,4,70.03,No,0.21,0.25
2b530a32-d913-4a79-9a72-5990d8562493,2025-09-29,CUST-689325,1,No,No,Yes,0.45,1,Yes,No,No,2,81.62,1,94.22,5,55.16,No,0.95,0.38
8c5038d1-d03f-40ec-973e-1fb620c34177,2026-05-24,CUST-325031,3,No,No,Yes,0.84,0,Yes,No,No,0,96.44,0,97.22,2,75.16,No,0.53,0.61
8cca5e25-4c73-4cb3-8eff-019d8879d859,2025-12-07,CUST-140041,2,No,No,Yes,0.44,2,No,No,No,0,83.02,1,99.3,4,63.8,No,0.42,0.55
a9b72d13-96f7-4930-9f3d-005b14115eec,2025-09-17,CUST-612220,3,No,No,Yes,0.77,1,Yes,Yes,Yes,1,96.97,1,90.16,1,77.85,No,0.44,0.13
5fcacf83-2cec-44e8-99bc-03f6442e54eb,2026-03-24,CUST-404588,2,No,No,Yes,0.17,1,Yes,No,No,2,87.46,0,95.48,2,89.46,No,0.78,0.59
a178e489-2908-43fd-8cbd-9f2addf9f59e,2026-06-13,CUST-725778,3,No,No,Yes,0.42,1,Yes,No,No,1,91.22,0,99.27,4,69.86,No,0.81,0.79
847123aa-9fee-4527-8b6e-3d73a22fe2de,2025-09-13,CUST-438355,1,No,No,Yes,0.45,0,Yes,No,No,2,88.15,1,91.12,4,65.7,No,0.63,0.52
2b1c2fe2-7897-407b-bbad-5a34d40e580f,2026-02-16,CUST-860092,2,No,No,Yes,0.36,1,Yes,No,No,1,97.08,0,94.45,3,64.28,No,1.43,0.2
aad74c48-57cf-4aa0-b563-11a711de94ff,2025-08-08,CUST-558591,1,No,No,Yes,0.24,1,Yes,No,No,1,81.2,1,96.57,4,53.38,No,0.95,0.21
795d211b-9ea6-46ae-9a91-9cdbc18e0d53,2026-02-22,CUST-481056,2,No,No,Yes,0.21,1,Yes,No,No,0,93.7,1,93.24,3,61.89,No,1.92,0.67
38d5300b-2587-4dec-9893-03431982c79d,2025-07-28,CUST-355132,1,No,No,Yes,0.23,1,Yes,No,No,1,95.72,0,94.08,5,60.12,No,1.24,0.13
dc1f208c-e49b-4951-b6e8-c3fc27824ee3,2026-03-31,CUST-658054,0,No,No,Yes,0.57,1,Yes,No,Yes,2,86.45,0,91.89,0,54.08,No,0.82,0.29
29e6b2b1-61ad-436f-a52f-74fec62a10d6,2026-05-18,CUST-485366,0,No,Yes,Yes,0.85,0,Yes,No,No,0,95.84,1,92.33,2,55.77,No,0.39,0.78
458e72ec-6166-4d14-b6d9-6aa36e5dcb01,2026-02-20,CUST-878281,2,No,No,Yes,0.62,1,Yes,No,No,2,90.47,0,92.05,1,81.25,No,0.73,0.45
26765a42-ddc0-4b27-b142-00274159b3b3,2025-12-20,CUST-216521,3,No,No,Yes,0.65,1,No,No,No,1,88.91,0,96.93,1,76.86,No,0.78,0.61
200a27fc-30eb-43cb-afd9-2e2fcde35b87,2026-03-07,CUST-488900,2,Yes,No,Yes,0.52,2,Yes,No,No,1,88.48,1,99.33,1,82.26,No,0.32,0.48
a0418b7d-cb95-42cd-bdf2-682eec8e50d6,2026-07-04,CUST-414730,2,No,No,Yes,0.33,1,Yes,No,No,2,93.02,0,96.75,1,70.81,No,1.53,0.51
1f6889ce-b4f8-45d5-9bbd-0293b494063b,2025-09-23,CUST-341030,0,No,No,Yes,0.73,2,Yes,No,No,1,91.93,1,91.93,2,72.53,No,1.37,0.25
e251b69b-f6bf-4eab-8c8b-df492c8c48c9,2026-04-24,CUST-267086,2,No,No,Yes,0.79,2,Yes,No,No,0,86.43,1,91.11,1,69.85,No,1.81,0.15
0dfa7631-507a-451f-9fe0-1d040ff13d67,2026-07-13,CUST-876860,1,No,No,Yes,0.44,1,Yes,No,No,1,88.19,0,92.75,0,67.17,No,1.2,0.38
1db24218-9bb5-4ab6-9a8e-8b81201139a5,2025-12-06,CUST-829633,2,No,No,Yes,0.4,0,Yes,No,No,1,83.13,0,99.67,1,61.01,No,0.59,0.43
1dc04bbb-6655-44ce-8276-e234aa49edf7,2026-07-02,CUST-321735,0,No,No,Yes,0.68,0,Yes,No,No,2,81.86,0,93.26,3,51.49,No,0.68,0.54
ba201850-92e5-4358-b7e3-f8cbf72d034d,2026-05-01,CUST-921874,1,No,No,Yes,0.35,1,Yes,No,No,3,85.45,1,96.93,1,55.78,No,0.6,0.64
d994e9dd-efaf-4433-aa38-573d6bd35f75,2026-02-04,CUST-929258,2,No,No,Yes,0.2,1,Yes,No,No,0,89.18,1,96.94,4,71.01,No,2,0.43
33fe3891-f8ef-4374-b569-cea6063b107d,2026-02-28,CUST-530543,3,No,No,Yes,0.39,0,Yes,No,No,3,96.34,0,90.55,5,59.52,No,0.9,0.57
ed7c0576-f9fa-49c9-bb28-5774c61d4020,2026-04-29,CUST-225022,3,No,No,Yes,0.79,2,Yes,No,Yes,3,84.8,0,99.3,5,77.31,No,1.12,0.35
30a65282-0809-400b-849f-ecf92bc31ba0,2026-06-14,CUST-647050,2,No,No,Yes,0.59,1,Yes,No,No,3,92.43,0,91.96,1,66.12,No,1.47,0.54
0de6fad7-b3df-43a3-8855-cde876b2c65d,2025-12-30,CUST-179144,3,No,No,Yes,0.12,1,Yes,No,Yes,2,96.26,1,90.36,1,84.16,No,0.48,0.31
28e84dc1-203b-403c-9d3b-70ae1e06139d,2025-09-10,CUST-693948,2,No,No,Yes,0.87,1,Yes,No,Yes,0,98.12,0,92.37,3,71.98,No,0.87,0.28
aaff1e97-86fa-43e3-9c25-27ce9e7f07b0,2025-08-08,CUST-203856,1,Yes,No,Yes,0.31,2,Yes,No,No,3,88.34,0,99.18,2,71.56,No,0.4,0.77
40026277-ccfe-4696-a01b-01d8cc8480b6,2026-07-16,CUST-192591,2,No,No,Yes,0.95,2,Yes,No,No,3,98.91,1,99.91,3,65.38,No,0.44,0.16
d3372643-a87e-48c5-bd30-84c524e1b33b,2026-02-18,CUST-776514,1,Yes,No,Yes,0.43,1,Yes,No,No,2,97.02,0,98.65,3,64.82,No,1.94,0.66
f0e153ef-61ae-427d-9f1c-f45e79893ca8,2026-07-23,CUST-809874,3,No,No,Yes,0.31,1,Yes,No,No,3,87.68,0,92.51,2,63.66,No,0.64,0.23
421fdf93-24a1-43eb-88cb-eccc405fa2a9,2026-01-09,CUST-571199,2,No,No,Yes,0.42,1,Yes,No,No,2,97.7,1,96.05,5,59.61,No,0.31,0.26
c158d8a5-8e07-49c1-835c-87aa67f5fa18,2026-04-25,CUST-714884,2,No,No,Yes,0.86,2,Yes,Yes,No,2,97.01,0,99.09,1,81.43,No,0.28,0.2
f15f0599-2666-4f5e-a621-e93123f9acd0,2025-10-26,CUST-250619,0,No,No,Yes,0.17,2,Yes,No,No,1,93.49,1,90.98,4,54.02,No,1.03,0.35
13ca01c8-71c6-49a6-907d-dd268d791e5d,2026-03-12,CUST-792992,0,No,No,Yes,0.28,1,Yes,No,No,1,96.47,1,95.44,0,64.44,No,1.42,0.48
71efb679-eee1-44b7-901f-15bae8848889,2026-05-12,CUST-438942,1,No,No,Yes,0.41,0,Yes,No,No,1,91.93,0,92.55,0,67.67,No,1.06,0.23
ce8d6dee-b7b6-4972-b077-bdf6214afd02,2025-09-25,CUST-693782,1,No,No,Yes,0.72,1,Yes,No,No,3,85.29,0,98.04,1,75.27,No,0.51,0.3
05483402-950e-42d2-8579-118c1daa7f79,2025-12-09,CUST-808541,0,No,No,Yes,0.91,0,Yes,No,No,2,94.13,1,93.73,4,89.64,No,1.36,0.38
20837d27-c8db-42ba-aec6-aa4efd8dc979,2026-07-02,CUST-228478,2,No,No,Yes,0.94,1,Yes,No,No,1,84.93,0,95.82,3,52.42,No,1.14,0.25
d0d3f62c-bd3f-4632-b77f-ea66faab7615,2025-12-05,CUST-638193,1,No,No,Yes,0.56,1,Yes,No,No,0,82.5,1,95.86,2,73.26,No,1.91,0.63
fff8047a-48b0-44dc-8cf1-f11c4580c13f,2026-05-11,CUST-543703,1,No,No,Yes,0.14,1,Yes,No,No,1,93.61,1,94.43,4,54.49,No,1.21,0.21
8031dd90-66b3-4b16-a3f3-85333b1c7ff3,2025-08-31,CUST-262060,1,No,Yes,Yes,0.51,0,Yes,No,No,2,93.88,1,97.01,3,85.52,No,1.53,0.26
35c0624c-d24c-4c3e-b51f-7e4cc40ca5bc,2026-06-03,CUST-368596,0,No,No,Yes,0.92,2,Yes,No,Yes,2,85.25,1,91.52,2,57.24,No,1.83,0.58
b6c4ce99-3096-41b2-a681-6f874688fedf,2026-02-23,CUST-709275,2,No,No,Yes,0.53,0,Yes,No,No,1,85.31,0,92.43,5,66.76,No,0.16,0.21
3f79acd8-bca0-417b-8b70-1a6a01d09a53,2025-08-08,CUST-470793,0,No,No,Yes,0.98,1,Yes,No,No,2,93.93,0,90.85,5,81.38,No,0.95,0.38
17589b95-d88d-455f-b815-96fd84134876,2026-02-14,CUST-638628,2,No,No,Yes,0.78,2,Yes,No,No,2,81.38,1,90.78,4,66.82,No,0.95,0.48
78178e6e-0009-4d74-a37d-eaa2f0130b4b,2026-03-08,CUST-886069,2,No,No,Yes,0.82,0,Yes,No,No,2,93.54,0,98.76,3,51.09,No,0.21,0.43
96420c9f-b6c0-432e-b4d8-53bbc8e0c61e,2026-04-26,CUST-283276,3,No,No,Yes,0.92,2,Yes,No,No,2,87.02,1,91.81,3,62.95,No,0.91,0.79
3bed8f2a-16c7-412e-bdf6-a94baf6be0ad,2025-11-09,CUST-796176,2,No,No,Yes,0.1,2,No,No,No,2,85.28,1,90.39,0,79.54,No,1.31,0.61
94b96ee1-59ae-4f6e-91d9-f588eeb2e8ff,2026-01-05,CUST-761993,0,No,No,Yes,0.57,1,Yes,No,No,1,96.23,0,94.38,2,57.52,No,1.23,0.19
80f3d720-c7b0-4017-9a9d-a8200a39febd,2025-12-27,CUST-101440,2,No,No,Yes,0.14,0,Yes,No,No,1,81.32,1,93.58,4,59.42,No,0.79,0.41
2d610c00-86dc-45e8-826b-4d692e7a1cf5,2026-02-05,CUST-822596,1,No,No,Yes,0.64,0,Yes,No,No,0,83.08,0,96.03,4,75.05,No,0.96,0.1
7b259eee-a02d-477e-b4ca-ea42f196e372,2025-11-07,CUST-242665,2,No,No,Yes,0.46,0,Yes,No,No,1,94,0,93.54,4,74.9,No,1.88,0.32
7fbaa344-d060-4be6-b578-0f61c2865b9f,2026-01-09,CUST-308550,2,No,No,Yes,0.52,1,Yes,No,No,2,86.84,0,91.51,0,62.56,No,1.42,0.23
57bdbb27-a158-4e06-b942-45e5421be3c7,2026-04-20,CUST-373213,3,No,No,Yes,0.25,1,Yes,No,No,2,93.41,1,96.72,3,50.57,No,1.6,0.46
cb6712f1-bdfd-4232-9986-79acb3cc1b44,2025-12-06,CUST-179745,0,No,No,Yes,0.74,1,Yes,No,No,2,84.52,1,96.48,4,67.24,No,0.38,0.42
5a779fbc-5bed-4f78-8757-fc85f1b40ce6,2025-09-01,CUST-378733,1,No,No,Yes,0.5,1,Yes,No,No,2,89.65,1,98.69,1,65.25,No,0.18,0.6
54fc051f-cefe-4e2a-a056-dcf594d89a43,2025-09-16,CUST-431949,1,No,No,Yes,0.89,1,Yes,No,No,2,94.17,0,97.81,3,53.08,No,0.96,0.51
8f3699de-abea-4f1c-961b-5554631aa390,2026-03-27,CUST-341369,2,No,No,Yes,0.7,2,Yes,No,No,3,85.48,0,97.29,4,71.8,No,0.68,0.33
e4e31001-bb8b-4c25-b555-274e1250e1b3,2025-11-10,CUST-163787,3,No,No,Yes,0.33,2,Yes,No,No,2,97.48,0,92.84,3,72.17,No,0.86,0.21
cad4abc4-d665-4801-b6b6-dbcca5d51d17,2026-04-16,CUST-924311,1,No,No,Yes,0.79,1,Yes,No,No,2,83.34,0,97.49,5,87.32,No,0.53,0.25
be9dde20-c321-4fbc-8370-9295b8be7cf3,2026-05-21,CUST-503258,2,No,No,Yes,0.29,1,Yes,No,No,0,90.09,1,96.74,4,57.11,No,1.9,0.67
7ff5333f-1130-4dd8-a72e-4f803443e732,2026-01-27,CUST-127146,2,No,No,Yes,0.37,0,Yes,No,No,3,85.67,0,92.85,2,85.6,No,0.21,0.41
f2a5d707-9837-4537-80ea-01c16826b1a1,2026-01-25,CUST-483349,1,No,No,Yes,0.73,1,Yes,No,Yes,2,96.5,0,93.38,1,85.02,No,0.51,0.44
f3979aa2-a07a-43d1-8d78-2c24d6009082,2025-08-29,CUST-780017,1,No,No,Yes,0.88,0,Yes,No,No,3,95.48,0,92.46,3,51.55,No,0.14,0.66
33b22aa1-c5cd-4ae0-8129-6118b545ed77,2025-11-04,CUST-426817,2,No,No,Yes,0.19,0,Yes,No,No,2,85.07,1,93.24,5,89.41,No,0.32,0.12
ca6a05e1-ee7c-478a-b85b-86c75effe144,2025-10-06,CUST-604428,2,No,No,Yes,0.67,1,Yes,No,No,1,95.1,1,96.62,1,89.3,No,1,0.23
efb81738-3608-4fc6-a271-04912a5fa48a,2026-05-17,CUST-836452,1,No,No,Yes,0.32,1,Yes,No,No,0,97.9,0,97.36,1,63.49,No,0.88,0.22
80d1a674-3861-4417-869c-c6733a77f751,2025-08-09,CUST-982072,2,No,No,Yes,0.21,1,Yes,No,No,3,97.68,1,93.66,4,82.69,No,1.73,0.79
a3652758-9b48-424e-8431-3f452069a35e,2025-10-06,CUST-789459,2,No,No,Yes,0.62,2,Yes,No,Yes,1,84.16,1,98.79,1,59.05,No,0.42,0.47
ba8fbfdf-2b68-4b27-9dff-e4a5268ca020,2025-12-17,CUST-601810,1,No,No,Yes,0.18,1,Yes,No,No,2,85.18,0,90.22,4,79.13,No,1.08,0.57
0787aa9e-3246-4601-89d5-7d0422bc9458,2026-03-06,CUST-862679,2,No,No,Yes,0.53,1,Yes,No,No,2,87.45,0,99.17,4,89.83,No,0.25,0.37
74c765a2-6dd6-4ca4-8a96-ba1b97e12da9,2026-06-20,CUST-334928,1,No,No,Yes,0.32,0,Yes,No,No,2,86.13,0,96.08,0,81.52,No,0.78,0.11
7bca6759-2bd8-40d1-a81f-9e62a799748f,2025-10-17,CUST-335674,0,No,No,Yes,0.52,2,Yes,No,No,0,91.81,1,98.52,1,77.65,No,1.25,0.35
c9f266e3-a1a7-4bb6-98fb-915ddef55816,2026-01-01,CUST-356093,2,No,No,Yes,0.42,0,Yes,No,No,2,94.95,0,99.16,1,64.88,No,1.43,0.22
d9ce2735-fe77-4874-bd3d-cd2682aee028,2025-10-25,CUST-183136,0,No,No,Yes,0.68,0,Yes,No,No,2,93.53,1,97.09,1,68.36,No,1.97,0.53
483c9b00-87b4-4fd9-a9ec-3ae4b9690aaf,2025-12-14,CUST-971598,1,No,No,Yes,0.53,1,Yes,No,No,1,93.76,0,95.75,2,79.63,No,1.51,0.47
3879b72c-c205-4acd-bb70-ce38d4fb302b,2025-09-22,CUST-229616,0,No,No,Yes,0.3,0,Yes,No,Yes,1,88.75,1,90.79,2,57.59,No,1.8,0.18
cba65102-4486-481e-b7f4-71d23825fd03,2025-08-23,CUST-265541,2,No,No,Yes,0.41,1,Yes,No,No,2,84.43,1,91.96,5,88.73,No,1.64,0.61
7582afc4-f366-4a8e-8593-752ef3df9b3e,2025-12-09,CUST-620765,0,No,No,Yes,0.2,2,Yes,No,No,3,90.73,1,91.82,5,72.34,No,1.66,0.42
ac7ea460-5ce1-4779-b625-9bdb2dbc3785,2026-01-30,CUST-486190,2,No,No,Yes,0.4,0,Yes,Yes,No,0,90.97,0,94.87,2,77.32,No,0.42,0.79
20c2006a-adc2-442e-9442-2c56255fb346,2025-12-04,CUST-275635,2,No,No,Yes,0.95,1,Yes,No,No,1,88.17,1,99.83,3,67.69,No,0.92,0.52
52fcafc5-833b-4a1f-8efc-827f142535dd,2026-04-02,CUST-827203,2,No,No,Yes,0.62,2,Yes,No,No,2,98.04,0,90.84,3,77.73,No,1.71,0.71
66ec2497-75e4-4398-aa15-8bffbd6157c9,2025-10-20,CUST-628022,0,No,No,Yes,0.37,0,Yes,No,Yes,0,91.38,1,93.03,4,73.13,No,1.48,0.52
1da81938-591c-4ed2-894e-af9bdc187c98,2026-01-04,CUST-772456,1,No,No,Yes,0.52,1,Yes,No,No,3,91.52,1,99.7,1,74.9,No,1.42,0.44
127c06db-c06f-491c-ac58-4c269aa8050a,2026-04-03,CUST-316193,0,No,No,Yes,0.82,1,Yes,No,No,3,91.78,1,92.53,1,56.15,No,1.07,0.73
f498d3fa-fa95-42ae-adb6-02dc9880c2ca,2025-10-18,CUST-391252,3,No,No,Yes,0.32,1,Yes,No,No,1,87.38,0,98.75,1,73.63,No,0.33,0.54
e1e93061-fcd2-4b28-a2cf-fd8b73033430,2025-12-30,CUST-339973,1,No,Yes,Yes,0.15,1,Yes,No,No,1,97.27,1,95.56,3,59.11,No,1.05,0.7
d166f94c-45de-4630-8095-d038d6981665,2026-04-27,CUST-581989,3,No,No,Yes,0.53,1,Yes,No,No,1,86.23,0,95.12,4,75.79,No,1.26,0.27
a2f59047-fc52-46d9-9ca3-d264e34bfd58,2025-08-21,CUST-923361,2,No,No,Yes,0.22,1,Yes,No,No,0,90.41,0,94.09,4,70.67,No,1.18,0.34
6f5ede1a-6584-4479-9e43-497bdceb1d78,2025-11-04,CUST-304909,0,No,No,Yes,0.88,1,Yes,No,No,2,88.22,1,98.71,2,59.04,No,1.69,0.27
e1a2a25b-d2c0-4919-87f8-c6bf9bc6f257,2026-03-18,CUST-686225,2,No,No,Yes,0.75,2,Yes,No,No,2,93.2,0,95.32,2,89.87,No,1.52,0.21
5cbbb8a7-1da8-4477-87af-062924883533,2026-01-29,CUST-623827,0,No,No,Yes,0.83,2,Yes,No,No,2,86.54,0,98.65,5,66.93,No,1.53,0.66
0c380197-ba55-4d38-a8b3-c06d3d4107eb,2025-10-26,CUST-415313,2,No,Yes,Yes,0.88,2,No,No,No,2,88.59,1,91.4,1,70.43,No,1.91,0.24
1bb31c44-76ab-4ff7-84dd-2239dd61aac9,2026-03-20,CUST-961064,1,No,No,Yes,0.85,1,Yes,No,No,3,80.37,0,97.41,2,52.29,No,0.59,0.61
1c0545c4-e0ed-4ae8-a958-2f34cc003523,2026-06-07,CUST-973547,2,No,No,Yes,0.52,0,Yes,No,No,0,93.86,1,90.98,3,69.68,No,0.72,0.61
34bac66d-a25b-4e8d-808d-e01a42772db7,2026-05-08,CUST-404362,2,No,No,Yes,0.2,1,Yes,No,No,0,89.5,1,99.94,2,56.13,No,0.25,0.44
d0078062-94a0-470e-85d2-5924d487d9b7,2026-03-18,CUST-689029,1,No,No,Yes,0.3,2,Yes,No,No,2,93.59,0,93.82,4,80.35,Yes,1.19,0.76
c8044c83-8172-49b4-9d5f-491896a79f1e,2025-12-17,CUST-269641,2,No,No,Yes,0.87,2,Yes,No,Yes,2,80.99,1,97.14,5,82.02,No,0.69,0.16
e2f437a8-e537-4319-840e-a0bc75399fed,2026-03-23,CUST-103544,2,No,No,Yes,0.56,1,Yes,No,No,0,82.45,0,97.61,3,53.75,Yes,1.61,0.19
fbabb853-e038-452e-8b25-21b8cf1c191d,2025-11-13,CUST-363395,1,No,No,Yes,0.16,0,Yes,Yes,No,1,95.08,0,90.51,2,81.46,No,1.4,0.38
3148aafc-760e-449b-886d-534ee6e22619,2026-04-11,CUST-125174,3,No,No,Yes,0.54,0,Yes,No,No,2,88.95,0,92.23,3,73.88,No,1.61,0.34
f7ef2288-93d1-4a0d-be73-9770a9a5553e,2025-10-30,CUST-447664,0,No,No,Yes,0.77,1,Yes,No,No,2,83.7,1,99.34,3,88.66,No,1.04,0.71
4978896c-a5bb-4ec6-931f-3b2c1e92ea27,2025-10-17,CUST-931334,1,No,No,Yes,0.27,2,Yes,No,Yes,0,86.01,1,96.1,4,51,No,1.13,0.39
86849665-4450-4ee7-ba46-3c631d934308,2026-06-02,CUST-601656,1,No,No,Yes,0.92,2,Yes,No,No,1,96.62,1,97.6,0,70.37,No,1.39,0.12
ce23c9ba-0c81-47a8-975e-f64b968ba5b4,2026-06-01,CUST-414537,1,No,No,Yes,0.49,2,Yes,No,No,2,88.73,0,94.18,0,74.76,No,1.34,0.68
d86d3edc-8355-4b11-a4b0-fb545c9a36eb,2026-07-01,CUST-107706,1,No,No,Yes,0.49,0,Yes,No,No,2,98.2,0,92.62,2,60.23,No,0.18,0.63
db5306d1-ea23-4b07-8825-7f64abf8c54d,2025-11-08,CUST-297643,1,No,No,Yes,0.64,2,No,No,No,1,97.09,0,96.16,0,76.27,No,1.08,0.77
f3aa60bb-9f64-4f16-b300-ab9b7212d372,2025-09-07,CUST-374402,2,Yes,No,Yes,0.15,0,Yes,No,No,2,80.4,1,91.43,0,72.12,No,1.87,0.74
0e56e019-51e8-47ce-8121-1b53179548af,2025-12-31,CUST-319026,0,No,No,Yes,0.25,0,Yes,No,No,2,86.87,1,96.97,2,67.34,No,1.91,0.49
d6480a8e-4525-4a46-afa6-05c1e4436e17,2026-03-03,CUST-950382,3,No,No,Yes,0.91,1,Yes,No,No,3,82.69,0,93.74,4,86.08,No,0.44,0.73
afa29cfa-a992-49d2-9ac6-57587c5dbe4b,2025-12-22,CUST-563269,1,Yes,No,Yes,0.17,0,Yes,No,No,1,89.29,0,90.74,0,80,No,1.79,0.75
c41db7fa-0c70-4ce0-a6bc-3c5be2988364,2026-07-17,CUST-427943,2,No,No,Yes,0.92,1,Yes,No,No,0,80.24,1,90.74,3,77.96,No,1.86,0.29
e8c85051-f58b-43f2-9a57-aa6c6f24e7d5,2025-11-21,CUST-128316,1,No,No,Yes,0.26,2,Yes,No,No,2,80.79,1,97.39,1,87.16,No,1.01,0.38
03acd1b1-2368-44bc-8204-9b02438c1f58,2026-02-04,CUST-741333,3,No,No,Yes,0.75,1,Yes,No,Yes,3,86.07,1,96.4,5,72.27,No,0.9,0.54
0b9217b7-934e-4a66-8354-009345b81e3e,2025-09-09,CUST-150476,1,No,No,Yes,0.98,1,Yes,No,Yes,2,88.7,1,97.98,2,56.77,No,0.79,0.17
3ba2aeb0-c08c-43af-b3ea-78849c6866bb,2025-10-10,CUST-276953,2,No,No,Yes,0.16,1,Yes,Yes,No,2,81.8,1,92.32,1,87.94,No,0.96,0.14
fa709534-2324-435c-9b7d-14f9174a792b,2025-08-15,CUST-325708,3,No,No,Yes,0.32,0,Yes,No,No,3,93.84,1,95.41,4,87.22,No,0.15,0.71
fa26466c-45f5-4762-9884-a3d5c5216e13,2026-02-11,CUST-624660,2,No,No,Yes,0.42,1,Yes,No,Yes,1,87.83,1,93.05,3,56.39,No,0.24,0.2
d3100ac0-f059-4b05-910f-fe6e50b2be30,2026-04-22,CUST-897330,2,No,No,Yes,0.5,1,Yes,No,No,3,94.91,0,99.98,4,65.01,No,1.62,0.79
38b385e4-3440-428c-b2eb-b9d97e59dbe1,2026-04-01,CUST-715947,2,No,No,Yes,0.38,2,Yes,No,No,2,93.54,0,93.55,5,81.73,No,1.67,0.24
320ac59b-c177-4627-a2be-c2f06b56b9d8,2025-07-25,CUST-857849,1,No,No,Yes,0.6,1,Yes,No,No,3,98.3,1,98.71,1,81.54,No,1.47,0.57
b13f802c-66d1-4f54-8336-96ca9c62ee06,2026-07-13,CUST-590125,1,No,No,Yes,0.79,1,Yes,No,Yes,2,88.5,0,90.76,4,73.55,No,1.23,0.7
f3a62fb5-9346-40fe-a8ca-2bc4dbd2dff8,2026-01-06,CUST-593430,2,No,No,Yes,0.79,2,Yes,No,No,1,88.57,0,92.28,2,82.25,No,1.25,0.45
32eb0463-d3e2-4d5d-9bc7-11bec1607018,2026-06-01,CUST-344588,2,Yes,No,Yes,0.38,1,Yes,No,No,2,94.49,1,97.59,2,54.25,No,1.78,0.38
e84d9505-d1ed-4dac-8d50-ee6d723eb4bb,2025-11-29,CUST-698388,0,No,No,Yes,0.12,1,Yes,No,No,1,92.09,1,91.17,1,77.24,No,0.44,0.73
6ceba8db-8ffd-4ef8-8699-5a136445314b,2025-09-13,CUST-382418,1,No,No,Yes,0.73,1,Yes,No,No,3,94.83,1,99.27,3,87.39,No,0.37,0.52
