Record_ID,Date,Carbon_Footprint_per_Subscriber_kgCO2e,E_Waste_Recycling_Rate_devices_SIMs,Green_Energy_Usage_in_Network_Operations,Community_Connectivity_Program_Reach_Customers,Digital_Inclusion_Index,ESG_Environmental_Social_Governance_Compliance_Score,Accessibility_Features_Adoption_Rate
9ca3fbab-00df-442e-a811-471d4a1bf06d,2026-06-19,3.83,25.08,10.04,47261,0.71,0.83,60.69
d41ec599-63dc-4cce-aceb-fb326924b201,2026-02-05,1.56,15.32,42.78,14771,0.8,0.87,51.29
d8bad0f8-8e25-4f61-922e-f39798a4d467,2026-05-25,8.3,45.37,35.1,16649,0.54,0.88,68.4
d849370d-317b-482a-ac85-a365e7d46b52,2026-05-26,5.92,29.99,39.28,4778,0.73,0.93,41.84
622a6dac-56d2-44e1-b03a-f2a4d39d01d6,2025-10-04,3.05,47.34,24.45,39222,0.53,0.87,64.34
d7db209f-0036-4cf0-97a3-8df010783dd8,2026-02-02,3.76,41.17,42.62,37042,0.64,0.89,58.15
341fdb20-3d9c-49d5-ba05-f984787cc00e,2026-04-25,9.31,34.27,23.27,49398,0.97,0.95,54.52
156eea50-0270-4e52-880b-0a979fe55fcd,2025-08-27,2.11,49.47,30.99,11646,0.63,0.81,38.52
786dda59-1da6-42bd-a5c3-e9f7d9d0c504,2025-08-27,8.72,11.17,34.84,17014,0.8,0.7,35.32
022e3978-37ce-4aa8-af90-079944b4f2fa,2026-02-03,10,47.64,44.5,10555,0.59,0.7,79.9
b4ba3b4f-6ecc-4f35-b50c-555cb7be8b60,2025-11-06,6.33,21.84,6.3,5470,0.51,0.94,52.41
ab131b4c-fe81-4dee-8afd-0beed91caa85,2026-04-29,5.05,19.61,13.27,25534,0.7,0.84,73.13
b2700938-30cf-4d86-9a31-e6ce343f2cf8,2025-10-26,8.3,11.8,33.4,25042,0.53,0.85,74.53
2edd5936-7fc5-4774-8011-9b83afed4e8f,2025-07-31,2.41,48.65,19.79,30477,0.52,0.79,79.5
ee6731f0-15cb-4c7b-8d78-e5949e26c66c,2026-04-19,5.97,23.07,21.51,41407,0.66,0.74,24.66
873e7f32-2854-4a9f-9920-309b38ccca9c,2026-06-14,9.39,39.86,6.01,38618,0.73,0.97,43.22
187127e9-0d51-4fac-b1fe-3914ced7a1b4,2026-03-16,4.02,29.36,5.15,37783,0.87,0.77,55.38
5f08b6ef-c801-474f-a35d-2725cbec7f5f,2025-08-08,4.31,16.86,26.35,18129,0.66,0.98,76.78
9a3d4ca3-1a92-4854-a053-d21a580d140a,2025-09-01,2.97,23.58,47.23,44089,0.94,0.82,40.67
c8b8442c-811f-4c65-bb20-ab5a4d696878,2026-04-21,7.43,15.95,7.18,6934,0.78,0.78,39.28
7d353eea-7e82-4dfc-9a92-5a1d5fc74e3c,2026-06-13,3.15,13.94,14.54,33737,0.87,0.75,51.83
857fbece-ad9f-4cd1-8aa2-edb9edb35e55,2026-04-19,3.67,37.79,32,34634,0.7,0.71,21.01
bb0250ae-baca-4743-9523-0b4bac895bd5,2025-07-31,5.47,47.35,8.97,18901,0.6,0.92,41.52
131ed257-85fc-4ccc-971c-b79873f59dd6,2026-04-28,5.99,35.41,33.58,35520,0.52,0.98,67.43
e9d7a5a5-02e0-4cd5-856b-c3e9b0fb7679,2025-12-09,1.65,15.03,30.51,40761,0.86,0.78,62.86
79d5d52a-7172-4484-bf0a-b9f73b04b56a,2025-08-18,9.94,41.76,8.08,38488,0.6,0.78,47.85
2e7e0964-ff01-4d4e-90d3-e095ae2875c6,2026-01-05,8.84,17.51,11.8,3577,0.63,0.73,65.47
e2a750f7-95c7-4e39-a315-72a8fa22b42b,2026-02-14,8.71,38.99,16.83,18055,0.66,0.79,34.84
8e6249d5-eef5-48a5-a835-12fd9f7a22a5,2026-04-17,3.05,28.28,49.25,5552,0.97,0.96,58.45
81da806b-6be6-4538-83f1-02de6ed875a2,2026-03-20,3.27,46.74,36.61,32788,0.86,0.72,66.83
12808d7d-719a-4b9e-aa5b-f7242cfb4995,2025-08-11,1.07,33.14,38.66,34683,0.61,0.84,34.37
99bcff09-2644-48f5-ac5f-420d78d5b5c1,2026-04-17,8.68,14.19,11.07,9289,0.76,0.7,58.8
e01c5383-d95b-4560-8411-fbd2cd2b3400,2026-04-24,2.81,22.09,33.11,1494,0.98,0.87,43.54
610c3695-63b3-47b3-83cb-5bc1c8e7d666,2025-09-16,7.78,49.65,27.76,43054,0.6,0.86,78.12
efbc8edc-0480-476f-b472-d4dd3224c0b7,2026-03-28,9.45,13.01,27.55,16599,0.98,0.98,40.56
bc0c7f6a-76f9-4c32-a612-a6138bd87127,2026-06-04,6.81,35.79,37.15,22621,0.72,0.87,57.92
ec2382a1-4009-4ee0-a7a9-f8a04c65436f,2026-02-08,9.84,42.78,27.78,38351,0.66,0.79,45.07
ca4dbf1a-5bfc-4fdc-9571-6902ea640c5b,2025-10-30,5.27,49.37,30.1,37368,0.75,0.77,46.66
2484c6dd-dd98-4e49-a9a4-3b6b56019037,2026-05-13,2.2,40.37,8.99,47467,0.53,0.84,20.29
6627bc1e-b505-4b13-9881-f02a65fdd793,2025-12-01,8.22,33.98,37.88,8862,0.63,0.86,24.5
686890f5-c6da-4088-be28-fff4046e7914,2026-03-06,7.07,11.03,34.29,41731,0.66,0.99,78.96
30e603de-cbaa-487a-bab5-600a7bd6cef7,2025-10-29,2.88,32.81,9.59,39560,0.85,0.75,21.8
7da7e28b-ec70-4273-aa77-7188d6bce247,2025-10-04,5.61,31.95,6.4,35998,0.9,0.77,33.93
54793bd4-91b7-4ef6-8117-775ff40a2654,2025-11-19,3.32,15.25,47.59,6848,0.56,0.87,22.19
23194b97-e15f-4a0f-8d2e-c40296e12f71,2025-08-25,3.24,43.47,18.27,27185,0.83,0.96,38.85
741cc1e4-432b-4ed3-9326-5411cee994eb,2026-02-12,4.11,18.94,47.39,17129,0.96,0.72,44.36
c21e82d0-5c91-4d7b-886b-f6e25e556301,2026-01-12,7.63,21.55,24.28,6212,0.66,0.98,75.17
c3b132b8-739f-45e3-992e-a1e140b76286,2026-06-22,9.49,35.84,48.49,33027,0.83,0.77,62.96
3093d704-304c-40d0-8c04-acb65b7c358a,2025-09-22,3.92,32.78,40.14,10581,0.58,0.99,50.47
7f3b2aa3-0e73-454b-b74f-484dd9f162d9,2026-03-28,5.59,37.89,10.37,13339,0.68,0.9,70.18
55ef4aa8-aa86-412d-b6cd-820d29b771c5,2025-09-22,6.93,24.55,9.69,20668,0.79,0.89,57.45
f1719a03-1afd-40b0-b3b8-7c0984b63e6b,2026-06-29,2.86,47.21,44.54,9819,0.8,0.86,55.29
cf9f6cb1-e801-478a-a868-923f735540fb,2025-11-04,2.77,41.31,6.26,38870,0.82,0.95,24.17
8fbf123e-3279-4f29-9f1e-2af815a4edce,2026-01-11,9.45,43.72,31.29,8155,0.57,0.94,29.31
110474b6-957e-4286-972e-1f7d60df734d,2026-06-18,3.81,30.05,14.59,34868,0.75,0.95,64.73
3aee2ab5-dfa4-4a07-bc59-10664b7b5f89,2026-04-15,9.6,23.52,43.7,37050,0.68,0.75,62.23
665c4a08-0f61-4217-9da1-948b3162d2b9,2025-11-25,7.23,30.04,38.38,36708,1,0.8,67.93
3e43d8b8-3879-42a5-bea3-33fa140d5dcf,2025-11-17,5.89,31.8,40.31,15914,0.97,0.82,29.95
ce717230-335d-41c3-9b40-fe6f13deeb2e,2026-03-13,2,13.05,28.7,4017,0.61,0.73,60.95
f7a1e59f-02f8-48d2-a6da-174b23e26804,2026-05-15,3.4,43,48.8,6422,0.58,0.86,72.01
2677d615-85f4-4910-aa8f-d1ff0b42c23c,2026-04-22,6.98,26.76,9.39,16387,0.53,0.93,66.44
6d9cec93-8f15-453d-b802-fd16afe525c0,2026-01-02,5.27,21.85,21.33,36014,0.75,0.73,27.3
e6013697-5a73-4a7d-ae73-d2dde78c877a,2025-12-01,1.87,43.68,17.09,20776,0.91,0.94,64.36
5e07ea85-7465-4dbe-bfd3-cbf5f0cf1e02,2026-02-11,4.45,12.62,41.75,39117,0.97,0.99,35.78
0eb2cd86-ca19-4a4e-9007-b91d6715e22d,2025-12-31,4.55,38.59,11.64,40614,0.58,0.99,52.47
2ef001a3-cb47-460c-bdae-a50ec4c2162b,2025-07-28,1.92,24.06,12.35,19672,1,0.88,69.53
e51a5012-b16e-449e-bd57-325ef3781da0,2025-07-28,8.5,36.54,38.34,16666,0.71,0.97,67.48
e69c2a95-e31e-4cb9-8cae-9c742dfec2a9,2025-10-06,7.99,45.99,34.24,9533,0.78,0.84,24.8
05f0b99f-2970-44a5-beba-9a3daa446c44,2025-08-20,2.59,44.7,10.41,39486,0.77,0.98,56.15
4f8ca6e3-b461-4cb7-89e7-d59eda59f2ee,2025-08-27,7.8,30.98,11.42,29842,0.91,0.73,52.47
f974b965-0ff6-4d25-8f56-415f924e088e,2025-10-11,7.6,23.49,19.43,12211,0.89,0.81,47.62
b2b8dd32-c293-4a5a-a2d5-0899aa7fa622,2025-12-31,4.67,44.35,13.27,4247,0.56,0.84,69.11
998d6aa4-9d26-4332-9da6-ecf1d4a7cd66,2025-08-25,3.34,31.27,43.97,28660,0.59,0.97,38.6
ab5afa8d-9055-4bab-b565-1c879e1603d5,2025-09-25,4.2,39.07,16.14,17701,0.86,0.92,31.15
77e1b302-898e-4ca1-bfa1-cd85a6b3ec3e,2026-06-01,6.31,47.29,28.53,14679,0.64,0.73,34.76
39f21a81-bc06-4934-8194-efd8696f3f1f,2026-02-24,8.96,46.23,48.96,13118,0.53,0.84,76.54
e1a736b9-b75a-4840-a46e-3997a9df17cd,2025-11-23,7.84,40.54,25.41,24358,0.96,0.86,43.84
af109661-2364-4ac2-a6aa-77d25ca852ac,2025-10-22,1.14,34.32,19.52,17110,0.86,0.95,37.55
9fc67b03-87e4-4f2b-b129-d926cd4d686c,2026-02-13,7.6,25.8,12.41,33166,0.78,0.89,28.47
2e115b24-2069-437c-a5c9-99eaf7436d78,2026-05-03,9.95,10.64,30.55,41120,0.57,0.97,34.82
e4553feb-6d12-4101-971f-5115e3714b26,2026-02-28,5.95,24.01,26.98,8549,0.93,0.75,50.65
13db0bd7-9941-4c84-a6ca-996634be4785,2026-03-03,6.11,49.04,6.72,3094,0.81,0.84,33.44
fba2ee4f-c860-407f-b1a9-c13f97603dcf,2025-11-28,8.12,24.84,26.12,39243,0.88,0.82,50.03
e4022486-5c0d-4bd0-a08e-681146812834,2026-05-23,2.57,13.42,11.39,4262,0.89,0.96,72.66
34904ea5-117f-4d0d-9631-aa5602f373b8,2026-07-04,2.83,42.67,30.07,18664,0.91,0.91,59.98
edac6d8b-e616-41fe-9fdf-ffe2f91f2f10,2026-03-23,9.87,23.23,36.87,15146,0.7,0.72,72.25
c9c58f00-c030-4d27-a848-25ce5338f7fc,2025-12-14,3.73,26.05,46.48,45098,0.58,0.95,32.91
9d9b1355-c67c-409e-bbac-392af8dc0d08,2025-10-06,1.43,16.36,23.97,12573,0.83,1,25.21
3cd4692e-eddf-4888-9903-362bb5fce360,2025-10-30,7.41,49.56,31.99,26419,0.54,0.77,29.28
1962e68c-b3a8-4965-ba8e-af9aa2e3a0bb,2026-06-12,5.67,33.04,44.77,37759,0.77,0.81,29.55
3e9a5ddf-f18b-4a26-8a8a-d65b45642d62,2025-08-29,9.54,21.99,49.15,11429,0.77,0.88,26.4
aa5fa33d-ce81-4618-9b77-6e00b38b4f8f,2026-04-15,6.7,28.33,14.42,31649,0.57,0.88,26.63
f84f15b4-f5a5-47be-bccf-7854c3eb354d,2026-01-01,3.74,36.09,11.2,23854,0.67,0.92,74.81
61361641-8005-4cc9-a1fe-3f52580c5db3,2026-06-27,9.35,40.76,48.62,20115,0.93,0.99,65.76
398570d7-f28c-47ba-a4ad-3f41e5e3d99d,2026-02-24,3.69,41.29,20.64,11113,0.91,0.92,40.62
864c01b4-c7d1-4f5b-9880-38d11f6f7011,2025-09-29,6.88,27.73,45.92,27408,0.98,0.92,75.33
be79ff8e-2093-457b-8d5e-4df99bf76d23,2025-08-04,5.77,19.8,5.7,26917,0.75,0.89,59.29
70844c65-ceba-4bd7-84a0-eae6f5b86cb3,2025-12-21,9.29,44.19,5.68,42061,0.96,0.78,66.8
c3a503a7-1112-4641-83d0-e68ec12b2240,2026-05-18,2.67,38.83,12.85,26713,0.74,0.75,21.66
97a3d290-11ce-47b7-a789-7ce94844613d,2026-06-08,5.93,32.83,21.41,3144,0.56,0.98,70.77
0709c32e-36cd-4af4-854d-96aa7fbdddf2,2025-09-19,7.11,33.79,36.36,5067,1,1,71.57
5fef08c0-eeec-4713-bf62-93510844eb77,2026-01-06,3.27,46.42,6.68,10062,0.55,0.96,69.4
2c37746e-6ccb-4c3f-af38-c1a626a5c33a,2026-03-20,1.05,20.91,26.46,31670,0.96,0.8,68.48
53ef9c88-b842-4185-a1ed-4b08f3fae4ff,2026-02-06,7.84,30.43,44.5,30086,0.67,0.93,32.46
e7c74554-a97d-48d3-ad36-ed6fa16100d3,2026-06-12,3.66,42.05,25.88,17245,0.9,0.74,39.71
e52fb3e5-744b-4c4e-b5e0-1fd824474739,2026-01-21,8.74,39.27,12.04,21258,0.7,0.7,71.8
64e4e618-7bd9-49b1-82bb-53cc5fb04d0d,2025-09-10,8.39,22.5,38.86,22292,0.98,0.76,33.91
74af06c2-ada5-4364-b10c-93d8bdb455bc,2026-04-25,6.16,40.69,44.65,21709,0.84,0.94,43.27
d1f21cca-95bf-44c2-9a78-c5da88034808,2026-04-30,9.88,12.34,15.37,21178,0.68,0.85,57.98
ab511ed6-fbff-431e-98aa-37e2cae5c6ee,2026-07-09,3.75,27.45,31.46,34858,0.72,0.82,45.39
cf939aed-3df0-4c4c-8670-2c44cdbbbb34,2026-01-08,6.89,44.79,33.18,3368,0.86,0.88,56.94
ea0e5e00-3201-4f61-9d8d-224d25b6d159,2026-01-10,4.01,25.65,44.38,25493,0.9,0.86,75.82
4945cbc8-4dae-45d3-baca-08db45532375,2026-01-27,1.05,25.54,6.2,24121,0.92,0.71,21.77
dbcfc688-2391-4b87-83df-24dc7b7bcff0,2026-02-21,7.89,40.63,47.66,25310,0.72,0.99,23.57
238b2d6d-1ccf-42bf-921f-88f4871ec725,2025-11-19,5.03,25.47,37.17,31534,0.75,0.78,48.74
8661cae9-ae7a-4ae8-801c-0ffa4986b20d,2026-05-17,4.79,31.06,42.32,7285,0.68,0.94,20.8
073a9067-c0b1-4b9f-8b4f-beb50a0375d1,2026-04-09,3.18,25.19,12.89,2714,0.64,0.86,68.7
3a98f116-55dd-40ee-a523-2a74a4f09691,2025-11-01,7.11,13.79,13.89,35661,0.86,0.8,37.39
2d413526-48c0-4ee8-9a81-aaedc7b024a2,2026-06-29,5.29,33.09,10.65,34596,0.92,0.93,68.24
cd89cdb3-925e-480f-8d11-7e44321f62a3,2026-07-17,1.1,19.12,47.69,9377,0.84,0.87,76.26
5a5e9a18-23be-4331-87ae-2bc0606e4ec5,2025-12-28,7.22,11.57,24.3,24535,0.73,0.76,31.1
b6048ae8-0470-4b11-bd43-843ff8f4a809,2026-02-15,9.47,22.09,13.97,46815,0.67,0.77,66.4
0798ffe1-1ee4-4bca-92d6-b9bd016850a5,2025-11-08,3.82,15.38,37.77,20060,0.81,0.82,76.31
e49704cd-4749-4b8d-bba0-492584a4f7d6,2026-05-20,4.29,13.9,22.59,21797,0.54,0.79,40.71
e3efa230-ca91-4e21-aa48-440f84bef0d4,2025-08-09,4.94,23.76,26.68,14526,0.6,0.94,61.66
6ccf578b-0c5e-469b-9b14-fb7a15af4ae7,2026-05-12,8.3,33.68,39.61,9734,0.54,0.73,54.29
7cae922e-560e-4285-9bf7-9638fd6f6fad,2026-03-14,3.87,47.23,45.75,12026,0.69,0.81,36.09
05c9fb4a-9b4e-4178-9ffd-a0839ec6ddb9,2026-05-28,1.69,45.54,39.18,48251,0.63,0.96,49.89
5705a41e-5183-4330-ae2a-ac90c2c90f5a,2025-08-11,3.71,28.33,7.49,18956,0.88,0.83,56.7
9780eaa1-30cc-4738-a869-4429a9fa96ad,2026-05-23,5.52,36.76,14.98,5029,0.7,0.71,43.87
69758b8a-5b6e-4786-9b6f-25c3dce0b8f0,2025-09-15,7.33,45.06,6.48,8631,0.69,0.89,53.58
787e92de-8687-42cb-bd84-3738bc21f410,2026-03-29,2.86,13.48,15.96,40150,0.77,0.84,32.07
179632cb-dd61-48e3-b5ae-d03895463f44,2025-12-26,6.38,38.38,5.96,47197,0.81,0.82,48.33
51f691c0-5a7a-4753-8518-d323cd6fbe4e,2026-03-28,3.02,26.68,31.35,17723,0.9,0.75,24.47
7a6d1198-a336-4821-8c6b-bd81229de402,2025-09-21,8.21,17.28,8.74,21852,0.98,1,52.62
5c7b5e7f-be73-479b-89de-edcb8e192dcc,2026-02-21,3.27,25.03,38.95,8010,0.86,0.9,45.97
b8c0275a-3e3b-4f4d-bc8c-2f6a7002e703,2026-01-13,2.74,28.49,22.99,14336,0.99,0.95,24.33
9158e8df-2510-4803-a4fc-4cde813c913a,2026-01-23,7.54,13.5,28.32,44880,0.98,0.98,38.88
0de8d9b4-690c-4fb7-b55d-cf9b75419809,2026-05-14,8.97,28.14,43,40078,0.64,0.86,48.46
f9275bc5-f362-46c5-b76b-34570492444e,2026-01-27,3.31,24.35,25.33,28440,0.76,0.97,57.04
f9927517-398e-460e-bdc4-b6bb29852858,2026-02-09,4.23,45.32,26.97,3947,0.54,0.8,69.34
21dbbc3a-e5a5-447d-8668-a30b16715020,2026-01-01,7.28,10.56,32.15,40173,0.61,0.72,39.32
6f02dcbc-4678-45fd-a1e8-1c71975fdfff,2026-02-26,1.77,28.94,25.11,11590,0.56,0.75,20.94
b611ce7f-92c8-499d-a54f-5384335d7389,2025-09-20,9.09,25.96,9.14,9696,0.57,0.8,65.75
d6e03d0a-ce05-485e-ad35-bfaa489009d4,2026-03-20,7.37,13.89,38.35,45832,0.81,0.88,25.23
0dfb8b27-baa4-4fc0-b0ad-702ec6111299,2025-11-12,6.68,45.13,27.54,3074,0.7,0.88,72.24
29189605-f353-48c4-8515-0dffab2d48ef,2026-05-30,4.4,11.52,41.79,45875,0.87,0.95,27.39
508612d1-c3c5-4572-a094-faa6b58a610a,2025-11-18,8.06,49.97,13.14,29788,0.66,0.95,33.59
49d13633-f62b-4fa0-9531-e51a3631a852,2025-07-25,1.04,43.1,12.44,3811,0.73,0.83,49.99
4d7e2d68-e01b-4273-a587-d3b673d546ff,2025-08-02,1.83,27.67,15.93,28533,0.83,0.96,50.18
1fa2c045-9771-4637-9784-9873600ac419,2025-10-02,2.31,23.76,24.59,48303,0.57,0.87,43.65
1fde48ec-7581-4068-b923-2feed83da9c6,2025-12-08,3,11.01,7.63,27535,0.56,0.92,57.93
5be60735-d34e-4e17-8a35-d2171d2763f1,2026-07-04,2.63,44.36,21.29,33283,0.56,0.93,75.78
c8d263b4-596f-4042-bdcb-2348445210a1,2026-05-02,4.64,32.27,6.02,47694,0.75,0.9,30.64
6a692a2a-5446-4e31-8cd7-aa40e9d42d9b,2026-03-13,6.91,31.48,39.73,6471,0.51,0.83,45.91
0cc3dca7-b393-4c24-bc58-3497174a98a2,2026-05-31,2.74,18.12,24.55,28273,0.98,0.8,43.32
b084e404-a0a7-453f-9b46-8b2f1526fe29,2025-08-12,1.82,43.9,27.58,47550,0.71,0.78,35.78
264988d2-98d0-4558-a36f-ace6425d3204,2026-01-05,6.99,23.91,19.9,11120,0.72,0.78,57.88
6f96170a-20bc-4150-80da-00b41a1af1dd,2025-09-27,5.34,41.02,22.33,5199,0.74,0.84,56.91
f2ae10cd-c53f-40cb-9943-ee8d09d72b61,2025-08-06,3.36,36.65,24.28,18693,0.68,0.76,41.41
15ac0850-9cc7-45de-b19e-eb9537bc17ab,2025-12-31,5.07,38.71,10.86,39181,0.62,0.85,63.93
3dd303ed-0cc4-49c1-bf3c-fa459901cb23,2026-01-07,6.99,41.41,33.77,28539,0.51,0.89,25.38
b936e699-d3ec-401a-8cc4-7f6790c91479,2026-01-31,7.42,19.76,13.46,12792,0.72,0.73,79.04
6d9c7c00-597f-4f65-8081-40f681635ffe,2026-01-27,6.01,20.89,38.28,7950,0.68,0.89,62.38
e2d78f43-9bc5-46a4-a245-c30cbe3eb1a1,2025-08-18,4.16,29.84,30.1,13436,0.8,0.87,28.93
93049a64-5aef-4c50-958f-0093d68b6eb1,2025-09-24,1.7,39.4,36.57,31799,0.97,0.83,41.52
87e515f0-bc9f-498f-ac10-8b3378c4035d,2026-06-05,5.26,29.66,30.73,49587,0.92,0.9,21.46
73b2f5e1-c701-4e7b-87a0-16e24993adfc,2026-03-09,8.54,18.1,9.34,11882,0.73,0.75,24.34
0ec9b238-22da-4827-9e1a-1954fd05ebc8,2026-05-07,2.64,21.07,46.52,37605,0.73,0.83,59.7
11cd9088-d5e5-4932-821e-04be3bbb0f21,2025-07-27,4.92,23.74,48.5,13801,0.82,0.81,37.39
caf284a6-ba76-4ae2-b262-647de6554d05,2026-01-07,5.35,33.03,41.46,16705,0.82,0.98,68.03
c2939dcc-e876-4f9c-9262-5e89dc9bbe3f,2026-07-10,4.95,44.52,32.33,32363,0.73,0.72,22.96
83e81d2d-e514-4054-a06b-876a0c869bda,2026-07-19,2.17,23.36,16.84,29082,0.84,0.8,35.23
a7a744cb-f4e5-4e2b-b714-79c6e464e8a2,2026-03-21,2.26,24.49,8.95,48881,0.57,1,67.05
3b090db8-6a75-4910-8747-838b6cf5046f,2026-03-09,9.97,37.21,31.42,42286,0.58,0.94,76.72
d5b4466a-d3f6-449d-9679-5c667862e908,2026-03-31,6.04,41.04,7.68,13401,0.93,0.97,57.38
15ce4309-aa82-496d-9037-92842e58000d,2026-01-27,7.15,19.69,40.52,45967,0.66,0.85,50.53
43abe45e-2920-4124-af3b-cc227efb637e,2026-04-30,3.69,25.56,28.48,16618,0.55,0.86,63.82
3f870a96-3715-4497-8a9f-f75bafb8df5b,2026-02-06,4.04,46.2,28.36,6195,0.92,0.94,77.18
7d572042-6daf-4e78-9d7e-90d75c081eb9,2025-12-03,6.5,30.32,24.02,36861,0.63,0.85,66.27
8379b6fe-6f92-4709-92f1-96caf668c520,2025-10-25,7.94,41.59,48.08,42130,0.97,0.79,44.58
84d99ea7-8313-4757-af58-236b6058fa89,2026-02-02,1.46,18.11,15.84,10139,0.59,0.83,69
152ecd10-0bd4-4b96-8c20-baa941a40f0d,2025-08-29,2.95,29.54,20.93,33324,0.56,0.95,31.58
262e4640-d540-44cc-99a9-07aa97da6a8b,2026-03-12,2.46,48.39,40.47,26063,0.56,0.87,76.7
f0dcb1e8-6a37-4e09-9f81-0560175119d3,2025-08-14,3.99,48.42,48.78,48662,0.88,0.76,51.58
d3895ab1-99cc-4290-b015-00af58171c35,2025-11-12,7.6,35.86,43.65,41344,0.82,0.74,63.5
471713a2-a712-424b-9d20-46340db9c3d2,2026-05-31,9.04,29.89,37.33,1162,0.88,0.8,69.97
81f8958d-5386-49e6-a707-d723e264a9e4,2025-09-19,1.42,41.52,25.62,28517,0.61,0.79,67.27
be37705d-97fa-44e4-8cf5-a02babbf299e,2025-12-09,6.72,29.95,27.78,26320,0.93,0.9,42.06
6230073b-ab97-4951-aaea-4eec6408ed66,2026-02-19,9.8,23.3,44.14,44072,0.68,0.7,22.23
4ab60cb2-4fef-4268-9cac-7832fb369a22,2025-10-02,5.03,40.06,32.65,26038,0.69,0.82,49.11
e519606f-229b-4b05-8904-7d1519c6b1f6,2025-12-05,2.08,36.63,9.09,47701,0.66,0.93,60.44
e5bffc72-f2a2-4803-814c-2541e4a64f05,2026-06-23,9.11,32.5,20.04,21765,0.92,0.83,68.78
b237f198-d12f-426c-af40-81f9651a792c,2026-04-21,6.16,42.7,23.18,21809,0.61,0.92,21.09
d0d186cc-9dbf-405f-a48b-8c9f6e2d749f,2025-10-11,4.29,28.6,34.2,36339,0.93,0.76,40.82
2152b99b-dbd7-4513-9340-eaa47f45761c,2026-06-18,4.9,31.41,10.98,47934,0.6,0.98,37.88
ba848e24-d969-4457-b252-f7c31fa5876b,2026-04-20,4.51,34.42,28.88,29090,0.84,0.88,77.71
dc08d059-39c7-4eb5-9b3c-36c029f45ac6,2026-02-13,4.5,25.45,12.24,22739,0.62,0.9,25.28
4903d468-b017-49f3-a83a-1b9baf02c09c,2025-08-08,3.17,42.99,9.32,49270,0.94,0.77,50.33
bfa71793-39ee-4841-b85d-335d8303c9ac,2025-09-08,2.03,39.24,21.54,40244,0.65,0.83,29.33
217a6ba2-8ca4-4205-a1cf-d8c1bf71f46c,2025-12-14,3.91,30.42,38.64,6158,0.61,0.87,72.58
1d34e6ef-0daf-4b25-ae4b-753a0b62ddeb,2025-12-13,6.13,37.05,43.46,9269,0.83,0.94,67.91
a86b713e-f34f-4457-88d5-3a8b96ad160d,2025-12-23,2.57,10.29,27.26,11977,0.95,0.94,36.43
e8cc448c-2996-40c0-846e-7c28eb8e3218,2026-07-24,3.35,28.45,44.18,16571,0.92,0.81,25.26
2ea8a1af-8e4f-4f19-8a08-48dd934a106e,2026-07-22,5.46,38.73,12.94,19002,0.86,0.76,20.81
5d300d6d-3a28-4314-924c-7da7207622cf,2025-12-28,5.54,10.1,17,29449,0.51,0.79,73.79
7333a266-6643-40e4-a6db-ee54227ae947,2026-04-26,7.34,41.66,38.82,35945,0.96,0.87,64.36
760490ad-80bb-4328-a543-3f8dfcf6479d,2025-11-23,5.57,30.07,34.52,29325,0.68,1,42.11
6112bcdb-d454-49e4-8b8b-f7c81221f69a,2025-08-01,4.26,48.99,31.88,4439,0.81,0.73,43.64
c2e86d47-9269-4eb7-80cd-c633d4441d7f,2026-04-02,9.32,29.48,39.93,49211,0.87,0.96,62.57
080aa808-766b-4530-8b83-4750975c5795,2026-02-16,1.8,37.73,30.73,10464,0.65,0.78,59.2
71b15110-b70e-41e7-8164-2a89b098019a,2026-04-08,8.49,40.02,10.53,42219,0.86,0.73,49.44
b3e6ea71-c21a-4bcc-a2f9-eb771f97fdc1,2025-11-24,7.44,35.6,19.87,26148,0.74,0.87,45.62
c433aa1f-5bba-4a73-9ce8-27cbb5853e7f,2026-05-29,2.66,43.34,7.02,37525,0.74,0.72,55.93
7420555c-bc73-48f2-a218-46dbef756059,2025-09-09,4.52,46.9,29.15,8519,0.75,0.9,47.37
e18b7f7b-4b52-4c64-8a00-725817fb9837,2025-11-10,5.13,42.78,7.24,48334,0.79,0.81,23.47
505f66bb-f818-4e89-94ec-a4c5185a05a9,2025-11-14,4.85,13.16,40.86,47504,0.51,0.93,64
71acc2cc-4e57-4d0e-864f-518ce6d570f9,2025-12-08,8.78,30.74,9.56,6786,0.59,0.93,56.3
a839eabb-59e9-4271-94ac-5604459996fd,2026-02-07,2.04,42.56,23.43,10941,0.55,0.99,63.72
e82b82b2-3aef-46b4-9fa4-0d6cc7157815,2025-12-21,8.11,44.01,41.96,12944,0.65,0.9,59.85
36e9607e-3958-476d-82f9-6981469d2cc1,2026-05-01,9.98,47.71,7.97,44353,0.95,0.84,21.86
a9419489-538c-4c4d-82aa-76b674590739,2026-04-07,3.99,37.45,35.35,9469,0.97,0.96,54.54
df0add03-3ae5-4e15-b50b-ddcab6eca8cd,2026-02-21,2.1,22.68,47.12,7420,0.96,0.73,64.05
e1988153-f7dd-46bd-bab4-c063bcd9c30b,2026-06-22,6.08,32.42,29.83,33557,0.97,0.9,65.22
55688229-26d7-4a99-815e-9c95141e3e4e,2025-12-29,8.94,39.34,47.26,6666,0.78,0.83,42.82
e3d8cfae-ff00-48ca-b48f-8583f4a5d4fa,2025-08-05,5.13,36.81,44.95,46895,0.6,0.83,55.36
87e1234a-4953-4cc9-af1a-9b0fbc401d63,2025-08-25,6.22,21.66,32.88,7613,0.61,0.97,34.76
