Record_ID,Date,Campaign_ID,Campaign_Type,Marketing_Channel,Click_Through_Rate_CTR,Conversion_Rate,Offer_Redemption_Rate,Opt_Out_Rate,Campaign_Segment,Campaign_Cost_per_Customer,Upsell_Success_Rate,Cross_Product_Adoption_Rate,Campaign_Engagement_Rate,Cost_per_Acquisition_CPA,Retention_Campaign_ROI,A_B_Testing_Conversion_Lift,Social_Media_Campaign_Effectiveness,Personalized_Offer_Acceptance_Rate,Campaign_Response_Time_Avg_Hrs,Customer_Segment_Response_Variance,Marketing_Channel_Cost_Efficiency
18ab7c8c-9838-4f54-93cc-3968f7cc651a,2026-03-27,CAMP-5644,Retention,SMS,1.77,2.41,15.99,2.5,Demographic,3.01,13.03,2.82,8.45,84.01,257.82,8.1,0.96,20.25,45,0.5,0.75
c319b454-3ff7-4236-ada1-dd7cff37f76d,2025-12-23,CAMP-9890,Promotional,Social Media,3.32,3.82,19.7,3.82,Behavioral,7.71,8.58,1.85,16.12,17.82,267.08,8.76,0.63,21.41,19,0.12,0.98
869df676-b0c8-4c7d-9ebc-8a13c7af8580,2026-06-20,CAMP-7786,Promotional,Social Media,7.91,4.92,21.04,2.19,Geographic,1.97,10.96,6.64,9.03,80.23,252.03,0.93,0.58,38.75,27,0.22,0.93
f46791aa-4738-40d4-8ef2-ea6ea1533bf2,2026-06-20,CAMP-5111,Awareness,Email,8.49,3.81,25.75,0.8,Geographic,1.57,2.92,6.42,10.58,53.9,266.88,-1.33,0.69,21.29,21,0.31,0.63
fbe33376-053f-431f-8941-ffc84965d7e9,2025-09-16,CAMP-3228,Awareness,Email,1.04,1.7,13.6,2.61,Geographic,4.96,7.96,8.28,13.22,46.97,229.17,4.35,0.94,15.51,33,0.39,0.96
f5bd4045-97ad-4cc3-a2cd-7d8b9db7de3e,2025-10-27,CAMP-3990,Awareness,Social Media,2.46,2.43,28.37,3.47,Geographic,1.37,10.54,8.18,16.08,22.96,87.01,6.87,0.58,13.91,25,0.43,0.8
5b44771a-75b1-469c-86b9-88892ab958ea,2025-11-25,CAMP-7094,Promotional,App Push,8.46,4.5,12.12,4.11,Behavioral,2.44,3.06,3.01,18.05,98.08,183.86,-1.72,0.75,40.64,44,0.25,0.66
d2d13567-38c1-48b8-96df-0b80bb56b4d0,2025-09-03,CAMP-9632,Retention,Email,4.63,0.8,16.05,4.93,Geographic,6.35,14.4,2.89,18.18,31.8,225.59,1.73,0.76,21.66,20,0.41,0.85
4adb8d98-efb8-43ff-9223-1e6c5db6b5d7,2026-06-15,CAMP-5227,Upsell,Website Banner,1.53,3.68,14.6,1.76,Demographic,6.09,3.24,5.24,23.5,27.04,298.83,7.81,0.95,46.57,33,0.28,0.81
07071ade-3370-45a7-bd7c-84e2d154630d,2025-08-20,CAMP-1258,Promotional,App Push,9.94,4.75,18.76,2.44,Demographic,2.63,10.13,9.39,12.38,85.41,184.92,9.38,0.82,27.89,10,0.5,0.89
8bec2a8a-1c8e-4b04-926e-42644e4cc643,2025-12-11,CAMP-3667,Awareness,Email,5.73,1.3,16.39,0.85,Geographic,7.21,5.8,9.69,16.57,43.33,55.51,1.44,0.88,27.34,46,0.38,0.8
03a8ef64-4b8d-4d57-902a-6263f3c5a32a,2025-09-28,CAMP-3963,Upsell,Social Media,8.42,1.89,10.16,2.8,Demographic,3.5,10.11,3.43,6.41,78.09,70.52,1.16,0.7,41.02,39,0.28,0.63
66314ea0-e499-486b-b810-24ce62ecef32,2026-03-07,CAMP-1974,Retention,Social Media,7.27,1.4,9.45,3.38,Geographic,8.03,10.74,4.05,20.15,13.42,206.26,5.8,0.99,28.09,14,0.27,0.85
54676a92-e0dd-4aa9-b8f3-8e9c1631699f,2025-11-20,CAMP-8111,Awareness,Email,1.48,3.13,16.87,4.86,Behavioral,6.27,10.78,2.99,23.2,47.07,147.34,4.67,0.62,15.71,44,0.45,0.81
ebeb9a72-d686-44b6-8a83-8945058a7d57,2025-08-12,CAMP-7750,Awareness,Social Media,9.81,4.93,22.87,3.81,Demographic,2.43,14.71,7,18.13,57.75,126.51,5.82,0.93,19.34,19,0.17,0.97
aedf1f5b-23b1-4e02-adfb-06ac47da786f,2025-11-29,CAMP-2431,Awareness,App Push,8.32,4.93,26.94,4.44,Geographic,9.2,3.27,6.36,8.43,55,78.82,7.96,0.67,22.73,46,0.18,0.66
a741ac80-766b-43bf-a62a-3aa71d8ad6c5,2026-02-17,CAMP-4832,Promotional,SMS,3.63,2.08,7.26,2.77,Geographic,7.32,8.56,6.45,19.85,45.03,53.98,2.29,0.73,35.23,33,0.3,0.77
a60f480c-634b-4229-accd-ff7179c362ae,2026-06-21,CAMP-8543,Retention,Website Banner,4.58,4.29,7.29,1.33,Demographic,8.89,6.46,6.35,15.73,44.03,223.19,6.16,0.98,48.87,38,0.22,0.71
d29a386f-80ac-4c46-8484-57608cbaf960,2026-01-06,CAMP-4383,Promotional,Website Banner,4.87,1.85,16.47,4.02,Demographic,9.01,4.92,9.76,5.22,32.53,268.15,9.79,0.84,12.23,38,0.24,0.81
4655f814-af19-48c0-b575-2b64f186042a,2026-04-25,CAMP-4362,Upsell,Social Media,6.14,1.19,9.99,0.34,Geographic,3.66,3.72,9.17,14.61,56.65,268.01,3.62,0.52,13.77,6,0.34,0.94
faf35434-853b-45da-9d39-9c8a4c0940dd,2025-10-01,CAMP-5836,Upsell,SMS,7.21,1.11,7.24,2.87,Geographic,6.52,7.43,1.65,10.02,93.98,284.52,1.57,0.74,43.13,8,0.47,0.87
8c1581ec-13c0-4b45-8416-f79e6a7d2ef0,2025-10-03,CAMP-3634,Promotional,Email,5.69,4.16,17.19,4.2,Behavioral,3.08,9.98,9.79,20.19,72.06,158.56,1.15,0.74,23.11,23,0.17,0.71
88f662cc-816c-4b46-a6e0-af3215ad89c3,2026-01-04,CAMP-8661,Retention,Social Media,8.3,1.49,28.9,1.84,Geographic,5.23,12.2,9.66,27.08,24.2,131.17,4.91,0.59,24.97,36,0.4,0.74
245017a4-1c00-4402-8b12-2fd0072e3469,2025-07-27,CAMP-6587,Upsell,Social Media,2.12,1.58,22.23,2.37,Behavioral,9.04,3.13,7.55,25.04,93.7,75.6,-1.5,0.68,27.57,38,0.22,0.86
9b60341b-d4b6-46e2-ac22-30f3c6f8f901,2025-12-16,CAMP-2246,Upsell,Website Banner,7.13,1.68,9.19,4.54,Behavioral,9.19,8.03,3.45,29.82,30.63,268.46,5.11,0.51,20.08,47,0.27,0.88
a5dc8e43-2ea8-45a8-b4ad-b7a0c25e515a,2026-05-18,CAMP-1958,Upsell,Email,6.7,1.04,19.03,0.61,Demographic,6.77,12.02,3.77,23.93,34.88,162.85,8.47,0.55,30.88,38,0.23,0.76
d30f9b54-8815-443b-b26c-d13f2fe4ac2d,2025-09-19,CAMP-4074,Awareness,SMS,6.35,4.14,23.91,1.39,Behavioral,2.47,7.45,4.47,21.43,95.94,241.15,8.85,0.61,48.04,3,0.4,0.88
26fe90a1-ece6-497c-bb44-44d177a13c64,2026-03-04,CAMP-4869,Promotional,SMS,2.47,3.04,6.48,2.66,Behavioral,7.88,4.6,8.46,6.99,32.89,166.55,1.17,0.91,29.82,38,0.17,0.84
b41441c2-098c-4386-ac4d-dde26e2a9c63,2026-06-11,CAMP-7079,Upsell,Email,9.74,4.67,9.36,3.15,Geographic,7.86,2.64,4.97,26.3,33.38,86.41,3.09,0.59,34.87,9,0.38,0.63
698460a3-a0ca-41af-804a-25bebbeb5944,2026-01-12,CAMP-4686,Upsell,Social Media,8.99,4.12,5.74,2.78,Geographic,7.77,13.47,6.09,22.68,40.05,72.77,8.3,0.91,35.45,47,0.13,0.98
4ea56408-47eb-446d-8b99-9068216159e5,2025-10-14,CAMP-8858,Upsell,Social Media,7.08,2.53,15.49,2.07,Geographic,4.09,2.67,5.85,8.01,40.72,94.87,4.62,0.81,44.34,23,0.11,0.81
78d78e0c-a02a-4770-aea0-11337701d6fa,2025-09-17,CAMP-1458,Awareness,App Push,6.98,4.62,22.67,3.29,Demographic,2.87,6.18,9.71,10.78,60.5,204.19,1.6,0.77,49.63,48,0.49,0.82
b68b5515-192b-4e01-ad5a-0507f49eed0b,2026-04-09,CAMP-3413,Upsell,Social Media,3.04,3.33,22.47,4.57,Behavioral,5.63,9.36,3.71,23.77,17.67,192.89,3.96,0.94,41.25,36,0.3,0.91
8e7ea3fc-e06c-442c-b373-f70087b55305,2025-11-27,CAMP-7733,Upsell,Email,1.25,1.06,25.05,0.71,Demographic,0.95,5.48,4.38,25.85,99.94,178.32,-1.79,0.9,15.43,18,0.49,0.99
9f86c1c9-92bb-49b1-959f-760db3098cff,2025-10-09,CAMP-9917,Promotional,Email,3.14,1.86,23.51,1.67,Behavioral,7.34,9.93,3.24,9.51,32.81,211.73,3.67,0.93,49.83,33,0.31,0.83
eaf72c7a-325a-4fc2-afea-6ae3fe45112a,2026-04-15,CAMP-1906,Promotional,SMS,5.66,2.84,20.95,1.92,Geographic,9.98,3.94,4.1,22.17,28.88,155.47,8.6,0.62,36.95,30,0.12,0.87
3876fc75-43d3-4283-992d-f58d0a8aa2f1,2026-05-12,CAMP-2081,Upsell,Social Media,2.82,4.58,22.08,2.4,Demographic,1.23,2.21,8.85,25.01,46.63,266.24,7.17,0.91,24.16,45,0.22,0.81
adb82d47-ebfb-4ae2-a750-e48fdf7a8e70,2026-07-18,CAMP-3201,Awareness,Social Media,4.22,4.45,24.07,2.55,Demographic,2.19,3.04,2.79,13.08,57.3,216.14,4.65,0.84,12.43,6,0.12,0.7
541d2733-2db8-4bbd-ac98-26cde8a1b47b,2026-03-13,CAMP-2947,Awareness,Social Media,9.85,3.02,5.76,2.09,Geographic,1.81,8.72,9.05,20.08,31.37,54.53,5.62,0.8,49.39,28,0.2,0.91
57782fe2-9256-4d3d-bcf9-929b20448812,2025-10-05,CAMP-8364,Promotional,Email,6.49,2.08,13.86,3.18,Demographic,9.26,9.81,1.41,22.96,69.78,215.21,3.25,0.53,29.17,34,0.34,0.94
189ff92a-8c89-486a-acc6-11b249ed5047,2025-08-12,CAMP-3938,Retention,Social Media,8.08,4.67,27.49,3.98,Behavioral,1.4,6.47,7.88,6.8,26.36,287.78,7.44,0.79,17.43,43,0.32,0.69
c587da39-0fd5-4279-8746-1a8c4d5c8e2c,2026-04-29,CAMP-9582,Promotional,Social Media,4.17,3.99,21.07,0.89,Behavioral,1.41,10.12,7,9.57,80.05,198.18,0.64,0.9,29.33,19,0.31,0.73
b80157fd-8421-46b5-9a36-39660780f0c0,2026-03-04,CAMP-2461,Awareness,Social Media,6.66,4.72,10.84,2.58,Geographic,6.29,5.29,5.19,24.07,88.86,215.3,4.43,0.62,34.33,20,0.36,0.98
2db4fd96-ffd4-49c6-b482-4238c609abb9,2025-09-16,CAMP-6186,Upsell,Email,4.43,2.89,14.81,4.01,Demographic,3.71,5.24,7.77,10.75,73.86,235.79,7,0.64,32.18,15,0.41,0.74
72f01666-91f4-492e-b78c-8fb1083d616b,2025-10-27,CAMP-9149,Upsell,App Push,6.86,2.81,17.48,2.91,Behavioral,7.72,3.63,2.93,24.5,72.94,134.18,5.46,0.86,47.94,44,0.11,0.94
194c4a93-d7da-4ccb-a469-6ab89d751ba2,2026-04-07,CAMP-8611,Retention,SMS,1.06,2.7,13.99,1.26,Demographic,6.17,5.73,5.36,17.67,32.03,257.03,9.87,0.64,24.08,29,0.26,0.62
bb6a9e49-b83c-4e9a-bc87-c48add186255,2025-09-20,CAMP-6390,Retention,Email,7.78,1.2,6.44,2.07,Demographic,3.29,1.13,5.31,7.49,96.82,165.71,-0.98,0.8,12.25,31,0.22,0.9
fb81a852-d53e-4e50-a35a-97fd0f57f26b,2026-01-16,CAMP-7183,Retention,Website Banner,7.38,3.71,23.83,4.27,Demographic,6.46,5.36,6.53,29.79,97.18,79.4,1.18,0.55,48.5,25,0.11,0.92
e17c4b34-ba89-483f-9293-f8837a7f7c11,2025-09-11,CAMP-7603,Awareness,Social Media,2.16,2.99,11.81,2.42,Behavioral,9.63,3.32,1.24,6.44,41.07,292.26,2.12,0.7,43.12,13,0.21,0.63
23d5933d-042c-4d58-986b-f425c0ac0ea1,2026-06-12,CAMP-8765,Retention,Email,9.08,2.98,17.34,1.34,Behavioral,8.81,8.21,5.01,11.44,70.24,293.78,8.04,0.93,28.2,23,0.11,0.62
21fbcf07-d71d-4685-aa30-5e72db2021a2,2025-08-18,CAMP-1643,Awareness,Email,5.93,4.18,23.61,1.97,Geographic,3.09,8.62,2.56,12.82,69.37,154.7,7.76,0.56,18.02,9,0.42,0.68
99d3c980-bf82-4e00-b99d-45e6fae788e9,2025-11-23,CAMP-1524,Promotional,App Push,6.07,1.2,14.62,0.16,Behavioral,4.04,11.13,6.52,10.53,29.33,104.87,2.06,0.93,34.87,37,0.36,0.86
736d2bcd-bb9f-4713-a555-5d4ecfd85fcf,2025-08-06,CAMP-6869,Retention,SMS,2.69,3.37,21.77,2.1,Demographic,0.62,7.47,8.77,17.29,54.16,151.2,8.24,0.95,33.58,36,0.11,0.96
eab15b36-5d77-4ed2-9d40-49e77f466a38,2026-02-18,CAMP-2634,Promotional,Email,9.06,1.9,25.96,4.11,Demographic,2.98,14.51,4.03,6.84,99.79,245.74,0.45,0.56,37.71,24,0.42,0.79
a3cf9275-01bb-4f4d-9b2a-4dfe0130e732,2025-11-15,CAMP-9941,Upsell,Email,5.49,2.68,10.01,3.82,Behavioral,9.47,2.29,9.88,27.06,66.89,125.38,9.79,0.65,36.23,6,0.16,0.87
5e0ac066-4181-4146-bd1d-bdae80386c25,2025-10-02,CAMP-3133,Awareness,SMS,1.66,2.22,12.53,4.12,Demographic,2.28,4.28,8.46,21.14,58.18,231.62,7.65,0.52,40.18,44,0.33,0.96
78caa5b0-2c07-4b92-af0d-b534ca73d5db,2026-04-28,CAMP-1556,Retention,Social Media,2.53,2.79,8.42,3.42,Geographic,4.66,13.38,8.92,13.21,57.65,134.26,-1.77,0.59,40.79,29,0.5,0.96
72e6d5d1-6d9e-4271-ba6f-14677547d5d2,2025-09-16,CAMP-7795,Upsell,App Push,9.29,3.08,11.63,1.67,Behavioral,9.16,14.78,8.84,14.79,99.4,89.52,9.39,0.52,33.64,16,0.22,0.82
ba227f6d-7ef9-4afa-b733-5a0bdf1f1637,2026-01-05,CAMP-5766,Retention,Email,6.23,2,21.38,4.83,Behavioral,7.19,3.16,2.46,19.93,43.67,297.42,6.26,0.76,10.72,35,0.14,0.78
295989e7-4105-4e5e-ac76-7b7332c1ce00,2026-05-26,CAMP-5869,Awareness,SMS,8.4,1.49,16.62,2.47,Behavioral,8.52,12.29,1.07,28.99,62.11,273.68,-1.01,0.69,15.11,41,0.25,0.62
817670bc-50e1-49ba-8909-e838c9fb4d90,2026-05-21,CAMP-2465,Promotional,Email,8.99,2.2,21.23,2.66,Geographic,2.52,14.61,8.55,20.1,55.59,252.61,8.8,0.87,37.3,25,0.28,0.8
119eebe8-860a-438b-987f-21677b70734b,2025-12-09,CAMP-9823,Awareness,App Push,8.86,3.04,29.15,3.33,Geographic,2.07,5.09,2.19,15.5,12.29,101.57,2.53,0.97,30.97,34,0.17,0.97
93b507fb-13af-4f43-b7b9-5f866c49a8c1,2026-06-03,CAMP-9592,Promotional,App Push,1.75,4.38,22.93,2.25,Behavioral,9.6,12.89,7.22,28.7,28.62,106.39,6.28,0.82,21.06,33,0.14,0.9
b3a08801-6dc3-449c-be55-916a80a41d1f,2025-07-30,CAMP-1949,Retention,SMS,7.57,3.82,19.07,4.21,Geographic,6.66,7.68,9.53,11.66,92.22,192.4,3.53,0.57,23.01,29,0.37,0.94
677fdd3a-49c8-494b-9a8b-87ca156c82e6,2025-12-25,CAMP-5310,Awareness,Social Media,3.63,4.57,24.4,4.53,Behavioral,8.65,4.18,1.84,5.39,31.08,114.7,-1.54,0.77,33.32,40,0.14,0.78
32eed3f7-6e77-41eb-9587-20eb5be33a7e,2025-10-06,CAMP-8175,Promotional,Social Media,1.09,2.35,13.32,0.23,Behavioral,6.07,1.44,3.23,26.28,92.11,222.45,-1.84,0.91,11.55,28,0.18,0.93
5fcc0c40-3f67-4864-945a-60d1d50480d3,2026-04-28,CAMP-8793,Upsell,App Push,7.16,2.59,10.32,4.08,Behavioral,6.35,4.06,7.07,7.14,19.82,176.47,2.34,0.79,17.7,6,0.23,0.78
7949113f-da3d-461c-8d54-885c019836d8,2026-03-12,CAMP-4256,Promotional,Email,5.96,1.59,9.36,1.69,Geographic,0.73,7.64,9.94,29.41,47.44,193.58,8.89,0.81,21.57,44,0.45,0.81
d4918a34-8977-424c-904a-ab7557f35e99,2026-05-29,CAMP-5561,Upsell,App Push,2.32,0.82,6.88,1.78,Geographic,2.08,3.17,9.36,23.78,43.97,116.13,9.47,0.64,30.85,18,0.41,0.84
770d234c-af7f-4b50-bb8a-d839e9522724,2025-10-02,CAMP-6217,Awareness,Social Media,8.95,3.84,20.02,1.21,Geographic,5.84,4.3,1.27,26.72,99.57,227.72,4.66,0.55,19.14,44,0.28,0.65
dd9eca4a-040b-4790-b9ef-eec3cc5b2742,2026-02-27,CAMP-7702,Awareness,App Push,8.14,1.75,23.61,2.2,Geographic,9.6,9.34,5.12,6.49,80.92,109.92,5.77,0.79,36.31,32,0.32,0.75
8415ba3d-e245-41e2-82af-1ceadda6ace4,2025-12-03,CAMP-6118,Upsell,Email,1.03,3.9,17.17,0.38,Behavioral,8.8,1.2,1.47,24.48,55.86,238.32,4.24,0.84,46.28,21,0.48,0.99
679c3531-5af4-49ce-b519-eb0f1abce079,2025-11-25,CAMP-8705,Upsell,SMS,8.09,0.52,29.35,0.59,Demographic,0.61,7.08,7.5,14.56,35.05,82.02,4.28,0.61,29.31,35,0.12,0.64
a5566921-8e2f-4e03-8fb5-0a2402ff52f0,2026-05-22,CAMP-7027,Awareness,Website Banner,5.84,1.15,25.25,0.83,Behavioral,4.18,4.59,6.24,27.84,28.29,272.24,3.97,0.76,20.16,26,0.28,0.69
2817dd0f-e2df-4d8a-9a09-e0b9b11c3574,2026-04-13,CAMP-4506,Promotional,SMS,4.2,2.33,6.84,1.14,Behavioral,6.96,6.01,1.03,27.13,75.04,262.02,-0.61,0.63,10.43,17,0.44,0.61
6ca2e548-e256-4d30-9cb0-5ff9ed47caef,2026-06-04,CAMP-9937,Upsell,Website Banner,4.8,3.12,21.85,1.85,Demographic,8.01,2.92,3.64,26.64,58.21,276.78,5.84,0.84,12.6,21,0.43,0.63
89495b76-6887-4d40-9466-f1659359e966,2025-11-01,CAMP-5007,Upsell,SMS,7.98,2.93,25.43,2.65,Behavioral,8.08,1.11,9.03,10.75,48.98,125.56,4.03,0.51,34.89,22,0.13,0.89
e7ccde49-988d-4ad3-8039-f60fa7c88c20,2025-12-16,CAMP-3983,Awareness,Social Media,7.64,4.07,6.65,3.06,Demographic,1.42,12.67,6.99,7.02,52.95,248.01,-1.2,0.54,31.19,11,0.12,0.73
f4695e47-adb5-434d-b344-eeec29fc775c,2026-05-05,CAMP-5697,Promotional,SMS,2.53,1.59,9.71,1.53,Geographic,1.55,6.35,4.04,14.75,54.43,295.89,7.09,0.52,29.65,48,0.19,0.76
a04efafb-8e84-4344-95df-a78dc9729871,2025-08-09,CAMP-8342,Awareness,Social Media,1.28,2.68,18.63,2.49,Geographic,2.25,1.24,1.81,23.72,10.47,261.18,0.42,0.96,25.21,34,0.2,0.72
c6134adf-7dda-455d-a833-23532163e125,2026-03-16,CAMP-6259,Retention,SMS,1.22,1,9.24,2.62,Behavioral,1.02,7.25,8.82,18.51,34.25,219.16,-0.71,0.6,37.76,1,0.28,0.62
65a5ee8d-6011-469b-9439-ac032a148f38,2026-02-09,CAMP-6052,Promotional,App Push,1.66,2.82,19.87,4.33,Behavioral,1.53,5.35,8.54,14.6,67.21,246.28,2.57,0.77,38.73,18,0.33,0.9
b2d866b7-d1c8-47b8-bb2a-aa5d6c9d6048,2025-11-01,CAMP-5181,Retention,App Push,2.65,4.64,21.43,4.74,Demographic,7.82,11.55,2.8,8.78,40.33,261.72,9.56,0.56,11.05,27,0.37,0.75
9645e6b0-7278-450a-95f7-8cd5c4175854,2025-08-11,CAMP-5500,Awareness,App Push,2.78,4.27,21.1,3.7,Demographic,1.57,8.01,6.23,16.81,90.41,119.14,-1.71,0.84,38.25,14,0.48,0.93
1fa1cd73-7497-4250-a365-b5ec0ff751b2,2026-03-24,CAMP-9643,Awareness,Social Media,8.72,0.59,27.63,4.51,Demographic,8.19,10.39,4.36,12.85,51.67,126.6,3.72,1,44.64,15,0.18,0.66
d8ad5ba0-4135-46c2-8c68-80badba52073,2025-08-27,CAMP-1251,Awareness,Social Media,1.41,1.12,9.4,0.37,Behavioral,2.13,4.15,9.45,21.89,55.75,165.78,-1.11,0.77,31.43,11,0.35,0.7
f597e4ba-357e-450c-9e69-0dc50667a2f4,2026-03-17,CAMP-9311,Promotional,SMS,1.3,0.95,7.84,4.13,Geographic,9.39,7.33,7.34,19.14,62.86,245.13,5.61,0.54,30.83,28,0.13,0.87
1a7e6c48-c686-43b0-849c-a633860e8cc5,2026-06-07,CAMP-8596,Awareness,SMS,3.01,4.59,8.21,2.95,Geographic,3.29,14.41,4.78,28.38,26.49,216.64,5.33,0.89,35.51,9,0.33,0.66
d1210fe4-b3be-497b-9ef5-dd718a1abc95,2026-01-21,CAMP-8643,Upsell,Email,5.87,2.45,8.71,0.98,Geographic,8.49,12.57,4.29,8.73,29.47,159.79,8.1,0.82,24.74,30,0.43,0.61
c0edf70e-59aa-4e8a-be65-0f895d88dc01,2025-12-12,CAMP-7848,Promotional,Email,8.48,3.6,14.38,3.31,Demographic,3.15,9.63,6.62,18.54,53.27,115.76,6.51,0.57,10.36,32,0.23,0.66
0ff96aac-2d48-4ad5-bfe0-854c51f03e74,2026-04-24,CAMP-7335,Promotional,App Push,3.79,3.15,13.46,4.28,Geographic,0.55,11.12,9.55,11.36,31.52,299.88,7.91,0.69,10.8,29,0.11,0.87
bd7a9310-20d8-40ef-83b5-6efb6723dcbe,2026-04-07,CAMP-8630,Retention,SMS,7.35,2.14,26.03,3.78,Demographic,9.4,5.99,8.5,24.2,70.78,197.17,1.91,0.66,41.6,27,0.49,0.83
882dc15b-9e6d-49fd-8722-d4728b9962df,2026-05-16,CAMP-1067,Retention,Website Banner,4.66,4.33,23.62,2.58,Geographic,9.81,9.98,3.09,9.5,12.43,229.32,-1.97,0.58,30.67,30,0.37,0.65
1c45743c-da78-401c-bc6f-5b39b6fa07ca,2026-03-01,CAMP-6195,Upsell,App Push,6.37,3.02,25.81,0.15,Geographic,5.68,2.46,9.25,17.38,39.07,214.39,4.08,0.74,36.87,34,0.2,0.74
8b1f7ca9-b239-4918-9fb7-a5f341f260ab,2025-11-10,CAMP-4934,Promotional,Email,8.8,3.91,11.4,3.19,Demographic,4.35,3.74,5.54,13.12,13.28,248.16,8.53,0.96,49.72,36,0.33,0.62
c7a0e2aa-de1c-446d-9d7e-a4cda629fde4,2026-04-22,CAMP-6627,Awareness,Website Banner,6.11,2.92,23.03,4.29,Geographic,8.49,12.48,2.11,18.21,92.13,107.24,5.41,0.91,45.97,30,0.16,0.92
0a54a94c-51d8-4502-b0b3-413e91d53415,2026-04-05,CAMP-3053,Upsell,Email,4.06,1.87,19.36,0.66,Behavioral,5.84,8.01,5.32,15.6,49.66,286.89,3.72,0.94,22.18,20,0.46,0.61
3ee6873c-630c-471d-9b11-870e0ae1138c,2025-11-10,CAMP-2093,Upsell,App Push,1.84,1.23,28.07,0.72,Behavioral,1.53,1.44,2.63,24.21,36.86,111.46,6.62,0.74,16.45,40,0.38,0.79
b869dc50-ed54-4b1d-a70d-df7d54c6393a,2026-06-01,CAMP-1582,Promotional,Email,6.65,2.66,28.09,1.27,Geographic,0.58,13.35,4.12,8.7,87.64,257.6,-1.33,0.56,48.39,6,0.33,0.88
2357d883-b4cf-4505-bb5b-71f536a9cc1d,2026-07-15,CAMP-6251,Upsell,App Push,6.1,3.6,23.85,3.32,Behavioral,2.23,11.93,2.75,5.08,36.43,53.16,4.39,0.88,25.16,15,0.41,0.87
08fe8f82-da4d-462e-88a8-85ab8734030e,2026-03-04,CAMP-7457,Retention,Email,3.15,2.11,18.37,1.87,Geographic,1.94,3.7,3.26,29.29,49.98,183.88,9.81,0.8,35.29,42,0.45,0.84
3dada7ec-d7f2-46b5-879b-d53249bc43c2,2026-01-12,CAMP-3470,Retention,Email,8.16,2.69,13.15,4.81,Demographic,3.11,3.27,1.78,17.62,16.77,187.79,-0.13,0.86,12.13,36,0.35,0.62
dbca4757-6d62-4f02-a5e3-d51412d10085,2025-09-10,CAMP-8154,Upsell,Email,2.32,0.59,14.46,3.48,Geographic,5.15,5.81,5.23,21.42,67.05,166.18,-0.54,0.68,10.88,2,0.29,0.62
a4fec866-2a7d-47bf-be2a-9403d115d798,2025-12-18,CAMP-1767,Promotional,Email,6.24,2.61,28.19,0.69,Geographic,9.47,12.56,3.81,9.92,70.1,51.04,7.69,0.96,24.14,32,0.46,0.78
267a4e36-a4d6-4cb9-a4bb-db0af9c8863e,2026-02-12,CAMP-4309,Promotional,Social Media,3.4,3.35,23.66,3.51,Geographic,4.05,5.28,3.52,14.93,64.39,186.82,7.35,0.82,28.54,46,0.13,0.69
c48a84d8-b5cc-41aa-b3b0-f7e1b2648501,2025-12-13,CAMP-2363,Upsell,SMS,3.28,1.87,12.64,2.49,Behavioral,5.78,9.18,6.33,10.01,22.12,248.4,4.94,0.9,36.69,12,0.37,0.83
bfdf08ac-a994-49f0-ac1d-ee45360ab1e5,2026-01-28,CAMP-2799,Upsell,Website Banner,6.67,0.86,7.61,3.6,Behavioral,3.61,4.05,5.66,5.64,19.81,165.13,2.53,0.84,11.04,4,0.13,0.85
71b1c030-f753-4225-9ee0-cd4e535ca649,2026-05-26,CAMP-9076,Retention,App Push,6.86,2.39,5.55,1.75,Behavioral,8.5,3.52,2.99,12.5,14.28,141.54,9.49,0.81,22.08,25,0.47,0.98
0c433bac-ff61-4fa5-a79b-c5375ee6cace,2026-06-27,CAMP-2238,Retention,Website Banner,9.88,1.3,15.34,3.14,Geographic,4.49,12.38,4.23,15.91,72.98,94.52,8.37,0.88,43.87,39,0.48,0.88
aee6d58c-e845-4b7a-a8e6-fa56b5f88a36,2026-03-21,CAMP-7387,Upsell,Social Media,5.84,0.58,18.43,1.94,Behavioral,2.72,7.48,9.19,9.27,51.99,285.55,-1.73,0.65,43.05,17,0.44,0.96
27b5cc17-c755-418c-be29-5f44c84609ca,2025-09-28,CAMP-4173,Retention,App Push,5.37,2.19,12.36,4.93,Geographic,2.09,7.52,5.46,8.83,88.92,109.9,9.03,0.95,47.17,42,0.26,0.84
7ca67abe-1a58-4ca3-9bd7-87e7bb31b853,2025-11-13,CAMP-2397,Upsell,SMS,2.06,4.82,22.61,2.77,Geographic,4.31,9.19,9.13,27.56,59.33,251.98,4.86,0.55,12.73,23,0.27,0.75
e46e1b40-e79f-4e1d-a947-a00f0d469625,2026-02-18,CAMP-2152,Upsell,Website Banner,5.99,4.16,10.31,3.4,Demographic,3.79,4.56,3.82,19.27,68.45,277.35,-0.52,0.81,47.83,41,0.5,0.75
6216664c-09bd-4d53-9a38-24abeedf7a67,2026-04-16,CAMP-3652,Upsell,App Push,7.8,4.35,5.88,0.41,Geographic,7.53,8.92,1.86,28.42,23.41,237.44,-1.3,0.86,15.79,12,0.31,0.84
dabdf727-50cf-4050-b064-77150a385e15,2025-08-25,CAMP-3624,Upsell,Email,6.33,4.94,7.82,0.5,Demographic,6.01,1.43,4.26,20.34,24.54,91.58,-0.6,0.56,48.81,46,0.18,0.97
