Record_ID,Date,Customer_ID,App_Crash_Rate,Website_Conversion_Rate_e_g_plan_purchases,Digital_Onboarding_Completion_Rate,Chatbot_Interaction_Success_Rate,Virtual_Assistant_Usage_Frequency,Digital_Payment_Adoption_Rate,Customer_Portal_Error_Rate,Mobile_App_Feature_Usage_Rate,Digital_Customer_Satisfaction_Score,API_Response_Time_third_party_integrations_ms
e1d7772b-439e-456e-9eda-b2c6a956657a,2025-11-19,CUST-499549,0.83,7.28,72.41,87.89,4,58.99,1.59,Plan Change,0.95,258
5caf7a49-e82d-4eb6-b398-ee32f1613f7a,2026-06-10,CUST-192395,0.25,8.06,87.49,66.5,6,57.87,1.04,Plan Change,0.6,186
64f20727-6ccb-4659-9ea2-8ebadc1457cc,2026-06-05,CUST-916934,0.61,6.42,75.4,76.98,1,76.12,0.55,Plan Change,0.83,346
95c71b73-7d95-46d2-be76-b4d8b803e800,2025-11-07,CUST-475950,0.47,8.87,80.36,63.85,3,42.32,2.57,Plan Change,0.95,416
cebe5693-c072-465e-91b0-20a59b0ca1ce,2026-05-31,CUST-684126,0.3,7.41,71.8,74.13,0,59.39,2.64,Support Chat,0.77,409
095443bb-707a-42c5-aed1-f857e308f7c1,2026-03-26,CUST-813474,0.99,5.31,73.02,78.84,9,61.88,0.66,Usage Monitoring,0.77,54
c38ded86-f02c-4fa3-b635-18db63bdfa79,2026-03-29,CUST-147127,0.96,9.59,75.13,72.78,4,44.21,1.95,Add-ons,0.77,88
44f78704-eaad-4d82-ad2b-c0e1b26b0056,2026-01-22,CUST-469271,0.54,6.31,73.77,78,8,34.56,2,Billing,0.81,215
8b820c24-95eb-4ed5-b545-626d6828acfc,2025-10-24,CUST-648853,0.87,1.29,84.27,84.65,7,31.78,2.15,Support Chat,0.75,465
30efa5a7-121b-4212-81bc-d111c23ac85d,2026-06-01,CUST-910782,0.34,5.06,85.78,68.88,10,30.13,0.82,Add-ons,0.63,425
8ef11105-c701-4abe-a7c3-1941bdd7a66c,2025-10-24,CUST-962831,0.33,8.03,77.93,89.38,7,38.16,1.81,Add-ons,0.91,190
82ad3f01-ed3f-4d55-a132-7cfbd52f6416,2026-06-29,CUST-905952,0.96,3.71,87.99,75.64,6,34.38,0.99,Usage Monitoring,0.69,135
6ac22b31-907a-454d-a09c-408be8d2fc0a,2025-09-07,CUST-219159,0.63,8.89,80.38,74.49,10,53.88,0.55,Billing,0.74,183
93a2fb21-0871-450a-8649-bde69438f846,2026-03-04,CUST-936397,0.37,7.29,87.23,78.05,4,78.61,1.76,Support Chat,0.98,145
e323aff7-afbb-40a8-8d8a-5e0901d6e47a,2025-11-10,CUST-158276,0.77,8.08,89.4,75.18,5,33.05,2.81,Usage Monitoring,0.86,89
021d3102-13ba-408c-9649-4daa3f47371d,2025-12-04,CUST-857897,0.82,5.9,86.1,62.4,5,31.49,0.16,Billing,0.85,447
ae6b34fa-f55b-46e0-86d7-aa6760c82025,2025-11-15,CUST-904191,0.75,3.81,81.07,71.18,1,45.02,2.16,Add-ons,0.94,367
220d731e-f920-4d59-8710-d9e825f6ccf7,2026-01-09,CUST-590760,0.2,3.68,75.98,74.54,8,74.28,0.77,Add-ons,0.83,253
c3cb9639-1d99-49e3-a1a4-0d6f51ad0d64,2026-02-05,CUST-665040,0.05,5.71,82.2,81.82,7,74.25,2.67,Plan Change,0.68,387
71ade425-818a-4f6c-ae31-abf7f1e2f171,2026-05-11,CUST-870004,0.63,4,81.91,65.81,6,47.29,1.88,Plan Change,0.8,439
2e1df0b0-bb69-4d2b-b6b6-46f054178723,2026-06-03,CUST-664385,0.41,1.28,76.24,66.93,9,61.98,1.35,Usage Monitoring,0.85,117
d6fd5273-f351-4cd3-9856-e7f6c6737463,2026-03-16,CUST-803315,0.7,5.96,80.09,72.34,1,49.54,0.97,Usage Monitoring,0.84,117
60721403-6af4-4d6e-8e5d-5c484c751274,2025-12-24,CUST-441190,0.05,7.83,91.59,60.88,8,37.49,1.52,Add-ons,0.76,339
1e26f6c5-d26e-4b43-95a7-a8aa675d993f,2026-03-05,CUST-743061,0.42,9.6,70.89,89.99,2,42.12,2.08,Usage Monitoring,0.87,475
57cdc7cb-7ead-4349-a8f3-b3f7cd31835c,2026-04-06,CUST-208758,0.55,5.48,80.54,72.18,3,56.69,1.18,Add-ons,0.92,119
4a4c60d5-4690-4654-ba4e-83cdcbced48f,2025-10-21,CUST-102459,0.57,2.03,92.69,61.05,6,33.13,2.59,Support Chat,0.79,271
6e71b2dd-014e-46d3-97be-8e0d67395084,2026-03-03,CUST-177914,0.13,3.87,83.91,76.62,4,43.31,2.33,Usage Monitoring,0.66,334
35bb40e1-0548-4915-89b9-a9929b0b4316,2026-01-09,CUST-874846,0.54,3.92,74.88,69.53,9,53.87,0.37,Plan Change,0.69,136
1ab4e7c0-694c-49b6-9a0f-1e7338acfed3,2025-11-25,CUST-644406,0.15,8.82,90.29,63.06,2,42.31,1.34,Add-ons,0.88,182
af312438-c8a3-4ca0-bf2d-96c51938d137,2026-07-17,CUST-839106,0.23,6.69,90.66,82.97,1,30.27,2.39,Plan Change,0.75,264
1615f467-aa8f-433b-a90f-39e8412afa3f,2025-10-06,CUST-939140,0.91,5.49,86.09,86.22,2,56.43,1.16,Support Chat,0.94,447
4aa4f2e8-52cf-422b-9509-11958166a268,2026-03-27,CUST-789049,0.81,6.63,85.46,71.21,9,62.07,1.06,Billing,0.74,497
ae29b113-89d6-44d5-867c-96d83e87d043,2026-03-06,CUST-410117,0.74,8.52,89.08,74.67,3,42.67,0.66,Add-ons,0.7,253
6133ee89-7eda-4da2-8642-712b458c03ee,2025-11-11,CUST-210003,0.55,3.43,78.07,84.21,9,60.87,2.74,Usage Monitoring,0.9,212
d4968478-7008-4aee-885a-80c3bc042cee,2025-09-20,CUST-747995,0.84,6.1,70.23,69.99,5,74.74,2.71,Billing,0.86,415
4e23c9ef-7058-4648-897d-48d44dc4222b,2025-10-04,CUST-386659,0.15,3.79,70.98,87.22,9,34.31,1.14,Usage Monitoring,0.81,180
5fb4091f-cb75-465e-875e-5235ab9744b8,2026-06-12,CUST-969525,0.84,8.69,82.07,78.44,8,31.71,1.63,Billing,0.87,77
1be10bc0-fb83-4317-9600-b4fb37ca1788,2025-09-25,CUST-191886,0.54,5.8,87.43,73.76,8,43.16,1.11,Billing,0.67,381
9c5640ce-4192-48fc-8537-24a81a7f54ef,2025-10-12,CUST-677124,0.25,9.22,80.25,87.47,8,66.98,2.49,Usage Monitoring,0.8,372
0701bf01-e450-4aa3-b54e-384a0e844a66,2026-06-07,CUST-681603,0.66,1.85,71.19,73.15,2,46.75,0.42,Billing,0.72,452
691a2061-290e-423b-a142-b79118fc835f,2025-09-29,CUST-524090,0.61,7.04,77.85,68.28,1,31.43,2.92,Add-ons,0.99,372
96b3a69f-d1de-4be2-bef0-65a00a6f0e0e,2025-10-13,CUST-466298,0.66,6.56,91.26,66.2,2,51.35,1.11,Support Chat,0.75,350
f725e414-d92e-4991-9233-fb4f58dcd35a,2025-08-14,CUST-141054,0.09,9.32,87.77,78.64,6,54.44,0.3,Billing,0.83,208
b9459cf9-6571-4d2f-b736-566514eb0961,2025-10-12,CUST-517867,0.7,6.67,74.96,60.84,3,50.53,0.26,Add-ons,0.99,203
dcb0b8ad-af51-4203-8513-c3319658f896,2026-02-11,CUST-195036,0.54,1.04,91.92,84.01,9,41.43,2.78,Usage Monitoring,0.95,381
67fe15ed-1d9f-4565-a463-c53ce9c19264,2026-04-26,CUST-766456,0.49,7.26,90.22,71.82,6,56.04,0.81,Plan Change,0.77,168
0dfd2510-6b4c-48db-ac96-c3f5a66e0c70,2026-05-28,CUST-684287,0.52,8.66,74.54,63.55,0,69.51,0.75,Usage Monitoring,0.87,65
97cec520-444b-4cf0-98c8-c0d0c265db36,2026-07-05,CUST-730136,0.35,6.69,79.09,79.29,5,62.58,1.29,Plan Change,0.94,279
b77a40ec-4a76-4d47-8884-5532868c7627,2025-11-03,CUST-987839,0.71,5.66,85.52,84,8,78.91,1.75,Plan Change,0.8,139
18aac257-bce5-4cbf-8462-1303ca5dc93c,2025-12-22,CUST-995356,0.49,6.48,70.41,83.65,9,77.88,1.78,Add-ons,0.78,152
974e0013-29a5-4e88-b023-2da586a702fe,2026-04-20,CUST-664179,0.75,9.44,73.06,75.94,4,57.79,2.17,Plan Change,0.72,190
6ace239f-6b98-43a4-8921-3d61432c446c,2026-07-10,CUST-144146,0.25,9.93,90.37,73.85,4,34.18,0.5,Support Chat,0.9,205
4c98d9ad-0b4e-4278-8f15-0d302f84e01c,2026-05-31,CUST-754581,0.19,9.74,74.74,60.31,4,38.73,2.5,Add-ons,0.73,353
e094106b-ac06-4aa7-8434-b1f82ebc5c86,2026-03-19,CUST-400164,0.44,3.65,74.5,89.75,0,43.94,1.49,Billing,0.84,81
0498d796-9449-406c-9d72-5cf824e20c82,2025-08-01,CUST-184728,0.61,7.4,76.43,68.62,4,75.1,2.53,Support Chat,0.88,87
a70a3495-a46e-4637-b43d-65c4c7c772d5,2026-01-10,CUST-339858,0.63,8.67,92.94,64.71,4,51.45,1.39,Support Chat,0.64,135
8adb25a8-39f6-4bb3-ad59-ec8db6ea143b,2025-10-17,CUST-136030,0.67,7.15,90.58,83.56,9,78.37,0.84,Support Chat,0.98,486
2aa6aaa7-71af-4491-988b-50dc47b6c841,2026-07-03,CUST-491229,0.78,3.96,70.71,68.09,4,53.06,0.49,Add-ons,0.64,477
6a57493c-e612-48cf-8367-044324107746,2026-07-02,CUST-834789,0.67,1.23,71.09,70.49,4,71.28,1.86,Add-ons,0.8,265
52d33ba6-2583-4dc0-84b9-b20bcb763e20,2026-06-17,CUST-261704,0.43,2.43,78.13,86.64,6,45.53,0.17,Billing,0.69,273
96b8b3cb-2c14-4faf-8a4d-b2640f4867cc,2025-08-18,CUST-351999,0.22,9.3,88.97,86.68,3,37.39,2.04,Support Chat,0.7,158
90d3bc39-d31a-45df-9feb-282507649658,2025-10-30,CUST-659373,0.14,3.9,89.04,78.91,10,60.87,0.36,Plan Change,0.73,149
fcbc6277-0738-47b4-9cf2-8b8724769d4d,2026-06-12,CUST-887698,0.59,4.2,91.41,61.24,5,77.9,1.56,Usage Monitoring,0.83,415
caeb739b-9ae9-46a6-9bb2-12f9c801ee85,2026-01-13,CUST-690876,0.7,5.44,87.65,76.31,5,34.71,1.16,Billing,0.92,341
e82fe4db-e84a-4a32-b918-c05558fb305d,2026-01-30,CUST-892408,0.28,1.94,71.66,68.86,6,71.16,1.77,Plan Change,0.95,386
c7a1a87d-05ad-4c3e-92fb-0af3351bf1ce,2025-08-18,CUST-484060,0.25,2.82,83.65,83.83,7,72.57,1.73,Support Chat,0.65,422
c2b81d67-bb19-4b20-9b8e-08eb0b00c0f2,2025-10-22,CUST-858638,0.6,3.17,77.71,65.57,3,79.51,1.78,Plan Change,0.63,96
0f8a6859-7d99-483e-b38a-7acb4714b091,2026-02-13,CUST-496130,0.91,8.99,75.46,72.06,4,51.65,1.66,Add-ons,0.67,467
88d9d3cc-dda0-4d84-ae93-2450d8cc1ccd,2026-04-29,CUST-750929,0.98,8.25,72.14,86.14,6,68.12,1.43,Add-ons,0.87,268
b94b3feb-db48-4d19-a573-67d636cd6ddb,2026-07-05,CUST-586664,0.43,1.62,84.77,89.11,9,34.13,1.4,Add-ons,0.86,334
482ec659-60a3-4f50-8344-0ecf9e5cd411,2026-05-07,CUST-312062,0.69,5.42,90.55,71.38,4,66.88,0.24,Support Chat,0.83,84
dce1586d-3115-4d13-8d96-73a85a47bedf,2026-02-27,CUST-161738,0.99,9.45,89.54,77.28,3,72.3,0.3,Support Chat,0.97,242
cc194556-04dd-47fd-9257-43e4c0ad24bb,2026-06-19,CUST-399730,0.64,2.12,85.55,82.22,8,79.3,0.67,Billing,0.99,189
0ca89b61-8833-4c6d-8b1a-df10a4ab1a80,2026-04-11,CUST-976051,0.55,6.14,86.33,74.82,2,71.65,1.07,Billing,0.84,429
1874dff2-a6de-41ae-96d6-4b369acab28a,2026-06-03,CUST-863569,0.84,2.73,73.4,87.72,6,37.62,2.16,Usage Monitoring,0.71,496
4267a104-eabd-462e-b730-9736a9a5f145,2025-10-24,CUST-397632,0.48,6.87,94.9,89.06,2,69.68,1.71,Usage Monitoring,0.9,126
1c7f0b18-7ae5-46fb-8d97-a754d51bb8fd,2026-02-22,CUST-668592,0.81,6.62,91.78,72.73,4,55.52,0.92,Plan Change,0.74,183
2398e7a8-4397-49ed-906c-89e3c519d774,2025-07-28,CUST-269706,0.33,7.66,82.81,60.67,10,34.75,1.5,Support Chat,0.86,128
8b603636-87f6-472f-9342-c509bb4d215d,2026-04-26,CUST-205175,0.22,4.57,76.68,80.91,1,77.24,0.37,Support Chat,0.92,347
4cbd2327-9d86-4c46-a03f-4771aeebd51c,2026-07-24,CUST-993176,0.5,4.82,75.78,77.69,2,78.59,2.36,Billing,0.68,311
f13ad4f3-6d7a-41f2-a3bb-4671e0ab08b8,2026-02-04,CUST-591613,0.27,1.2,73.52,80.02,2,66.94,2.27,Billing,0.68,116
56540af1-dd6e-4d67-9e1f-549085b2a629,2026-06-29,CUST-472221,0.51,3.61,93.86,66.43,8,31.99,1.77,Plan Change,0.72,396
27bdc738-1b39-46fd-9acc-71c6aaac61b2,2025-09-14,CUST-874451,0.13,7.19,90.02,88.68,7,59.69,0.87,Billing,0.89,484
4a1c5b29-811d-47ed-82ae-00c1143102f1,2026-04-02,CUST-504791,0.26,6.68,82.38,73.14,7,53.13,0.24,Plan Change,0.97,166
c60dca22-8bd5-43c7-a3fd-f2580c7993f1,2025-08-06,CUST-634112,0.4,2.99,88.23,85.52,0,43.18,2.95,Usage Monitoring,0.66,102
603538dd-13df-4429-8c1a-df2620b10e67,2026-07-03,CUST-698231,0.87,3.14,74.47,67.05,1,63.76,0.17,Add-ons,0.83,268
83c9d4a4-886c-4571-8fbc-ba468ffd7370,2026-01-19,CUST-882704,0.29,7.18,73.16,75.76,8,37.05,3,Add-ons,0.99,459
73c5a405-3173-4756-9a92-f2e6a8be12c7,2025-12-22,CUST-912895,0.8,6.87,93.4,71.13,6,61.52,0.52,Add-ons,0.78,467
755cd846-15f3-432d-863e-9ae32ac372c8,2025-08-02,CUST-652158,0.53,5.15,86.39,80.33,9,65.62,2.31,Add-ons,0.64,364
c7cc8734-5619-4310-9d90-58a4fdb4f3c2,2025-10-02,CUST-903701,0.71,8.83,73.92,80.61,2,62.11,1.33,Plan Change,0.93,231
0c0c725a-3030-4086-a9b1-5aa438565cbb,2026-01-16,CUST-247867,0.63,2.71,73.46,66.7,2,47.77,2.72,Plan Change,0.65,435
3170cf6f-3b68-40c0-a375-33b4de7d9449,2026-04-15,CUST-474673,0.62,3.21,76.05,82.21,8,51.05,1.47,Plan Change,0.95,424
b93fc359-1e37-4bdb-9ab7-3354a5d8e980,2025-11-21,CUST-100742,0.68,4.76,92.78,64.05,2,71.25,1.92,Plan Change,0.83,86
ad7bb0fd-ff7b-4470-bd8f-1aea44899e43,2025-10-20,CUST-394286,0.59,9.09,73.67,72.37,7,35.25,2.18,Billing,0.93,231
38140217-1d1e-4a21-983a-de4e8a4ffe93,2026-03-25,CUST-843215,0.2,5.93,92.54,87.13,5,45.52,0.12,Usage Monitoring,0.75,216
e539fb59-411e-4dc9-87eb-1ecd212f0ffd,2025-12-27,CUST-967195,0.43,1.56,91.92,62.27,9,41.11,2.72,Plan Change,0.8,358
ea50541f-5e3b-46f1-b021-96f2283c357e,2026-01-08,CUST-405797,0.67,9.82,94.31,71.45,9,46.25,0.35,Plan Change,0.95,237
c32a262b-cf42-40a8-ba1f-6a0e5cbb7605,2026-06-30,CUST-198739,0.69,4.36,78.15,74.55,8,39.25,1.17,Add-ons,0.91,354
01b0d84e-24e8-486d-9ee5-97f699aa3836,2026-07-13,CUST-380763,0.58,7.42,94.14,67.5,1,77.82,0.28,Add-ons,0.77,373
3e3b22b6-5116-4646-889b-9ca7ef2aa165,2026-02-06,CUST-392439,0.75,2.81,90.94,80.3,5,57.13,1.72,Support Chat,0.8,362
cfdfc03b-9d3e-4486-b349-4046fa2c7bda,2026-06-09,CUST-193184,0.99,2,72.96,77.02,8,70.43,2.74,Plan Change,0.94,67
7ab12a33-915e-4815-a496-29cb223fee3d,2026-02-20,CUST-669376,0.97,1.48,93.79,76.83,2,46.91,1.52,Billing,0.78,324
e3599113-8e17-4e3a-a53f-9b3ceb5a9ef2,2025-10-15,CUST-191039,0.8,9.36,77.08,67.52,8,68.22,2.97,Add-ons,0.69,209
a3e30b39-42e0-4068-aa3d-090947c783b3,2025-10-29,CUST-787260,0.09,6.79,86.38,74.61,7,63.09,2.99,Support Chat,0.63,123
bf698eaf-9401-4b3d-b256-9eae40557b4d,2026-03-16,CUST-365127,0.65,5.89,77.11,84.25,6,70.93,2.21,Add-ons,0.74,498
63452b65-5655-4833-99d5-e7ede9e6c77d,2026-06-06,CUST-372471,0.42,2.45,71.74,71.04,8,52.13,2.4,Plan Change,0.96,101
ebc58938-3e35-4497-952e-84b7db4ad7ee,2025-10-01,CUST-689429,0.33,7.22,82.37,81.61,2,35.65,2.79,Plan Change,0.89,122
035d574e-4d88-406e-869d-f14a6628d8bb,2026-05-07,CUST-205441,0.11,9.26,76.08,79.19,3,34.48,0.32,Add-ons,0.96,245
e091eaa5-831a-48a3-bd72-759f41bee77a,2026-07-20,CUST-990672,0.34,8.53,92.12,82.91,8,58.65,2.73,Plan Change,0.67,360
94815f44-964c-4630-a794-3aa9049538aa,2026-02-10,CUST-908488,0.95,8.21,92.53,71.5,5,74.55,2.51,Usage Monitoring,0.73,310
b14a59cf-3915-407d-a63f-fc7fcefbd192,2025-09-27,CUST-154107,0.85,5.83,71.32,73.56,5,49.91,0.44,Billing,0.7,143
e7db7d6c-05e9-4966-9be9-b4f0ec7f8ea9,2026-02-14,CUST-877769,0.89,1.87,87.35,65.04,0,41.45,2.55,Billing,0.92,76
97ecb363-7339-43e1-9353-10b2654239db,2025-07-29,CUST-109133,0.14,1.55,85.27,73.08,4,76.12,2.11,Billing,0.82,230
3372e7a2-6bbc-4fb0-8033-5fa6a60805dc,2026-05-11,CUST-714694,0.85,3.15,90.79,88.93,8,79.6,0.62,Plan Change,0.97,408
35ae4135-d8b7-42f1-9019-0e847779b4ee,2025-11-17,CUST-173783,0.14,6.4,90.53,87.36,1,55.91,0.9,Plan Change,0.76,165
e97e0608-4a0e-4d94-876d-62a77ef6fac2,2026-01-04,CUST-102030,0.17,8.31,75.88,61.73,4,75.01,0.57,Billing,0.92,462
f4cbb4ee-631e-4b54-b9dd-26bf3e75027f,2026-05-01,CUST-209236,0.32,6.58,84.01,87.25,10,72.19,2.51,Billing,0.98,293
b8a1302b-4adf-4170-b4f2-eb14d372a74c,2025-09-11,CUST-135281,0.91,1.48,87.46,77.13,5,56.94,2.31,Support Chat,0.8,469
d5060b2d-1082-4c6a-9d11-104309736afb,2025-10-29,CUST-713265,0.64,4.41,83.1,88.93,5,59.57,2.85,Support Chat,0.79,73
18613bd3-b8ec-4688-8e11-048cc44856c7,2025-08-29,CUST-442494,0.1,2.46,70.75,72.87,2,54.35,2.72,Billing,0.87,146
d6dd0f5d-20de-4745-a1f2-0a002bf2544b,2026-01-29,CUST-474787,0.48,3.99,85.77,77.31,2,69.74,1.56,Billing,0.8,197
e227051d-82bf-4c33-8f5e-200603c7e93a,2025-09-14,CUST-728827,0.71,1.28,80.66,69.07,1,67.53,2.83,Add-ons,0.81,199
542cbda5-2e3b-4f72-84c3-5374707653a8,2025-07-31,CUST-920986,0.3,6.33,71.5,84,8,58.32,1.87,Usage Monitoring,0.97,192
0407d5a2-d36a-4c18-a5e6-15b15e1796da,2025-10-19,CUST-909593,0.6,6.03,83.85,60.99,9,65.32,0.24,Usage Monitoring,0.83,169
ec60cd1f-e787-4bef-a3fe-5234f2f2d06d,2026-01-15,CUST-282356,0.03,3.12,84.22,84.28,7,37.98,2.42,Usage Monitoring,0.75,156
7019cf09-57d2-4804-88ba-9fe3ce2b8049,2025-09-25,CUST-738500,0.86,9.81,86.4,80.55,4,42.58,2.62,Billing,0.88,240
bc24b766-13ee-4de5-a3c2-3e9c6466aac3,2025-11-24,CUST-696599,0.39,3.7,87.09,75.61,6,43.11,0.87,Plan Change,0.87,493
a85d6701-f4e7-4c7a-8a56-1f0e963ace2d,2025-10-01,CUST-930103,0.34,2.96,78.39,65.02,7,71,2.95,Billing,0.73,96
c41aa1d3-b8c0-4885-a0c7-38ae9e0b3ba6,2025-10-05,CUST-164614,0.56,4.64,77.84,86.01,4,76.05,2.98,Add-ons,0.87,332
6d17ddec-b158-4292-86be-27b93877fb0c,2026-04-29,CUST-959799,0.92,9.85,90.65,71.5,1,62.07,0.23,Support Chat,0.75,442
9bf1d23a-a447-4d9b-886b-a855d43df467,2025-12-28,CUST-783489,0.88,3.37,89.12,68.52,3,79.66,2.1,Billing,0.93,216
439cc5f6-cc4a-4491-b255-e6c555a797fa,2025-10-06,CUST-105234,0.24,5.64,85.86,64.29,3,53.22,2.01,Support Chat,0.68,182
6eddd180-73c2-4acf-9486-0fba84f4004d,2025-08-03,CUST-691782,0.24,1.07,83.75,82.02,9,32.6,2.8,Support Chat,0.9,182
b3958398-9c32-47fe-a556-670935f419f7,2025-08-05,CUST-449761,0.37,4.28,73.91,64.31,4,54.63,1.44,Usage Monitoring,0.71,229
ddde1401-122c-49d5-b97b-140ef1a8659b,2026-04-10,CUST-513426,0.75,3.94,94.55,62.52,2,72.29,2.17,Billing,0.61,375
599ddcc0-4faf-4c96-8169-a18a580d704d,2026-02-26,CUST-142313,0.98,4.77,94.46,83.36,9,62.15,2.13,Add-ons,0.99,138
94b92103-d9b6-4e4f-b784-8e435edb0dcc,2025-09-19,CUST-370914,0.98,8.98,74.47,84.31,5,71.51,1.39,Support Chat,0.64,86
7636cd05-8f6a-46ef-bd0c-97aa8baeed67,2025-07-26,CUST-470074,0.49,3.89,70.39,74.16,6,43.53,0.15,Plan Change,0.75,301
1f0d2441-5b16-4d26-817a-5a30f279275b,2026-02-19,CUST-891671,0.97,8.55,85.13,77.99,5,67.72,1.23,Usage Monitoring,0.9,392
dd01eae0-d927-4491-ab09-cddb496b76fc,2026-04-19,CUST-486517,0.42,5.04,89.13,84.15,1,47.85,2.83,Add-ons,0.72,351
20ccc4fc-a8ab-4897-b210-aaa2d7838416,2025-08-28,CUST-847825,0.72,1.43,70.25,63.27,9,38.36,0.86,Usage Monitoring,0.76,327
19ce9438-102b-495a-86f4-2466042b5a5f,2025-10-14,CUST-996705,0.32,9.21,85.01,85.51,4,58.96,0.88,Usage Monitoring,0.64,333
49c31a73-4900-46f6-ba66-09b92729b35c,2026-04-08,CUST-330379,0.39,3.32,76.71,64.22,1,63.38,1.26,Plan Change,0.83,276
b871a35d-a5e7-491e-8928-5eb652ae7ab8,2026-07-18,CUST-417198,0.51,1.64,72.47,73.83,3,59.13,0.46,Add-ons,0.94,242
c2000688-b1c0-4c4b-828b-83ce79422557,2025-08-29,CUST-740495,0.95,2.18,85.29,75.62,1,35.79,0.23,Billing,0.69,446
048c2ab2-b51a-41ab-997a-10488b955f51,2025-10-30,CUST-927672,0.62,7.43,73.83,74.08,1,32.83,1.99,Add-ons,0.83,462
26940054-75d4-48c9-93fd-cf297410373c,2026-07-19,CUST-169730,0.26,7.2,92.71,70.61,5,57.37,2.21,Usage Monitoring,0.94,93
1d397c37-0cce-4934-9fa2-106d3c750d78,2025-11-27,CUST-952542,0.04,3.56,70.81,75.9,10,60.35,0.9,Usage Monitoring,0.99,54
e906263f-5869-4368-bb84-641dcd3c5e86,2026-02-26,CUST-472138,0.68,2.62,88.15,67.87,5,73.97,0.22,Plan Change,0.93,253
ac72abd2-1df1-416d-a521-6a865867e3bd,2026-06-09,CUST-488283,0.9,5.38,79.9,60.04,10,59.84,0.56,Plan Change,0.72,111
c5281033-41ac-408c-befd-a8833c0a6fa1,2026-03-08,CUST-379861,0.71,5.52,81.55,75.06,8,67.78,2.44,Plan Change,0.71,424
50b0ad69-85c1-4ccd-95ed-424bc1716a10,2025-11-22,CUST-242417,0.39,4.34,76.39,72.54,5,43.68,1.41,Plan Change,0.85,107
3da2ca05-88b9-428e-8bfa-5bddcf7f8a86,2026-06-04,CUST-197976,0.86,8.36,93.24,64,4,60.9,2.44,Add-ons,0.9,405
14038677-956b-4b2c-9c46-c8d5dedb0d18,2025-11-10,CUST-272699,0.63,3.67,86.46,60.24,4,64.51,1.23,Plan Change,0.98,156
7f260812-ece9-4517-a1a5-7024e6baf43d,2026-03-06,CUST-186732,0.95,3.65,71.99,67.22,8,77.77,0.15,Usage Monitoring,0.88,342
e487303c-e12f-4ba0-a755-145b59c8f69f,2025-08-06,CUST-513633,0.37,8.56,82.4,79.3,1,44.87,2.55,Support Chat,0.89,330
b321e7cf-e585-412e-a6c5-81e2982b376a,2026-04-05,CUST-565303,0.44,1.9,88.63,67.88,9,33.42,2.39,Billing,1,472
10931a61-d812-4431-999e-00897d7bc1d0,2026-04-03,CUST-362294,0.17,2.71,91.27,74.52,7,72.31,1.41,Support Chat,0.77,390
66c5609c-7c31-49ed-af65-02a30c69b6f4,2026-06-24,CUST-716127,0.3,9.38,82.27,86.39,3,34.83,0.37,Billing,0.99,438
e63a6302-5b85-497d-8db3-cd01782d3df8,2025-12-08,CUST-292488,0.37,2.19,86.17,74.68,9,67.41,0.44,Usage Monitoring,0.91,466
23ac8ba5-6dce-4276-820c-d09b44361ea2,2025-08-19,CUST-566711,0.82,7.14,85.82,61.52,1,73.27,1.1,Plan Change,0.81,208
de09d9f2-3c30-428f-b5da-a043ff6a7793,2025-08-22,CUST-711305,0.8,3.82,89.42,85.42,5,77.05,2.33,Support Chat,0.84,434
01bd3d9d-5e5b-4ce2-b90e-65ec4f572dad,2025-11-05,CUST-432440,0.09,3.64,80.98,62.25,10,40.01,1.84,Billing,0.78,389
e6fd7cb1-938b-4747-947a-acc88abf49b1,2025-08-09,CUST-737816,0.81,6.09,91.85,68.7,8,68.9,1.65,Billing,0.82,99
3b726615-930b-44f3-a294-a5de83b5f0b0,2025-08-07,CUST-328133,0.28,4.33,70.47,77.1,4,39.53,0.46,Support Chat,0.76,67
3764bfe4-5fd1-48ff-8374-28fc620f7008,2026-06-18,CUST-736964,0.94,1.18,82.7,80.3,2,71.79,1.29,Support Chat,0.98,437
67889b3d-fdd1-4bd1-a1df-278282440675,2025-09-27,CUST-481027,0.49,5.56,93.01,72.28,6,74.26,0.57,Billing,0.96,429
0b26eb33-e84a-4dce-aeb7-89a47f6885d9,2025-09-22,CUST-221020,0.18,3.11,72.34,66.92,3,52.36,1.48,Support Chat,0.74,345
00f96d02-7138-4ccb-9167-fdbf5f4ca55d,2026-04-06,CUST-790311,0.85,3.99,76.59,65.81,3,69.64,1.7,Billing,0.69,400
ab8de85c-1d76-48e3-b0e6-4681093331b7,2025-08-15,CUST-583438,0.71,6.48,90.53,86.61,5,49.81,2.69,Add-ons,0.62,476
6a0628a8-24e6-44a0-8a09-0d1db1c51160,2026-02-28,CUST-416142,0.34,5.04,86.01,62.21,1,74.56,2.76,Support Chat,0.82,451
7c5cac1d-9a1f-4877-8aa1-586dc69fb5be,2026-01-09,CUST-711968,0.02,9.62,81.77,65.03,7,74.76,2.64,Plan Change,0.64,167
7fa3229d-d35a-40e0-a5ea-8c90b48f1c13,2026-01-19,CUST-530046,0.97,5.73,76.45,68.58,9,31.85,0.28,Plan Change,0.82,422
a02629f7-6780-423e-b14e-00207b80cd5d,2025-10-13,CUST-557745,0.97,4.53,78.97,70.22,5,33.45,0.89,Usage Monitoring,0.73,492
